,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/29bytes-received,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/29bytes-sent,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,vrf__path-count,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
0,1498754079,-1.7184004595612576,-1.7633558989268663,-1.7679910511917794,-1.7257281237156596,-1.7235865534131074,-1.7737953882593416,-1.7572923707920667,-1.7299230643500032,-1.726578793383274,-1.753304633397859,-1.5788109736231362,-1.8241627616627851,-1.7421548154685083,-1.7393617408632773,-1.7231219748315836,-1.757728497006303,-1.5607917913845755,-1.7072298514739785,-1.6120916403490444,-1.7438880958337584,-1.7398538035002218,-1.7218011073589294,-1.7775311071909272,-1.737885481709073,-1.7288187231794288,-1.6983589743491931,-1.6211707998996907,-1.5830443405709171,-1.6333483240745963,-1.7593618880726984,-1.5827725754025088,-1.7143007074723327,-1.6990962078371858,-1.7560723994202025,-1.7554622085911284,-1.73768674000107,-1.759864168121446,0.20995605686790028,-1.7206611036463708,-1.5506317705340809,-1.7651632176868983,-1.7583775375012372,-1.7600984170954215,-1.6369604736687742,-1.0806103390239667,-1.768641961754597,-1.7347603160462366,-1.720174941502244,-1.7736114770516869,-1.7169680525291742,-1.5741819465658684,-1.7582713659080156,-1.7741628027770875,-1.624713349972564,-1.5492790323093797,-1.5884095654369628,-1.7145627216025372,-1.7741822881054492,-1.7566473205317241,-1.7746234045406304,-1.7061872519459478,-1.7126955388663876,-1.739867109028072,-1.7775923711119703,-1.5560738403450163,-1.5503576034206388,-1.7281405115075663,-1.7333351732558604,-1.75179126196857,-1.7752764711654379,-1.5852206045876385,-1.7408670501054673,-1.7210227369322886,-1.0767802686038372,-1.639013056469984,-1.7295054319896672,-1.6232160898739392,-1.8380239200419293,-1.7342930242538719,-1.7658088574864104,-1.567316843944127,-1.766260231398216,-1.7439271402955732,-1.758763183642626,-1.711725316330325,-1.739873905400486,-1.7694723755632151,0.26999972418504886,-1.7386239337802125,-1.5583432215473465,-1.7634201663140234,-1.6325783478497242
1,1498754083,-1.7144729556653202,-1.7592334101042755,-1.76366249369386,-1.7257281237156596,-1.7194226181030658,-1.769644857124536,-1.7528374422839943,-1.7255599941731805,-1.726578793383274,-1.7492953519096326,-1.575182424422989,-1.8176606752129008,-1.7421548154685083,-1.735053039483009,-1.7189824979891806,-1.7532922966473592,-1.5580445634016171,-1.70317760684099,-1.6096268873948014,-1.7390278475796357,-1.7351128957057709,-1.71737938473394,-1.772616799699121,-1.7340487558928592,-1.724663306107431,-1.6943009061090588,-1.617070562504148,-1.5795421548621402,-1.6297007590768675,-1.7551042849813123,-1.5792548459914826,-1.7143007074723327,-1.6950314358496124,-1.7514905078987053,-1.75038074840098,-1.7334329841008091,-1.755410871714531,0.20995605686790028,-1.7162423041233048,-1.5483041040896972,-1.7605304587307362,-1.7545823982817392,-1.7556576186905049,-1.6328387612932693,-1.0806103390239667,-1.7642878965673074,-1.7308136981556546,-1.7159351076054594,-1.7694582318615426,-1.7131007073359612,-1.5707604128023085,-1.7545485247259107,-1.7699196288731347,-1.6205905208576703,-1.5459361997611347,-1.5847160141104872,-1.7145627216025372,-1.7699414456998934,-1.7520792484922199,-1.7702682414693665,-1.7021449149985213,-1.708489893100758,-1.7193320499082205,-1.77269605584759,-1.5526774524236433,-1.5503576034206388,-1.723983844381849,-1.7294790779282652,-1.7477932222364874,-1.7709085266318205,-1.581666748322137,-1.717771820961972,-1.7167763715342599,-1.0767802686038372,-1.6348637855065546,-1.7251418761162682,-1.6202637063457914,-1.831630430962854,-1.730315150965824,-1.7616578821358218,-1.5637276420211328,-1.7619178925558183,-1.7390412816101999,-1.7545352849757125,-1.7075292045626855,-1.7359962149321517,-1.7650881163805225,0.26999972418504886,-1.734782340488372,-1.554818249196606,-1.7588161438853727,-1.6289716225657804
2,1498754087,-1.709705018141011,-1.7547380834111557,-1.7586480885836062,-1.7257281237156596,-1.7143944208579178,-1.7643698933325178,-1.7477041382867138,-1.7205381948714384,-1.726578793383274,-1.7441452660961776,-1.5711540199418557,-1.8079075455380742,-1.718990601221939,-1.730348929396886,-1.7139647095822408,-1.7481745716333046,-1.555297335418659,-1.6981692007083362,-1.6071621344405584,-1.7336551183787572,-1.7257023719634021,-1.7120478551936504,-1.766999416722693,-1.7294604469574686,-1.7195547744995576,-1.6890558604320107,-1.6123477403043962,-1.575376282567399,-1.624999933334638,-1.7496595847439715,-1.575000033363323,-1.7143007074723327,-1.6898231245670632,-1.7456481868806006,-1.74094375090499,-1.7287958131517813,-1.7498037954853196,0.20995605686790028,-1.7109035021590064,-1.5459764376453136,-1.754951776071656,-1.7497037070259847,-1.7500800555565263,-1.6277621106135056,-1.0806103390239667,-1.759228483804766,-1.7256051900229412,-1.7108216547349047,-1.7641745099971105,-1.708464733229666,-1.5666772337952242,-1.7497276931932366,-1.7649915876685986,-1.6158203675894505,-1.542070540953793,-1.5805974850197648,-1.7145627216025372,-1.7650367633940551,-1.7462676495080827,-1.7650409087719356,-1.6971468586408556,-1.7035482695404995,-1.7193320499082205,-1.7670976838328314,-1.5487397121822921,-1.5503576034206388,-1.7188582118389748,-1.7248639855593815,-1.7426889447869178,-1.7656756208875735,-1.5774012057916367,-1.717771820961972,-1.7116589360110377,-1.0767802686038372,-1.6297653495129112,-1.7201206834583547,-1.6173113228176434,-1.822040197344241,-1.725126186860475,-1.7571306264765945,-1.5594045600007636,-1.7567040072926245,-1.7336659857675847,-1.7491010174828998,-1.702597344061118,-1.7307766800409956,-1.7598515689120038,0.26999972418504886,-1.7295630889086746,-1.550544021547437,-1.7532457816643046,-1.6242910565734705
3,1498754092,-1.704693468818106,-1.7500833237695443,-1.7534775941943739,-1.7257281237156596,-1.7092327411257198,-1.7588618306516177,-1.7421415085338856,-1.715198079089789,-1.726578793383274,-1.7387690783405445,-1.5672131688844677,-1.8014054590881898,-1.6958263869753696,-1.7249780149733944,-1.708810113759073,-1.7426266096976577,-1.5525501074357007,-1.6931232549138868,-1.6046973814863157,-1.7284879631245251,-1.7209614641689512,-1.7068976128403255,-1.76145966545134,-1.725074022568093,-1.7142910882738578,-1.6839410021756391,-1.60757741735732,-1.5715096680837901,-1.6204503199582774,-1.7440110592749283,-1.5705875403433787,-1.7143007074723327,-1.6847321457016713,-1.7399835503695886,-1.7362252521569952,-1.7234566121527484,-1.7446204176638644,0.20995605686790028,-1.7057282808458993,-1.5436487712009297,-1.7500932527398987,-1.7447399447107474,-1.7448878290719816,-1.6227296694642408,-1.0806103390239667,-1.7540326929035435,-1.7201804852307254,-1.705650847590438,-1.7587029941575028,-1.7035024313180729,-1.5629373982129213,-1.7447795227550036,-1.7593282743027743,-1.611015969542139,-1.5378837113500488,-1.576513465401628,-1.7145627216025372,-1.7593644472267553,-1.740628584338117,-1.7592264552079029,-1.6921040402313916,-1.6984570371602743,-1.7193320499082205,-1.7615533059076685,-1.5445120314478802,-1.5503576034206388,-1.7135796136800474,-1.7204718373174661,-1.73729310395618,-1.759851916777055,-1.572970668528435,-1.717771820961972,-1.7064758085644565,-1.0767802686038372,-1.6246958480080937,-1.7147605397416559,-1.6143589392894957,-1.815646708265166,-1.719715039132917,-1.7524413312021245,-1.5548786644710555,-1.7513829270423866,-1.7285198695046076,-1.7434432035025385,-1.6975042861332854,-1.7256724115747741,-1.754477613377945,0.26999972418504886,-1.724452275499638,-1.5460304143278878,-1.7484598259326793,-1.619757902555775
4,1498754096,-1.6995418631836978,-1.7455013544167115,-1.7484607809746266,-1.7257281237156596,-1.7040440629590563,-1.7530361731943873,-1.7367618888249428,-1.7097932511259786,-1.726578793383274,-1.7336510591288112,-1.5633179024267583,-1.7916523294133633,-1.6958263869753696,-1.7199109447110552,-1.703621067436112,-1.73726944668822,-1.5470556514697844,-1.6880942218445247,-1.5978095787100752,-1.7233160207902147,-1.7162205563745003,-1.7021496019038853,-1.756014333776405,-1.7205471183065175,-1.7089974384293363,-1.6797029027886905,-1.6028756602529788,-1.567268162448725,-1.6155446202163208,-1.7381799112484544,-1.566314876356256,-1.7143007074723327,-1.6804877618824918,-1.7346349617972383,-1.7264252932188517,-1.7184277267869708,-1.7396186519172463,0.20995605686790028,-1.700996000990379,-1.537144059493337,-1.7451105477338924,-1.7398834453187497,-1.7398778052815638,-1.6180375354251475,-1.0806103390239667,-1.748994131700163,-1.7145932728447513,-1.7005486339053573,-1.752913345527086,-1.6983336939326168,-1.5588023894652006,-1.7399633048326577,-1.7538796634101044,-1.606301035289156,-1.5339505888022915,-1.5725038795032642,-1.7145627216025372,-1.7539149505623093,-1.735287789129133,-1.7537757435964438,-1.6870711480616483,-1.693519317966178,-1.7193320499082205,-1.756123082515354,-1.5405190705320324,-1.5503576034206388,-1.7082936413745358,-1.7159640933571105,-1.7321804913957604,-1.7544010068147917,-1.5686671926073852,-1.717771820961972,-1.7013694144294784,-1.0767802686038372,-1.619969251155267,-1.7093429175249397,-1.6084541722332002,-1.8092532191860908,-1.7141536163886528,-1.7478125047075144,-1.5502738821574522,-1.7454558826418405,-1.7233513254220785,-1.7375864913726795,-1.6925834566230735,-1.7206167417807936,-1.7485566845111657,0.26999972418504886,-1.719414931200696,-1.5414600876587845,-1.7435338400948623,-1.6148493956633998
5,1498754101,-1.691107962024697,-1.7375959486233894,-1.739196281527646,-1.702640430301699,-1.6952483443897644,-1.744130969155833,-1.7271274159741308,-1.700550284814548,-1.7060498093945198,-1.7245908569174195,-1.556395037284589,-1.785150242963479,-1.6958263869753696,-1.7108798238790321,-1.6948464493867321,-1.7276670039899322,-1.544308423486826,-1.6793918372682157,-1.5953448257558323,-1.714667384137189,-1.7068100326321316,-1.6940934934002687,-1.7462145110800797,-1.712596244227111,-1.6998352506306493,-1.6718787391170382,-1.5946476200812654,-1.5600517410470471,-1.607609898994116,-1.7288557194707634,-1.5588346505811028,-1.6911354092351465,-1.6726328332246516,-1.7256333485127728,-1.7217067944708568,-1.709479659330594,-1.7303710413692428,0.20995605686790028,-1.6930282613309195,-1.5348163930489533,-1.735535628831861,-1.731422951278028,-1.7306463301131665,-1.609471958108285,-1.0806103390239667,-1.7397216984869863,-1.7054051205868268,-1.6918015216276072,-1.7439892940822288,-1.6900238423646898,-1.551780140152884,-1.731585444947022,-1.744936140533063,-1.598029932037156,-1.52647757341033,-1.5653639767117853,-1.6907230429441054,-1.745001331388387,-1.726290527756526,-1.7438718732564127,-1.6783729307926822,-1.6848799389004798,-1.7193320499082205,-1.7463488347974705,-1.5329919587310392,-1.5503576034206388,-1.6991068222070336,-1.7080342715320107,-1.7231741934874771,-1.7444952188023226,-1.5611158618562873,-1.717771820961972,-1.6925899872044126,-1.0767802686038372,-1.6113616842019978,-1.7000782634462972,-1.6055017887050522,-1.799662985567478,-1.7049698752806957,-1.7398042245647194,-1.5429333867336532,-1.7361700916244631,-1.7147368690711746,-1.7282597566881135,-1.6839877046716567,-1.7116160155639677,-1.7392236619053874,0.26999972418504886,-1.7104376439791429,-1.5342647604121558,-1.7340153144656891,-1.6069743558938614
6,1498754105,-1.6851222907590109,-1.7324606394890352,-1.733022184971274,-1.6795527368877383,-1.6889855136770262,-1.7374933246958433,-1.7206596241032028,-1.694325342892091,-1.6778224564099828,-1.7184410505991163,-1.551384422424215,-1.7786481565135945,-1.6958263869753696,-1.7047196483739802,-1.6885825660041685,-1.721206842576373,-1.541561195503868,-1.6735720879207023,-1.5928800728015893,-1.7084593729344744,-1.7020691248376807,-1.6884336868583696,-1.739387908231357,-1.706955301983498,-1.6940612655586418,-1.6656436915767803,-1.588927899193386,-1.5549007626464584,-1.6018962511437245,-1.7224643257214893,-1.5538003731581758,-1.6911354092351465,-1.6664343167946962,-1.7190873391342734,-1.716988295722862,-1.7033710291436983,-1.7245460801596124,0.20995605686790028,-1.6874275286935319,-1.5324887266045695,-1.7291472698322492,-1.7255968338226344,-1.7247953165765473,-1.6033868645256395,-1.0806103390239667,-1.7335077596900594,-1.6991668318235804,-1.6856362014370747,-1.7373894231816098,-1.6841344155253477,-1.5467387192177695,-1.725793489196548,-1.7383239858965276,-1.5923040833483941,-1.5217583139038686,-1.5602529203000486,-1.6907230429441054,-1.738403963164187,-1.7197717905961314,-1.7366414133205772,-1.6725696542173782,-1.6788224112157948,-1.691096343618425,-1.7395475159902374,-1.5281889580555923,-1.5503576034206388,-1.6933413386713165,-1.7023806627826719,-1.7170439000010236,-1.7372906764372515,-1.5560279922809972,-1.6946765918184763,-1.6864128320654619,-1.0767802686038372,-1.6052258656201028,-1.6938557596018164,-1.6025494051769045,-1.7932694964884026,-1.6987597419564517,-1.734581138664492,-1.538029698567549,-1.7297352636243792,-1.7085287341823545,-1.7218598401203975,-1.6779471091958436,-1.7055699723161832,-1.7327501939807015,0.26999972418504886,-1.7044106820827538,-1.529477384759003,-1.7276714383385172,-1.6012799940914106
7,1498754110,-1.6848162108406224,-1.732116682505077,-1.7324921690861002,-1.6795527368877383,-1.6885682853068893,-1.7370720368812873,-1.720184778699652,-1.693928644960946,-1.6778224564099828,-1.7179322923942297,-1.5509020176946609,-1.7786481565135945,-1.6958263869753696,-1.7042802821996883,-1.6881670986446018,-1.720729456157846,-1.541561195503868,-1.6731778855034385,-1.5928800728015893,-1.7080520487732986,-1.7020691248376807,-1.6881007752294113,-1.73896575949418,-1.7066617988802848,-1.6936171531436843,-1.6651838198310023,-1.5885294178052032,-1.5545497334015559,-1.6016145108580144,-1.7219759737369473,-1.5534712725287796,-1.6911354092351465,-1.6659757324015583,-1.7187362894114775,-1.716988295722862,-1.7029398361200527,-1.7241657024640629,0.20995605686790028,-1.6871009944801734,-1.5324887266045695,-1.7287348173670305,-1.7252047258493717,-1.724413061386466,-1.603006024183244,-1.0806103390239667,-1.7329892124944561,-1.698648289074266,-1.685204128965766,-1.7369658961312655,-1.6838588978055455,-1.5463889557949033,-1.7254077881126129,-1.7378616667659756,-1.5919032966065854,-1.521325423046964,-1.5597824984426278,-1.6907230429441054,-1.7379458365302027,-1.719419581311591,-1.7361356658374427,-1.6721777301875653,-1.6784308748856878,-1.691096343618425,-1.7391237731814084,-1.5277565334089425,-1.5503576034206388,-1.6928996566852852,-1.7020933629624564,-1.716526822221778,-1.736787042769136,-1.5556959118242568,-1.6946765918184763,-1.6859812229388955,-1.0767802686038372,-1.6048419774151135,-1.6934549259101148,-1.6025494051769045,-1.7932694964884026,-1.698247613782916,-1.7342277148004366,-1.5376934904917943,-1.7293233160137111,-1.70812516414496,-1.7213710372876394,-1.677558675781556,-1.7050528897890056,-1.7323335307239112,0.26999972418504886,-1.7038838012703919,-1.5291510081968935,-1.7272680568494148,-1.6010053423071293
8,1498754114,-1.6802393627598275,-1.7274841970112786,-1.7273880844330027,-1.6795527368877383,-1.6835157893177655,-1.7317730875831157,-1.7146517595290922,-1.6887828221223853,-1.6778224564099828,-1.712698981470845,-1.5467046617935667,-1.768895026838768,-1.6958263869753696,-1.699054587552331,-1.6831265727569409,-1.7151945673670217,-1.5388139675209096,-1.6682173608970476,-1.5904153198473465,-1.7026842110547407,-1.6926586010953117,-1.683283969926024,-1.7334815206518175,-1.702114599853635,-1.6890039367914917,-1.6605064124547486,-1.5839866830527256,-1.5502169936739612,-1.5971480330228398,-1.716039898576199,-1.5493446006679374,-1.6911354092351465,-1.6612996857339193,-1.7131118688820277,-1.7071883367847187,-1.697735856733417,-1.7188083646801284,0.20995605686790028,-1.682309813716982,-1.5301610601601858,-1.7236789135878694,-1.7204377156538657,-1.7190774457955693,-1.5980638347534597,-1.0806103390239667,-1.727832023820944,-1.693930381713023,-1.6801880508966844,-1.7316581033162024,-1.6794289473006443,-1.5420970606024265,-1.7206827827336804,-1.7325674948481256,-1.5873409555701297,-1.516967979456512,-1.5554894213146833,-1.6907230429441054,-1.7326467734555484,-1.713821001203002,-1.7305761359468717,-1.6672189438277762,-1.673476217042892,-1.6705612844985738,-1.7336615014737753,-1.5233658545970228,-1.5503576034206388,-1.6883393413001113,-1.6975194182233482,-1.7112966906165001,-1.7312428649153386,-1.551550432095291,-1.671581362674981,-1.680959431988956,-1.0767802686038372,-1.5998524348389318,-1.6882998806255143,-1.5995970216487567,-1.78367926286979,-1.6935184439704636,-1.729523527063278,-1.5334153478810086,-1.7246260751771008,-1.702746670317738,-1.7154064217795366,-1.6726140183564544,-1.7000918081688803,-1.7275567414491042,0.26999972418504886,-1.6989263745671768,-1.5249270153772008,-1.7222504253297648,-1.596569595809914
9,1498754118,-1.6709761178963538,-1.7189513397999052,-1.7174746831819039,-1.6795527368877383,-1.6734896114765467,-1.7215797175575118,-1.7038213710731862,-1.6785509580186617,-1.6778224564099828,-1.7023577593090646,-1.538967203298737,-1.7558908539389992,-1.6726621727288002,-1.6887441796915763,-1.6731186104361393,-1.704379959000401,-1.530572283572035,-1.6585801497675399,-1.581062764116863,-1.691945691842916,-1.68317678550641,-1.6729006739766206,-1.7223375006271069,-1.6935127928136962,-1.6790790197498637,-1.650853267344656,-1.5750795542606482,-1.5420535916647977,-1.587579212538267,-1.7055371985039267,-1.541331386853612,-1.6911354092351465,-1.6516902095932067,-1.703142807379892,-1.697751339288729,-1.6874808307979308,-1.7081882665999173,0.20995605686790028,-1.6719033850105447,-1.5213286820082093,-1.7138847019307095,-1.7114360144442082,-1.708477452246438,-1.5887258272702922,-1.0806103390239667,-1.7178328366527411,-1.6837939598351097,-1.6701532752372679,-1.7214993197446484,-1.6703702491791315,-1.5340773989422452,-1.711808739653884,-1.7220382095661606,-1.5783945400825585,-1.5083914104509677,-1.5475054944902282,-1.6907230429441054,-1.722124162685468,-1.703864112195186,-1.7191083458262222,-1.657600261811987,-1.663885596915858,-1.6705612844985738,-1.7225368386208084,-1.5147201580373806,-1.5503576034206388,-1.6783875151302403,-1.6888325555921948,-1.700986850579737,-1.719792663818519,-1.5434672551115247,-1.671581362674981,-1.670918365371978,-1.0767802686038372,-1.590454775604747,-1.678054424043067,-1.5907398710643132,-1.7708922847116395,-1.6834038889140197,-1.7208729834775929,-1.5251486320111125,-1.714598594129447,-1.6919815191704553,-1.7049182686980198,-1.6630478068951229,-1.6904311435073132,-1.7174399205239166,0.26999972418504886,-1.6893148726487244,-1.5168297026490887,-1.7125410593926682,-1.5870173454932943
