,Time,HundredGigE0/0/0/18input-packet-rate,HundredGigE0/0/0/4input-load,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/15input-load,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/1output-load,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/5input-load,HundredGigE0/0/0/7input-load,HundredGigE0/0/0/8input-data-rate,protocol-route-memory,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/16input-packet-rate,HundredGigE0/0/0/13input-load,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19input-load,HundredGigE0/0/0/16input-load,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/19packets-sent,HundredGigE0/0/0/19input-data-rate,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/30input-load,HundredGigE0/0/0/30output-load,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/19input-packet-rate,HundredGigE0/0/0/6output-packet-rate,HundredGigE0/0/0/8input-packet-rate,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/18input-load,HundredGigE0/0/0/31input-load,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/12input-packet-rate,HundredGigE0/0/0/15input-packet-rate,HundredGigE0/0/0/31output-packet-rate,HundredGigE0/0/0/13input-packet-rate,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/12input-load,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/7output-load,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/11input-load,HundredGigE0/0/0/4input-packet-rate,HundredGigE0/0/0/8input-load,HundredGigE0/0/0/14input-load,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/5input-packet-rate,HundredGigE0/0/0/6output-load,HundredGigE0/0/0/11input-packet-rate,HundredGigE0/0/0/31output-load,HundredGigE0/0/0/9input-packet-rate
0,1504285744,-0.7607653149503715,-1.0333343090820697,-1.7321103247522749,0.38370459659829653,-1.7228261483574558,-1.7131103999506179,-1.7094868865513153,0.884612261226368,-1.7990815584279607,0.6539352664509999,0.7588291994260047,-0.9013334016543271,-0.36403504753792226,-1.7311859698667174,-1.7412216278678607,0.7347425947742695,0.9014184350576694,-1.722990127746551,-0.6877586975397018,0.833028139519526,0.3258364117165254,-1.720310582998551,-0.752012883624837,-1.7109939697045768,-0.8139862827811861,1.0820792393778715,-1.3485881990731083,-0.8182231688958804,-0.5373354122511287,-0.8856969532792087,-1.7259501817606053,-1.7205259191342661,-0.7552628121448678,0.25705329190732074,-1.731692696655246,-1.7241791315782384,1.1049583284776943,0.19136416139223564,0.8455860263178473,0.8412935594003108,-1.7541967759932982,1.1290689413007633,-1.7116608530291104,-1.121887614146619,-1.7274504154002597,-1.7164445044021477,-0.8731308557850445,-0.9415656798482208,-0.9784770618417858,1.2008570448191902,-1.7172275240407897,-1.7362390987773835,0.8468043422231866,-0.46879472377457315,-0.7590135861835969,0.7812786603283144,-1.1953265341621961
1,1504285750,-0.712567975916054,-1.0333343090820697,-1.7220775774282442,0.38370459659829653,-1.712670180813929,-1.703547188726359,-1.7002959299676148,0.6730348956547013,-1.7796119173002696,0.6539352664509999,0.7588291994260047,-0.9093427648811245,-0.36403504753792226,-1.7208251310225515,-1.7309648221093643,0.8019781050456355,0.9014184350576694,-1.7131112751998512,-0.6877586975397018,0.833028139519526,0.3258364117165254,-1.7105602197155367,-0.7500859815754928,-1.7013878787361867,-0.5871910654810639,1.3961439393807893,-1.3485881990731083,-0.8365882738478165,-0.6283062900926673,-0.8869347276960221,-1.7161837815000156,-1.71069685178939,-0.7552628121448678,-0.08051103105021207,-1.7215913935776144,-1.7143564608595623,1.1493455014432865,0.13781370273797744,0.8444259038694528,0.7718501096967776,-1.7447806602935767,1.1926372945725099,-1.7020494933376649,-1.121887614146619,-1.7175518247138246,-1.7064214658218244,-0.6478902792000217,-1.012888342285034,-0.9784770618417858,1.2008570448191902,-1.7073741842463932,-1.726371792722149,0.8349863202451229,-0.46879472377457315,-0.7344034315880913,0.7812786603283144,-0.8979952568737195
2,1504285756,-0.675874725761136,-1.0333343090820697,-1.711972413917383,0.38370459659829653,-1.7025592043198405,-1.6935761946406358,-1.6908584520245253,0.884612261226368,-1.765009686454501,0.6539352664509999,0.7588291994260047,-0.9520531747648694,-0.36403504753792226,-1.7102710104772556,-1.720138059102447,0.9583336250100275,0.651662371841054,-1.7035288906279717,-0.6877586975397018,1.0196951018844937,0.3258364117165254,-1.7004323759336968,-0.7759860781354565,-1.690874700460056,-0.8139862827811861,1.3961439393807893,-1.3485881990731083,-0.8425164441650804,-0.39310522047327134,-0.9108758907580708,-1.7063531632147328,-1.700390448856064,-0.7552628121448678,0.25705329190732074,-1.7113327127731572,-1.7045806410099418,1.1583371152594677,0.2509051225288305,0.8412770000809535,0.7265874971477924,-1.7344356288517848,1.2562056478442565,-1.6922128241145975,-1.121887614146619,-1.7072982266766465,-1.6971268056758868,-0.6478902792000217,-1.0779571434238404,-0.9784770618417858,1.2008570448191902,-1.697589713403866,-1.7160298568836696,0.8519903910194332,-0.21857913501145676,-0.7339488105056621,0.7812786603283144,-0.6649148762866608
3,1504285761,-0.5537156819730127,-1.0333343090820697,-1.7021632690638753,0.5523020708611844,-1.6927116552768022,-1.6836831219725186,-1.681437853699424,0.6730348956547013,-1.7504074556087328,0.6539352664509999,0.7588291994260047,-0.9797047500625821,-0.36403504753792226,-1.6999392319124667,-1.7099026400450907,0.847012713494064,0.9014184350576694,-1.6940244750869353,-0.8850711680622214,0.833028139519526,0.3258364117165254,-1.6906720063510576,-0.8703635693550937,-1.6813720542809465,-1.0407815000813083,1.7102086393837073,-1.3485881990731083,-0.9196743310263759,-0.39314932756555815,-0.905827074057911,-1.6962909047701504,-1.6906221009306743,-0.5178360202510881,0.25705329190732074,-1.7012956753232822,-1.6948649825163655,1.1339924737707596,0.3952398259844671,0.8258002017034708,0.7559062524835766,-1.7247677912215333,1.1926372945725099,-1.6822320077588944,-0.660401928894818,-1.6974725195800129,-1.687838198342717,-0.6478902792000217,-1.0984373456898329,-0.9784770618417858,1.2008570448191902,-1.688029495441742,-1.7059884030501797,0.8592971289145166,-0.21857913501145676,-0.7848966798099045,0.7812786603283144,-0.4779721076926415
4,1504285767,-0.6392054424580502,-1.0333343090820697,-1.6925904293933072,0.7208995451240724,-1.6830212127487094,-1.6737009721706908,-1.6722484529043307,0.6730348956547013,-1.7406726350448871,0.6539352664509999,0.7588291994260047,-0.9766854441716369,-0.36403504753792226,-1.6895560422573233,-1.6999527883282908,0.9000892163082835,0.9014184350576694,-1.6838652365292561,-0.8850711680622214,0.833028139519526,0.513569973433993,-1.680647923327472,-0.88027047942204,-1.6720757919575686,-1.0407815000813083,1.7102086393837073,-1.3485881990731083,-0.9231578950272422,-0.29801032950291645,-0.8926675776265264,-1.6861762546610026,-1.6802647981651502,-0.5178360202510881,0.25705329190732074,-1.6911933172309557,-1.684911405458942,1.1578885540260073,0.49078999541267687,0.7846604748796352,0.7107659713198589,-1.7147619993978522,1.1926372945725099,-1.6728493515425873,-0.660401928894818,-1.6874219128775627,-1.6783815147898753,-0.6478902792000217,-1.0468310551314692,-0.9784770618417858,1.2008570448191902,-1.6781400560053858,-1.6955817692057442,0.860704495316472,-0.21857913501145676,-0.7983231557776496,0.7812786603283144,-0.4019874479411419
5,1504285772,-0.6728788692821258,-1.0333343090820697,-1.680931451405623,0.5523020708611844,-1.6714251778097315,-1.6623374188999447,-1.6605902221099724,0.46145753008303453,-1.7309378144810414,0.6539352664509999,1.1195840647268918,-1.035577040083907,-0.36403504753792226,-1.6773145580112976,-1.688012746081565,0.802769111048828,0.9014184350576694,-1.6721248796433974,-0.8850711680622214,0.833028139519526,0.513569973433993,-1.6692621024181082,-0.8582302179530942,-1.6607468909127867,-1.0407815000813083,1.7102086393837073,-1.3485881990731083,-0.9000563653372861,-0.284094541886429,-0.9310060115367731,-1.6747881954453132,-1.6677093910604002,-0.5178360202510881,0.9321819378223863,-1.6793775250053506,-1.6725659003719582,1.1051826090944243,0.37677186805549545,0.7375544040354849,0.8739560392667407,-1.703238521222515,1.1290689413007633,-1.6612638116704095,-0.660401928894818,-1.6758409624032693,-1.6677321801632505,-0.6478902792000217,-1.1487069330699964,-0.9784770618417858,1.2008570448191902,-1.66709382336396,-1.6832495089340205,0.8437004245421617,-0.21857913501145676,-0.743586777453163,0.7812786603283144,-0.16913490741330806
6,1504285778,-0.7141018544333073,-1.0333343090820697,-1.6724475462662811,0.38370459659829653,-1.663386423163356,-1.6542787993381372,-1.6521439008327898,0.46145753008303453,-1.716335583635273,0.6539352664509999,1.1195840647268918,-0.989912095773732,-0.36403504753792226,-1.6685635521719375,-1.6795940956882807,0.7650381246965439,0.9014184350576694,-1.6639980113625155,-0.8850711680622214,0.6463611771545583,0.513569973433993,-1.660985195624037,-0.826749443157367,-1.652819787506168,-1.0407815000813083,1.7102086393837073,-1.3485881990731083,-0.8602092823800072,-0.06843291415008847,-0.9123416762516657,-1.6663425310725757,-1.6591784332452875,-0.5178360202510881,0.9321819378223863,-1.6708204813516736,-1.6638535077631311,1.105692337768811,0.2657655402888811,0.7626691427534757,1.050398673950938,-1.6944412369965152,1.1290689413007633,-1.6525024770174543,-0.660401928894818,-1.6674362799177174,-1.659616909886217,-0.6478902792000217,-1.1591141221002677,-0.9784770618417858,1.2008570448191902,-1.6592417185050254,-1.6744916210742282,0.8699198534005087,0.03163645375165967,-0.6933966099529694,0.7812786603283144,-0.042000154365821475
7,1504285783,-0.8399757602554034,-1.0333343090820697,-1.6623465761317346,0.38370459659829653,-1.6539277484599377,-1.6444287712402992,-1.642893755441806,0.46145753008303453,-1.7066007630714275,0.8317239170173654,1.1195840647268918,-0.9531553514889071,-0.36403504753792226,-1.658803582558842,-1.669752524540005,0.6214178013835516,0.9014184350576694,-1.6551265162571027,-0.8850711680622214,0.4596942147895906,0.513569973433993,-1.6513529473444495,-0.8493138983763038,-1.6434536457071736,-0.8139862827811861,1.3961439393807893,-1.3485881990731083,-0.8824246422802693,-0.0761516553002796,-0.8780097226905781,-1.6563632634432888,-1.6492341875323142,-0.7552628121448678,1.269746260779919,-1.660891625221457,-1.6537260819977122,1.1041529571721633,0.26083413216806256,0.7672841353503856,1.070175581235855,-1.684757725299743,1.1290689413007633,-1.642618089961655,-0.198916243643017,-1.6577649047654146,-1.6501881512809646,-0.6478902792000217,-1.1948709321171171,-0.9784770618417858,1.2008570448191902,-1.6497570275282765,-1.6646725604535302,0.9384373902847479,0.03163645375165967,-0.7646508876057201,0.6712037721525034,-0.18257747090757634
8,1504285789,-0.9308101286989954,-1.0333343090820697,-1.6452797005298974,0.5523020708611844,-1.637129454450385,-1.628063565247879,-1.6271224922723269,0.46145753008303453,-1.6871311219437362,0.8317239170173654,1.1195840647268918,-0.959334124472698,-0.36403504753792226,-1.6412619055845725,-1.6530916158096658,0.5800218205498088,0.9014184350576694,-1.6388466980258785,-0.8850711680622214,0.4596942147895906,0.513569973433993,-1.635362923219752,-0.8557374077901451,-1.6272460487525393,-1.0407815000813083,1.3961439393807893,-1.3485881990731083,-0.8916224735457148,-0.0747402283471018,-0.8557949292098744,-1.6389771660284742,-1.632362254259975,-0.9926896040386474,1.269746260779919,-1.643426297005733,-1.6360397425861992,1.0307928063544318,0.3581715233313341,0.6931510360381439,1.0070933635662334,-1.6681693732720384,1.0655005880290167,-1.6264713744547845,-0.660401928894818,-1.6410835569175732,-1.6341739137457605,-0.8731308557850445,-1.2027001935894315,-0.9784770618417858,1.2008570448191902,-1.6336111489635012,-1.6472040674795256,0.9766869100310424,0.03163645375165967,-0.8470585358140695,0.6712037721525034,-0.0874542461811863
9,1504285794,-0.9095994648276025,-1.0333343090820697,-1.6419358200235812,0.38370459659829653,-1.6340247682936617,-1.6249399545822396,-1.6240502595287938,0.46145753008303453,-1.6871311219437362,0.8317239170173654,1.1195840647268918,-0.9463394821328401,-0.36403504753792226,-1.6384645642747855,-1.6496365659688121,0.6193084520417049,0.9014184350576694,-1.6354545828322289,-0.8850711680622214,0.4596942147895906,0.513569973433993,-1.6321526557825674,-0.8616311950443597,-1.6241132181703721,-1.0407815000813083,1.3961439393807893,-1.3485881990731083,-0.8976117590208886,-0.019429934619446407,-0.8585962081531889,-1.6355574201659715,-1.628721647484911,-0.9926896040386474,1.269746260779919,-1.6406242626027234,-1.6327187647205548,1.0304563854293367,0.318687161665988,0.700481480080197,0.9914757233804122,-1.6647049748665377,1.0655005880290167,-1.6231163463383218,-0.660401928894818,-1.6377018397599412,-1.631074589373307,-0.8731308557850445,-1.0901306902253045,-0.9784770618417858,1.2008570448191902,-1.6303572225173777,-1.643932466776393,0.9683969435537709,0.03163645375165967,-0.8312377221455302,0.6712037721525034,-0.0798216041971526
