,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0output-drops,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/29bytes-received,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,global__established-neighbors-count-total,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/29bytes-sent,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/1output-drops,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,vrf__path-count,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
0,1519089523,-1.7430414897805944,-1.7530301301242839,-1.737711827123399,-1.7454130808453558,-1.7424282178414414,-1.7436858616531303,-1.7530089165492664,-1.7406151991149288,-1.3837843753001031,-1.7415508179953272,-1.7497843820997758,-0.6585299812971221,-1.7181657628263776,-1.750782386548747,-1.737966688478027,-1.755473272744567,-1.7362672700113415,-1.7528627570278936,-1.5531633429864775,-1.743074068246739,-1.5874218910489215,-1.7362557854278593,-1.766300254647974,-1.7365823723048877,-1.7303839118665532,-1.7396317940662804,-1.7417655334926465,0.12252281729055049,-1.7392334278203312,-1.7429826052146968,-1.7477791187315441,-1.7200614930466769,-1.7511359623756357,-1.720887072193999,-1.7318026122812373,-1.7412038696186554,-1.7410398986440523,-1.702716409820547,-1.7584446967850236,-1.7251279781430617,0.08749642917804923,-1.728609003708861,-1.5682680424443267,-1.7345559562994417,-1.7392442150620464,-1.733522405711654,-1.7405267539214806,-1.3795680193948106,-1.6119501101904143,-1.7361100346964875,-1.7502620502707964,-1.7316090836105453,-1.7437479474322999,-1.7358720299803114,-1.7331676952894253,-1.7409054472374754,-1.748719524953977,-1.7488248461691525,-1.6349111886680903,-1.7199312548889558,-1.7323079273007875,-1.7429213317227792,-1.7418835337288916,-1.7427282349351616,-1.740592457789074,-1.743094663798458,-1.741229172819593,-1.732288379610584,-1.6558904317305896,-1.304650805168675,-1.7344831364546343,-1.734522326492566,-1.7481346163917042,-1.7464977039101122,-1.7227443292155693,-1.7411429935844618,-1.7391496059171878,-1.7459526017415588,-1.7360600114747577,-1.7359991027430528,-1.5956482023493257,-1.8252052160759307,-1.7485527747361125,-1.7493073310962772,-1.7450297234890384,-1.7367542538952863,-1.7305351437498842,-1.7525110371592418,-1.740946529559352,-1.7370447044689337,-1.7415184772468708,-0.0024049775572004034,-1.7352111631935443,-1.7423922142308892,-1.7296692374252247,-1.7144910306102203
1,1519089528,-1.7394369089125872,-1.7494000119221897,-1.734211836782792,-1.741806809683696,-1.7388611719609266,-1.7399086775218835,-1.7493900946485115,-1.7369981553439566,-1.3827045596461487,-1.7379712992928782,-1.74618613844654,-0.6585299812971221,-1.7145659788398941,-1.7476118248988148,-1.734335441326986,-1.7518297689749438,-1.7327386423641216,-1.7492346634645688,-1.5521016385224677,-1.7394867487646488,-1.586526344382736,-1.7328230314073008,-1.7646129808536504,-1.7330891065480778,-1.7269007052354048,-1.7359963377258558,-1.7382333351509731,0.12252281729055049,-1.7359307484662343,-1.739400509935824,-1.7441268723093886,-1.716611720194691,-1.747437862294522,-1.7171911456864615,-1.7282335657973433,-1.7378119149745064,-1.73754240049068,-1.6990143885392288,-1.7547518010130314,-1.7216751835455912,0.08749642917804923,-1.7252306553698202,-1.5673366446055919,-1.731142067146994,-1.7356929656819806,-1.7300075954582885,-1.7369026730120052,-1.3790056666836943,-1.6076284142932071,-1.73260653635752,-1.746678570658605,-1.7280692361169496,-1.7400086485611683,-1.7323162486848995,-1.7296101940120392,-1.737338197806975,-1.74509910213116,-1.7451738686252383,-1.6319830020708634,-1.7163417135624024,-1.7286843108947312,-1.7393052657006376,-1.738354997116404,-1.7391103605805809,-1.7370162205925768,-1.7394974171938464,-1.7376239592653915,-1.7288114108350663,-1.6528258504991675,-1.304650805168675,-1.7309795267291714,-1.7309260209283241,-1.7445537724816507,-1.742857987131607,-1.7190501036862647,-1.7375542869417557,-1.735572195777767,-1.741927803954381,-1.7324562117921625,-1.7323534074250209,-1.5946395552979626,-1.8230943368297376,-1.7449995592758587,-1.7457467622409317,-1.7413218552989247,-1.7328182175130615,-1.7270992874280169,-1.7487800369406334,-1.737372194235622,-1.7336746053337715,-1.7376296708738195,-0.0024049775572004034,-1.731893515983387,-1.7386911327984047,-1.726270054316037,-1.7111258816213928
2,1519089534,-1.7381060248627507,-1.7480835553840264,-1.7329829609191543,-1.7404720214883687,-1.7375485411722087,-1.7385237793573862,-1.7480393111295744,-1.7356823243482475,-1.382590821838025,-1.7366475259724976,-1.744883566289075,-0.6585299812971221,-1.713258439225713,-1.7454981171321933,-1.7329840455614673,-1.7505255492227685,-1.7314395863052932,-1.7478932712290085,-1.5510399340584582,-1.738170836663803,-1.5856307977165505,-1.731603382388776,-1.7629257070593267,-1.7318026072719808,-1.725599815629537,-1.7346641756835752,-1.736955479551827,0.12252281729055049,-1.7347171199147793,-1.7381002083980954,-1.7427788521752579,-1.7153346575749486,-1.7460094513911963,-1.7158566891067204,-1.7269183157219257,-1.7365646147909304,-1.736203167114691,-1.6973223994312723,-1.7534332304952478,-1.7204225437602738,0.08749642917804923,-1.724005151507583,-1.5664052467668572,-1.729824667680802,-1.7343638678690048,-1.728743097221526,-1.7356131133298975,-1.3789437855572302,-1.606765455847279,-1.7313699671064924,-1.745371536694899,-1.726802301999009,-1.738635076963692,-1.7309859350499037,-1.7283015504704324,-1.7359958077799558,-1.7437880267849009,-1.7438525664767106,-1.6308414970332694,-1.71503516495993,-1.7273512040688137,-1.7380082484298423,-1.7370106865203572,-1.7377999229866803,-1.7357031105195193,-1.7381827056357217,-1.73632617687591,-1.7275185641510997,-1.6516258892695408,-1.304650805168675,-1.7297111201790403,-1.7296282199452628,-1.7432592711147123,-1.741539106279295,-1.7177263720302691,-1.7362584312729503,-1.7342784518963479,-1.7409493316556366,-1.7311697869286415,-1.731047497330818,-1.5936309082465998,-1.8209834575835446,-1.7436998651500426,-1.7444483876927117,-1.7399554359276295,-1.7313666782183585,-1.725901963541057,-1.747336495247682,-1.7360614210401204,-1.7324311946308288,-1.736185592416642,-0.0024049775572004034,-1.7306695385107094,-1.7373141396466925,-1.7249491057637472,-1.7098711760791048
3,1519089540,-1.7356490882927051,-1.7455818126777627,-1.7306274652963038,-1.7380000334486907,-1.73510073260469,-1.735934563511917,-1.7455536425555556,-1.7331758730674,-1.38221285168298,-1.734192990651093,-1.7423823326148637,-0.6585299812971221,-1.7107912650663566,-1.743384409365572,-1.7305026268373125,-1.7480716213387169,-1.7290275327021345,-1.7453956584415393,-1.5499782295944484,-1.7356982336759221,-1.584735251050365,-1.7291919972489835,-1.759234002742423,-1.7292907844507124,-1.7231557010290754,-1.7322376549139449,-1.7345943779051884,0.12252281729055049,-1.7323900675893995,-1.7355835566253872,-1.7402312626851675,-1.7128223392089266,-1.743561301406781,-1.7132518411522575,-1.7243993827087643,-1.7341961177080867,-1.7336659211796295,-1.6956304103233157,-1.750974150142927,-1.7180409662594343,0.08749642917804923,-1.7215408249987922,-1.5654738489281224,-1.7274322862044726,-1.731912775860844,-1.7263227767391227,-1.7331363448495216,-1.3785313510390944,-1.6034946515686685,-1.7290218930355021,-1.7427856332080458,-1.7243535075592151,-1.7360589894861098,-1.7285575649987854,-1.7257770710297695,-1.7335679602381668,-1.741328959417642,-1.7413163175126949,-1.628834244003991,-1.7125770182422748,-1.7247931479792709,-1.7355778396133146,-1.7344947362274212,-1.73529838815493,-1.7332346109581833,-1.7356998342116399,-1.733851350423607,-1.725079264349275,-1.6494785129756098,-1.304650805168675,-1.7273372440448858,-1.7272512987936162,-1.7407748816163655,-1.7390327294663155,-1.7151465373743913,-1.7337929391857538,-1.7317984572259024,-1.738044376206486,-1.7287051685802668,-1.7285246336759743,-1.592622261195237,-1.817817138714255,-1.7411503776108446,-1.7419637292476744,-1.7374362574553601,-1.7286805407462542,-1.7234971475982426,-1.7448760351973824,-1.7335916343370394,-1.7299828223668772,-1.7335349474086639,-0.0024049775572004034,-1.7281805784568018,-1.7347989852184318,-1.722609435160247,-1.707394380138776
4,1519089545,-1.7332060260360669,-1.743089844665311,-1.7282603227307531,-1.7355451284652064,-1.7326656361035802,-1.73340605509928,-1.7432128110124665,-1.730739499458352,-1.381569262134573,-1.7317662316130142,-1.7398975478375438,-0.6585299812971221,-1.7083834840356245,-1.7412707015989504,-1.7280083658719574,-1.7456226164434565,-1.726633330246572,-1.7430166805624314,-1.547854820666429,-1.733251270751612,-1.5819013979012024,-1.726837972708119,-1.7575467289480993,-1.7269572715228463,-1.7207967747643675,-1.7297897563477174,-1.7322278593663563,0.12252281729055049,-1.7301701905761198,-1.7331122358405653,-1.7377634889140268,-1.7104171999584612,-1.7411026666240423,-1.7106599355727388,-1.7219838960063207,-1.731911435324223,-1.731160178446753,-1.6939384212153594,-1.74852355422359,-1.7156934574785825,0.08749642917804923,-1.7192546342310309,-1.5625265489178795,-1.7250777148777072,-1.7294548689584333,-1.7239458650542259,-1.73067563198872,-1.3781559176068858,-1.5998863346534282,-1.726658435212391,-1.740331437467099,-1.7219360144369968,-1.7335449415635922,-1.7261153527305153,-1.7233526715653213,-1.7311318256763424,-1.738859158193127,-1.7388529485517739,-1.6267247277322554,-1.7101520379742425,-1.722372511245763,-1.7331222272166154,-1.7319833816348715,-1.732881838773964,-1.7307920170120104,-1.7332533393056575,-1.7313893205996707,-1.7227119567611269,-1.647307449843291,-1.304650805168675,-1.7250250590821632,-1.7248629193946183,-1.7383063981843412,-1.736596996474095,-1.7125757840641844,-1.7313314429739137,-1.7293633721341508,-1.7354248725374222,-1.7262365726505475,-1.7261031243672553,-1.590604967092511,-1.815706259468062,-1.7387156600025953,-1.7394957547512062,-1.7348734408727675,-1.7259967183665819,-1.721165186340545,-1.742406858969167,-1.7311497100672812,-1.7276670505716976,-1.7308535502840101,-0.0024049775572004034,-1.7258553886726173,-1.7322387079614667,-1.720294424512532,-1.705019982433739
5,1519089551,-1.7307917562546682,-1.7406643767872474,-1.725894349727486,-1.7330922964723074,-1.730234439945808,-1.7308712486758282,-1.7407463929023068,-1.728307569501795,-1.3812530155461316,-1.7293361320927276,-1.737424592086988,-0.6585299812971221,-1.7059822875539101,-1.739156993832329,-1.7255358609328098,-1.7431828949991492,-1.724216404032545,-1.7405564678608931,-1.5467931162024193,-1.7308088792958272,-1.581005851235017,-1.7244712568952367,-1.7558594551537756,-1.7245816135611582,-1.7184674109292282,-1.7273611263284732,-1.7298512763059333,0.12252281729055049,-1.7279353638143522,-1.7307251783002662,-1.7352329624560152,-1.7079557214883758,-1.7386556742011168,-1.7081359198645494,-1.7195617726659325,-1.7296103107832899,-1.7287269719583973,-1.6922464321074029,-1.7460716609730949,-1.7133199619433976,0.08749642917804923,-1.7169267756353057,-1.5615951510791448,-1.7227037701970869,-1.7270486580955662,-1.7215668458549649,-1.728238113039046,-1.3778564001958036,-1.5973764679555826,-1.7242891181363345,-1.737868938038501,-1.7195230061802216,-1.7310347674216537,-1.723710439903422,-1.7208712148919059,-1.7287387690683487,-1.7364121179714023,-1.7364107176576462,-1.6246970984139195,-1.707775716241405,-1.7199238181309462,-1.7306887712089996,-1.7295331869842945,-1.7304015407929398,-1.7283625066369015,-1.7308161784252711,-1.7289597426045662,-1.7203738322268602,-1.6451665773473807,-1.304650805168675,-1.7226649248728612,-1.7224490429188681,-1.7358438762066812,-1.73410847265109,-1.7100663472436892,-1.7289107953008285,-1.7269236992835457,-1.7329189891620786,-1.7237998311034428,-1.7237086921949645,-1.5895963200411483,-1.813595380221869,-1.7362681362798784,-1.737090089721368,-1.7323586165726343,-1.723289199679414,-1.7187989207429673,-1.739947523644777,-1.7287169688371276,-1.725342387540852,-1.7281733664408365,-0.0024049775572004034,-1.723541139807113,-1.7296771581810295,-1.717944433890594,-1.7025769194897538
6,1519089556,-1.7263850707042263,-1.7363049004107005,-1.7215782515803093,-1.7286524105900323,-1.725800055378085,-1.72618317929701,-1.7362998568965426,-1.7238229233442481,-1.3804513027035037,-1.7249479140321837,-1.7328847847138744,-0.6585299812971221,-1.701601078669457,-1.7328158705324646,-1.721050691461886,-1.7387375864408037,-1.7198028627948874,-1.7361103848965707,-1.5446697072744,-1.7263827637372615,-1.5792147579026459,-1.7201722144244311,-1.7508103200399348,-1.7203981256313328,-1.7141322889549757,-1.722976919570462,-1.7255565085900122,0.12252281729055049,-1.7240141984746478,-1.7263324722327267,-1.7306088041764718,-1.7035874453983828,-1.7341785089293325,-1.7035838464927688,-1.715181243250653,-1.72553338970904,-1.724465371512125,-1.6851731543327881,-1.7415815941012753,-1.7091217193856012,0.08749642917804923,-1.7128514076653427,-1.5597323554016753,-1.7183048592220147,-1.7226424615112352,-1.7173332509283044,-1.7236962901464916,-1.3772720382180583,-1.593644652098303,-1.719968243427009,-1.733323842524667,-1.715166630514988,-1.7263961812665178,-1.7193493934811999,-1.7163304627319695,-1.724315243336333,-1.7318964250471989,-1.7319262829551882,-1.6211810450882627,-1.7034167666204334,-1.7155164022616824,-1.7261737631355427,-1.7252688416131516,-1.7259361104106485,-1.7239593182067736,-1.726389725793476,-1.7245141219277795,-1.7160339509311475,-1.641443934096047,-1.304650805168675,-1.7184323673394126,-1.7181281247273583,-1.7313068150635649,-1.729626688960726,-1.705505724090426,-1.7244844180699883,-1.7225400259001562,-1.728467550335633,-1.7192546862441698,-1.7193038687906843,-1.5875790259384224,-1.8083181821063865,-1.7317642084921643,-1.732762405218224,-1.7278062187209502,-1.7187003831838297,-1.7144886321770987,-1.735438795942884,-1.7243038109301527,-1.7211294384580638,-1.7235962360405324,-0.0024049775572004034,-1.7193418355463013,-1.7251036051867192,-1.713546791700705,-1.698250043539122
7,1519089562,-1.7259274329077117,-1.73589216365288,-1.7211298489891471,-1.7281838713149,-1.7253422631429502,-1.725688359050597,-1.7358541469226918,-1.7233497999788712,-1.3804485286106227,-1.7244880093609287,-1.7324141112656883,-0.6585299812971221,-1.7011794698388625,-1.7307021627658432,-1.7205878837799695,-1.7382722571317026,-1.7193541579704186,-1.735662636744197,-1.5436080028103902,-1.72591766538673,-1.5783192112364604,-1.7197157059132004,-1.749123046245611,-1.7199417741808622,-1.7136881391845529,-1.7224926023049134,-1.7251084701481871,0.12252281729055049,-1.7236116371540606,-1.7258731164318875,-1.7301253100782765,-1.7030902916786468,-1.7336636571486475,-1.7031355254061216,-1.714705688251778,-1.7251019723423278,-1.7239898379408272,-1.6834811652248316,-1.7411090481889375,-1.7086661299102013,0.08749642917804923,-1.7124019582900158,-1.5588009575629405,-1.7178658322668943,-1.7221611677561917,-1.7168685665049621,-1.723240841124216,-1.3771967601466895,-1.593256512566179,-1.7195233666055567,-1.7328323730541946,-1.7147071481447285,-1.7259055252007338,-1.718889711928276,-1.7158532844291754,-1.7238319661873367,-1.731448643576242,-1.7314548078866163,-1.6207484323498509,-1.7029925993135284,-1.7150367569051974,-1.725742022089682,-1.7247995684254709,-1.7254673798760243,-1.7234907385162066,-1.7259238528457395,-1.7240594693826856,-1.7155882506314781,-1.641004804790185,-1.304650805168675,-1.7179959846458555,-1.717656996109275,-1.7308484172304077,-1.7291509098223505,-1.705057465743432,-1.72402877828695,-1.722079150338834,-1.7279674221851524,-1.718794830801332,-1.718829823842595,-1.5865703788870595,-1.8062073028601935,-1.7312795456327412,-1.7323461529577673,-1.7273347882713728,-1.7182501475121061,-1.7140273632407812,-1.734918325893018,-1.7238411633974637,-1.7206689495732679,-1.7231306183320563,-0.0024049775572004034,-1.7188738400857215,-1.724637027914536,-1.7131090555306365,-1.6977482250292346
8,1519089568,-1.7235016096221516,-1.7335461701602723,-1.718731800902648,-1.7257220166497749,-1.7229461705952984,-1.7231729581572288,-1.7333426619023453,-1.720891114545724,-1.380134362591842,-1.7220646215792894,-1.7299352652931805,-0.6585299812971221,-1.6988245181551125,-1.7285884549992216,-1.7181066800757092,-1.7357940901043651,-1.7169873938894293,-1.7331394438144723,-1.5414845938823707,-1.7234763630980918,-1.5774236645702748,-1.7173264707467566,-1.7454313419287075,-1.71750441226852,-1.7113105242025668,-1.7200319648040763,-1.72268511813947,0.12252281729055049,-1.7213870389916228,-1.723456729917819,-1.7276057492850512,-1.7006738977042308,-1.7311243930439577,-1.7006102299497754,-1.7122710505208945,-1.7227932938855763,-1.7216451683522387,-1.6817891761168753,-1.7386260452502227,-1.7063667064915737,0.08749642917804923,-1.7100068307756335,-1.5561853882897811,-1.7155801029531317,-1.719729389866128,-1.7145394009213542,-1.7207954217024273,-1.3770350398831976,-1.5909821376398,-1.7171403078802694,-1.7303671705485417,-1.7122903851407096,-1.7234046635711662,-1.7165049339464438,-1.7133876348753494,-1.7213894099565141,-1.7289848651778192,-1.7289894754626003,-1.6186478274334084,-1.700636834922863,-1.712592000744469,-1.7233091085234986,-1.722432031159022,-1.7230049887798278,-1.7210591428096502,-1.7234781756891835,-1.721632227306997,-1.7132108576170242,-1.6388215571565954,-1.304650805168675,-1.7156048604458558,-1.7152450482624402,-1.7284325078870215,-1.726670729364315,-1.7025185512020726,-1.7216047832999244,-1.7196320243189616,-1.725586005909612,-1.7163677499261212,-1.7163873274803694,-1.5855617318356967,-1.8030409839909038,-1.728839485608011,-1.729977562092491,-1.724819196483175,-1.715862725543815,-1.7116311513818303,-1.732376862526137,-1.7214109587021802,-1.718257967594531,-1.7207034874395724,-0.0024049775572004034,-1.7164195059112684,-1.7221071752895298,-1.7108843413992332,-1.69536794098647
9,1519089573,-1.7199559731831062,-1.7299642444324363,-1.715290818957383,-1.72214961608319,-1.7194031844165396,-1.7194545581499854,-1.729736442644088,-1.7173072157757894,-1.3797598600528984,-1.7185407522004057,-1.7262635706531753,-0.6585299812971221,-1.6952550221537028,-1.7264747472326003,-1.7145016801611244,-1.7322262819849177,-1.713481463352273,-1.729547515522704,-1.5393611849543514,-1.719913060907195,-1.5745898114211123,-1.713893454999577,-1.7437440681343839,-1.713977908921931,-1.7077320413737005,-1.7164808676821512,-1.719179329760226,0.12252281729055049,-1.7180468460841296,-1.7198212847324363,-1.723877907688437,-1.6972078647795033,-1.7273754523360594,-1.696922293500579,-1.7087158773910018,-1.71939993139194,-1.718145151210927,-1.6800971870089187,-1.7350175124619123,-1.7028899445371195,0.08749642917804923,-1.7065436130384337,-1.5532380882795382,-1.71208937469301,-1.7162489857849565,-1.71102082782625,-1.7172188405129993,-1.376566465786414,-1.5877028955452737,-1.713722650999101,-1.7269330617345626,-1.7087666712298668,-1.7197172057557752,-1.7129869470889758,-1.709726244088283,-1.71789794358021,-1.725305242301805,-1.725334105400397,-1.6155448508689856,-1.697071468605404,-1.7090025020658923,-1.7196199487181552,-1.7189078072802155,-1.7194209726892191,-1.717499746565289,-1.7199212092223282,-1.7180467626421627,-1.7096563116845793,-1.635582881636066,-1.304650805168675,-1.712180465636646,-1.711765115280317,-1.7248170973329195,-1.7230599964115283,-1.6988391644432863,-1.7180369721217257,-1.7160869364648488,-1.7215607561721809,-1.7127878449658702,-1.7127996062775106,-1.5835444377329708,-1.8009301047447108,-1.7254042333853012,-1.7264574876877667,-1.7211948308495413,-1.7124035546542147,-1.7082194140346758,-1.728602837391095,-1.7178596621478437,-1.7148470582249926,-1.717214874221048,-0.0024049775572004034,-1.7129896067192327,-1.7184894730957225,-1.7074725805073843,-1.6919574054900683
