,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/5output-data-rate,HundredGigE0/0/0/8output-data-rate,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/11output-data-rate,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/14output-data-rate,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/9input-data-rate,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/29bytes-received,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/29bytes-sent,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,HundredGigE0/0/0/19output-data-rate,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/7output-data-rate,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/15output-data-rate,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/31output-packet-rate,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,0/RP0/CPU0free-physical-memory,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/29output-packet-rate,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/15input-data-rate,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/14input-data-rate,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/30input-packet-rate,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/9output-data-rate,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/6input-data-rate,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/18output-data-rate,HundredGigE0/0/0/17input-data-rate,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/18input-data-rate,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
0,1519068859,-1.6810268473326628,-1.6739921449351176,-1.7831719348303101,-1.7208865852272957,-1.768118335201251,-1.7754406621129744,-1.6749675616467714,-1.679744310674318,-0.12217612035003467,-0.14042251202540415,-1.643409551504813,-1.7038002070981006,-0.8041233829436791,-0.12996227740078686,-1.7509607997866417,-0.1278686312791371,-1.7311320599435855,-1.7279913470211912,-1.737304739585256,-0.11259955031811725,-1.7226606175859653,-1.6451123135345593,-1.690935042967406,-1.8079822218871977,-1.6417026621539155,-1.7415012561771992,-1.7098703157258022,-1.801519427243578,-1.7483234864017405,-1.6683497690467861,-1.7341372339416445,-1.7408195114081244,-1.6377501529116305,-1.7134785117475437,-1.8091126698383262,-1.863800679761251,-1.7466938248763597,-1.7304922388817248,-1.8027892495815958,-1.6502856853199352,-1.7308416970800777,-1.6999643705560352,-1.649608065327412,-0.12786863127913525,0.09183241278379282,-1.7391406517692742,-0.12256767020385817,-1.6766682753832955,-1.8031885858784233,-1.6665652012755618,-0.12524004632526986,-1.668974655590366,-1.734296333813869,-1.8019103455058203,-0.1370693096997468,-1.6954792621368884,-1.7337228545148267,-1.840671383385402,-1.66126769803792,-1.6883336090458791,-0.8238892951861135,-1.6484765599448106,-1.741730195294933,-0.07092165395998405,-1.6535428865582338,-1.7522251877802177,-1.809913345157359,-1.748576551012028,-1.7419045454183688,-1.668158561491536,-0.10242013589812349,-1.7749461374533635,-1.7347143477210079,-1.7517060876574129,-0.1058160933683614,-1.8122645710409826,-1.3601940983537009,-1.6970137821785132,-1.6493261654875113,-1.7150634030473442,-0.827580257777172,-1.8421383507540166,-1.805979849652473,-1.0049097229631967,-1.7339591900799647,-1.7022164959152934,-1.660205880479977,-1.6329724462975435,-1.7416547174822499,-0.09570244597948808,-1.738386668845308,-0.13551169800281734,-1.6444869666679804,-1.7079693917249479,-0.11664618861721301,-1.7764331646540785,-1.6987210112356892,-1.792479246877534,-1.7764054164601524,-1.696135781959256,-1.8427268761239701,-0.12786863127913584,-0.11845602148305887,-1.709115419673795,-0.12129478626025153,-1.6840649576258153,-1.7839745434086267,-1.7494669173180117
1,1519068865,-1.6768977639320246,-1.6709871043307003,-1.778155889491757,-1.7165302015383037,-1.7644523853386396,-1.7716585623145564,-1.6701646847957188,-1.6766494810038088,-0.12217612035003467,-0.14042251202540415,-1.6379512111976986,-1.6991211186814643,-0.8041233829436791,-0.12996227740078686,-1.7472814099067004,-0.1278686312791371,-1.7286907241184601,-1.7240764723115019,-1.732683951901608,-0.11259955031811725,-1.7226606175859653,-1.6409370544147082,-1.6885687782490841,-1.80773149261267,-1.640318677334084,-1.7370929977686809,-1.706538762519581,-1.797129148182869,-1.7445524876842768,-1.6653442845015438,-1.7300376861263445,-1.7346054071332107,-1.6342247510028225,-1.7093599104568402,-1.804206588382505,-1.8585953625808502,-1.7430004695431145,-1.727595856646201,-1.796752352073668,-1.6462557569054266,-1.7284132367168592,-1.6958502773928894,-1.647295141777544,-0.12786863127913525,0.09183241278379282,-1.7354149245457506,-0.12256767020385817,-1.6746538274739766,-1.7982383411764205,-1.6635760485779019,-0.12524004632526986,-1.665955105027723,-1.730182871951049,-1.7969564197551235,-0.1370693096997468,-1.6917507240032323,-1.7311681288944905,-1.836212236458185,-1.657138130698924,-1.6848153217866408,-0.824108241587973,-1.6456060710537348,-1.7384089664405897,-0.22707155289501765,-1.6499277323233814,-1.7485398585677456,-1.8055613956150167,-1.748576551012028,-1.7387561703114047,-1.6641650234861056,-0.10242013589812349,-1.7711305168115612,-1.7318553621843031,-1.747841097960533,-0.1058160933683614,-1.8079037208867794,-1.3601940983537009,-1.6934953211236468,-1.6464435618603261,-1.710870646027271,-0.827580257777172,-1.8376197373872567,-1.8016053666372207,-1.0043105694095589,-1.7314180808276685,-1.6987025060536112,-1.657259801394364,-1.6315438156256432,-1.7374881495742809,-0.09570244597948808,-1.7345369836990583,-0.13551169800281734,-1.6413516060261746,-1.7038361331549745,-0.11664618861721301,-1.7726323021418913,-1.6937358156852387,-1.7879373808867491,-1.771524513860095,-1.6914547419091592,-1.8382365677490142,-0.12786863127913584,-0.11845602148305887,-1.7049225769597844,-0.12129478626025153,-1.6805380769324194,-1.7795880823534116,-1.7451683469132402
2,1519068870,-1.6768977639320246,-1.6703860962098167,-1.778155889491757,-1.7160461589061935,-1.7626194104073338,-1.7703978623817505,-1.6701646847957188,-1.6766494810038088,-0.12217612035003467,-0.14042251202540415,-1.6379512111976986,-1.6991211186814643,-0.8041233829436791,-0.12996227740078686,-1.7472814099067004,-0.1278686312791371,-1.7262914677815542,-1.7240764723115019,-1.732683951901608,-0.11259955031811725,-1.716023948016297,-1.6409370544147082,-1.6873856458899232,-1.80773149261267,-1.640318677334084,-1.7370929977686809,-1.706538762519581,-1.797129148182869,-1.7445524876842768,-1.6653442845015438,-1.7300376861263445,-1.7346054071332107,-1.6342247510028225,-1.7093599104568402,-1.804206588382505,-1.8574386254296502,-1.7430004695431145,-1.7266303959010263,-1.796752352073668,-1.6462557569054266,-1.7259973034225853,-1.6958502773928894,-1.647295141777544,-0.12786863127913525,0.09183241278379282,-1.7354149245457506,-0.12256767020385817,-1.6724738085036177,-1.797688313987309,-1.6630778564616253,-0.12524004632526986,-1.665955105027723,-1.730182871951049,-1.7969564197551235,-0.1370693096997468,-1.6917507240032323,-1.7292300611825113,-1.835654843092283,-1.657138130698924,-1.6848153217866408,-0.8232324559805352,-1.6444578754973045,-1.7384089664405897,0.44437301252562683,-1.6499277323233814,-1.7479256370323337,-1.8055613956150167,-1.743640535943481,-1.7387561703114047,-1.6641650234861056,-0.10242013589812349,-1.7711305168115612,-1.7318553621843031,-1.747841097960533,-0.1058160933683614,-1.807358614617504,-1.3601940983537009,-1.6934953211236468,-1.6464435618603261,-1.710870646027271,-0.20114050975348394,-1.8376197373872567,-1.8016053666372207,-1.0041108515583461,-1.729471451262836,-1.6987025060536112,-1.657259801394364,-1.6315438156256432,-1.7374881495742809,-0.09570244597948808,-1.7345369836990583,-0.13551169800281734,-1.6408290459192068,-1.7033194758337278,-0.11664618861721301,-1.7713653479711622,-1.6937358156852387,-1.7859908668906985,-1.771524513860095,-1.6914547419091592,-1.8376752792021447,-0.12786863127913584,-0.11845602148305887,-1.7049225769597844,-0.12129478626025153,-1.6799502634835202,-1.7789614450598095,-1.7451683469132402
3,1519068876,-1.6753493576567853,-1.6679820637262828,-1.7750208611551614,-1.7141099883777526,-1.7601754438322597,-1.7666157625833327,-1.6689639655829558,-1.6745862612234697,-0.12217612035003467,-0.14042251202540415,-1.6379512111976986,-1.6960017264037066,-0.8041233829436791,-0.12996227740078686,-1.742988788380102,-0.1278686312791371,-1.7238639166163627,-1.7221190349566573,-1.730630268486653,-0.11259955031811725,-1.716023948016297,-1.6393713322447638,-1.6862025135307621,-1.807438975125721,-1.6381289479273644,-1.7348888685644217,-1.7048729859164702,-1.7938364388873376,-1.7432954881117888,-1.6638415422289228,-1.7279879122186945,-1.7321197654232452,-1.6330496170332198,-1.7073006098114885,-1.8014809875737152,-1.8545467825516497,-1.739922673432077,-1.7246994744106772,-1.7940083077518825,-1.6451043487869956,-1.7235683222804845,-1.6940870946086841,-1.6449822182276763,-0.12786863127913525,0.09183241278379282,-1.7316891973222273,-0.12256767020385817,-1.6714665845489582,-1.794938178041752,-1.6615832801127952,-0.12524004632526986,-1.6639420713192945,-1.728126141019639,-1.7936538025879922,-0.1370693096997468,-1.6892650319141285,-1.7269396175228995,-1.8317530895309682,-1.6559582543163538,-1.6830561781570217,-0.8156788051163837,-1.643309679940874,-1.7361948138710277,0.4287580226321234,-1.6483783805084449,-1.7454687508906856,-1.8017534397654673,-1.743640535943481,-1.7368671452472264,-1.6626674467340692,-0.10242013589812349,-1.7685867697170263,-1.7285198790581475,-1.7461846738047273,-0.1058160933683614,-1.8046330832711273,-1.3601940983537009,-1.6917360905962135,-1.6452905204094521,-1.7066778890071974,-0.20114050975348394,-1.8347956040330318,-1.7983245043757816,-1.0036115569303146,-1.7271896983447765,-1.69694551112277,-1.655492153942996,-1.6301151849537432,-1.7354048656202965,-0.09570244597948808,-1.7323371636154872,-0.13551169800281734,-1.638738805491336,-1.7012528465487409,-0.11664618861721301,-1.7688314396297038,-1.6918663673538197,-1.7833955148959644,-1.771524513860095,-1.6893742796646718,-1.8348688364677974,-0.12786863127913584,-0.11845602148305887,-1.7031256443680656,-0.12129478626025153,-1.6781868231368222,-1.776454895885401,-1.7433261024540523
4,1519068881,-1.6722525451063066,-1.6643760150009819,-1.7718858328185658,-1.7112057325850913,-1.7558985023258795,-1.7622033128185117,-1.6647614483382847,-1.6714914315529605,-0.12217612035003467,-0.14042251202540415,-1.6324928708905844,-1.69184253670003,-0.8041233829436791,-0.12996227740078686,-1.7393093985001609,-0.1278686312791371,-1.7214240318080727,-1.7186935195856792,-1.7260094808030049,-0.11259955031811725,-1.709387278446629,-1.635717980514894,-1.6838362488124403,-1.8072300340636147,-1.636744963107533,-1.7315826747580327,-1.6998881807432518,-1.7899949447092174,-1.7388959896080811,-1.6608360576836805,-1.7233759209264823,-1.7290127132857884,-1.6306993490940145,-1.703182008520785,-1.7971200262796518,-1.8504982025224492,-1.7368448773210392,-1.7218030921751533,-1.790166645701383,-1.6422258284909181,-1.7211385416092666,-1.6899730014455383,-1.6415128329028745,-0.12786863127913525,0.09183241278379282,-1.7285844246359576,-0.12256767020385817,-1.6694521366396393,-1.791087987717972,-1.6585941274151352,-0.12524004632526986,-1.6604192623295446,-1.7229843136911138,-1.7898007492263392,-0.1370693096997468,-1.6874007628473005,-1.724340844909109,-1.827293942603751,-1.653008563359928,-1.6789515096879102,-0.818415635139627,-1.6404391910497982,-1.7334271231590752,0.4131430327386201,-1.6457961274835502,-1.7423976432136257,-1.7974014902231252,-1.743640535943481,-1.734348445161655,-1.6596722932299963,-0.10242013589812349,-1.7634992755279568,-1.7256608935214428,-1.7423196841078474,-0.1058160933683614,-1.8008173393861995,-1.3601940983537009,-1.687044809189725,-1.6424079167822667,-1.7030840972757058,0.11207936425836015,-1.829712163995427,-1.794496831737436,-1.0030124033766767,-1.72459030677018,-1.6916745263302466,-1.652546074857383,-1.628686554281843,-1.7301966557353352,-0.09570244597948808,-1.7295873885110231,-0.13551169800281734,-1.6350808847425624,-1.6976362453000142,-0.11664618861721301,-1.7643971000321519,-1.688750620134788,-1.7801513249025467,-1.7666436112600374,-1.684693239614575,-1.829817239545972,-0.12786863127913584,-0.11845602148305887,-1.698333824123482,-0.12129478626025153,-1.6752477558923258,-1.77332170941739,-1.7390275320492807
5,1519068887,-1.6707041388310673,-1.663173998759215,-1.7700048158166086,-1.7083014767924298,-1.7534545357508053,-1.7603122629193029,-1.6635607291255214,-1.6694282117726211,-0.12217612035003467,-0.14042251202540415,-1.6324928708905844,-1.6897629418481916,-0.8041233829436791,-0.12996227740078686,-1.73746970356019,-0.1278686312791371,-1.7189993826765515,-1.715757363553412,-1.7239557973880502,-0.11259955031811725,-1.709387278446629,-1.63415225834495,-1.6826531164532794,-1.8070628812139296,-1.6360529706976172,-1.7299295778548385,-1.698222404140141,-1.7877998051788628,-1.7376389900355933,-1.6588324013201856,-1.7208137035419198,-1.7271484820033145,-1.6289366481396104,-1.701637533036771,-1.7949395456326203,-1.8481847282200488,-1.7349981996544166,-1.7193894403122167,-1.7879714102439546,-1.6404987163132716,-1.7187088928019325,-1.688209818661333,-1.6403563711279405,-0.12786863127913525,0.09183241278379282,-1.726721561024196,-0.12256767020385817,-1.6684449126849799,-1.7888878789615261,-1.6566013589500286,-0.12524004632526986,-1.6589094870482233,-1.720927582759704,-1.7875990044482517,-0.1370693096997468,-1.6855364937804724,-1.7221384952364054,-1.8250643691401425,-1.6512387487860727,-1.677192366058291,-0.8188535279433459,-1.6387168977151527,-1.7312129705895132,0.36629806305811,-1.6442467756686137,-1.7393265355365657,-1.795225515451954,-1.7387045208749339,-1.731829745076084,-1.6581747164779599,-0.10242013589812349,-1.7615914652070557,-1.7232784055741888,-1.7406632599520417,-0.1058160933683614,-1.797546701770547,-1.3601940983537009,-1.6846991684864807,-1.6401018338805187,-1.70128720140996,-0.09673388508286923,-1.8274528573120472,-1.7923095902298098,-1.0024132498230387,-1.722393063219456,-1.6899175313994055,-1.6501892115888925,-1.6279722389458928,-1.7281133717813508,-0.09570244597948808,-1.7279375234483445,-0.13551169800281734,-1.6335132044216596,-1.6950529586937806,-0.11664618861721301,-1.7624966687760584,-1.6875043212471754,-1.778204810906496,-1.7666436112600374,-1.6820926618089658,-1.827572085358494,-0.12786863127913584,-0.11845602148305887,-1.69593791400119,-0.12129478626025153,-1.6723086886478291,-1.7714417975365837,-1.737185287590093
6,1519068892,-1.666575055430429,-1.659567950033914,-1.7649887704780556,-1.7049131783676583,-1.7485666026006568,-1.756530163120885,-1.659958571487232,-1.6653017722119423,-0.12217612035003467,-0.14042251202540415,-1.62703453058347,-1.6856037521445149,-0.8041233829436791,-0.12996227740078686,-1.7331770820335919,-0.1278686312791371,-1.7165420856662397,-1.7113531295050117,-1.7188215888506635,-0.11259955031811725,-1.7027506088769608,-1.6304989066150801,-1.6802868517349576,-1.8066449990897167,-1.6346689858777859,-1.7260723517473848,-1.6929119584279688,-1.7828607412355655,-1.7344964911043734,-1.6558269167749433,-1.71671415572662,-1.7221771985833836,-1.6259988132156036,-1.6985485820687434,-1.790033464176799,-1.8435577796152482,-1.7300737258767562,-1.7145621365863437,-1.7830321304647407,-1.6358930838395478,-1.7162665233027363,-1.682332542713982,-1.6363087549156716,-0.12786863127913525,0.09183241278379282,-1.7223748792634186,-0.12256767020385817,-1.666430464775661,-1.7844876614486347,-1.6536122062523686,-0.12524004632526986,-1.6553866780584732,-1.716814120896884,-1.782094642503033,-0.1370693096997468,-1.6818079556468164,-1.719495675629161,-1.8206052222129256,-1.6465192432557918,-1.674846841218799,-0.8206050991582216,-1.635846408824077,-1.7278917417351702,-0.9609760778896755,-1.6416645226437192,-1.7344127632532695,-1.790329572216819,-1.733768505806387,-1.72868136996912,-1.6541811784725295,-0.10242013589812349,-1.7577758445652534,-1.7189899272691318,-1.7373504116404304,-0.1058160933683614,-1.7926407453470687,-1.3601940983537009,-1.6811807074316143,-1.6372192302533335,-1.6976934096784684,-1.871646504483319,-1.8229342439452874,-1.787388296837651,-1.0016143784181883,-1.7197120763936389,-1.6864035415377232,-1.6454754850519113,-1.6265436082739926,-1.7229051618963895,-0.09570244597948808,-1.724087838302095,-0.13551169800281734,-1.629855283672886,-1.691436357445054,-0.11664618861721301,-1.758695806263871,-1.683142275140531,-1.7743117829143946,-1.76176270865998,-1.677931737319991,-1.8230817769835381,-0.12786863127913584,-0.11845602148305887,-1.6923440488177526,-0.12129478626025153,-1.668193994505534,-1.7676819737749707,-1.7322726356989255
7,1519068898,-1.666575055430429,-1.658365933792147,-1.7649887704780556,-1.703945093103438,-1.7485666026006568,-1.756530163120885,-1.659958571487232,-1.6653017722119423,-0.12217612035003467,-0.14042251202540415,-1.62703453058347,-1.6856037521445149,-0.8041233829436791,-0.12996227740078686,-1.7331770820335919,-0.1278686312791371,-1.7141174365347185,-1.7113531295050117,-1.7188215888506635,-0.11259955031811725,-1.7027506088769608,-1.6304989066150801,-1.6802868517349576,-1.8066449990897167,-1.6346689858777859,-1.7260723517473848,-1.6929119584279688,-1.7828607412355655,-1.7338679913181294,-1.6558269167749433,-1.71671415572662,-1.7221771985833836,-1.6259988132156036,-1.6985485820687434,-1.790033464176799,-1.842979411039648,-1.7300737258767562,-1.7135966758411691,-1.7830321304647407,-1.6358930838395478,-1.7138507836313799,-1.682332542713982,-1.6363087549156716,-0.12786863127913525,0.09183241278379282,-1.7223748792634186,-0.12256767020385817,-1.666430464775661,-1.7844876614486347,-1.6536122062523686,-0.12524004632526986,-1.6553866780584732,-1.716814120896884,-1.782094642503033,-0.1370693096997468,-1.6818079556468164,-1.7169409500088249,-1.8206052222129256,-1.6465192432557918,-1.674846841218799,-0.8140367071024378,-1.635846408824077,-1.7278917417351702,0.44437301252562683,-1.6416645226437192,-1.7344127632532695,-1.790329572216819,-1.733768505806387,-1.72868136996912,-1.6541811784725295,-0.10242013589812349,-1.7577758445652534,-1.718513429679681,-1.7367982702551619,-0.1058160933683614,-1.7926407453470687,-1.3601940983537009,-1.6811807074316143,-1.6372192302533335,-1.6976934096784684,0.6341124876114336,-1.8229342439452874,-1.787388296837651,-1.0014146605669756,-1.7171855377219176,-1.6864035415377232,-1.6454754850519113,-1.6265436082739926,-1.7229051618963895,-0.09570244597948808,-1.724087838302095,-0.13551169800281734,-1.6293327235659183,-1.691436357445054,-0.11664618861721301,-1.7574288520931418,-1.683142275140531,-1.7730141069170275,-1.76176270865998,-1.677411621758869,-1.8225204884366686,-0.12786863127913584,-0.11845602148305887,-1.6917450712871795,-0.12129478626025153,-1.668193994505534,-1.7676819737749707,-1.7322726356989255
8,1519068903,-1.6650266491551897,-1.65716391755038,-1.7631077534760982,-1.7015248799428868,-1.7461226360255824,-1.7533784132888701,-1.6581574926680873,-1.6637543573766878,-0.12217612035003467,-0.14042251202540415,-1.62703453058347,-1.6830042585797167,-0.8041233829436791,-0.12996227740078686,-1.7301109238003074,-0.1278686312791371,-1.7116761007095933,-1.7089063328114558,-1.7167679054357086,-0.11259955031811725,-1.7027506088769608,-1.6289331844451358,-1.6779205870166358,-1.8064778462400317,-1.632725719521173,-1.7244192548441906,-1.691246181824858,-1.7801168168226225,-1.7326109917456416,-1.6543241745023223,-1.71466438181897,-1.7203129673009094,-1.624823679246001,-1.6964892814233916,-1.7878529835297672,-1.8406659367372478,-1.7276114889879262,-1.7116657543508198,-1.7808368950073126,-1.6347416757211166,-1.7114224851769806,-1.6805693599297766,-1.6345740622532707,-0.12786863127913525,0.09183241278379282,-1.719891061114403,-0.12256767020385817,-1.6632432218506426,-1.7811874983139662,-1.6506230535547088,-0.12524004632526986,-1.6533736443500449,-1.7142432072326212,-1.7798928977249455,-0.1370693096997468,-1.6799436865799884,-1.7142540834081264,-1.8172608620175128,-1.6453393668732215,-1.6725013163793065,-0.8164451175228918,-1.6318277243765709,-1.7256775891656082,0.4287580226321234,-1.6406316214337613,-1.7325700986470336,-1.7876096037528553,-1.733768505806387,-1.7261626698835488,-1.6526836017204931,-0.10242013589812349,-1.7552320974707185,-1.7166074393218778,-1.7351418460993562,-0.1058160933683614,-1.7904603202699672,-1.3601940983537009,-1.679421476904181,-1.6360661888024592,-1.6952975485241408,0.9473323616232777,-1.8201101105910624,-1.7846542449531184,-1.000915365938944,-1.7144870661994105,-1.684060881629935,-1.6442970534176662,-1.6251149776020926,-1.7208218779424052,-0.09570244597948808,-1.7224379732394164,-0.13551169800281734,-1.6277650432450153,-1.6898863854813138,-0.11664618861721301,-1.7555284208370483,-1.6818959762529184,-1.771067592920977,-1.7568818060599225,-1.6753311595143816,-1.8202753342491906,-0.12786863127913584,-0.11845602148305887,-1.6899481386954607,-0.12129478626025153,-1.6670183676077353,-1.7632955127197556,-1.7304303912397376
9,1519068909,-1.6629621074548704,-1.6553608931877297,-1.7593457194721835,-1.699588709414446,-1.7430676778067395,-1.7514873633896613,-1.6569567734553243,-1.6622069425414332,-0.12217612035003467,-0.14042251202540415,-1.6215761902763557,-1.6809246637278783,-0.8041233829436791,-0.12996227740078686,-1.7282712288603368,-0.1278686312791371,-1.7092412944602262,-1.7069488954566112,-1.7147142220207539,-0.11259955031811725,-1.7027506088769608,-1.6273674622751917,-1.676737454657475,-1.8063106933903466,-1.6305359901144536,-1.722766157940996,-1.6895804052217474,-1.7779216772922681,-1.7300969926006657,-1.6523205181388274,-1.71261460791132,-1.7184487360184353,-1.6242361122611995,-1.6944299807780399,-1.7856725028827356,-1.8383524624348475,-1.7257648113213035,-1.7097348328604707,-1.7780928506855271,-1.6335902676026857,-1.7089927796181015,-1.6788061771455713,-1.6334176004783367,-0.12786863127913525,0.09183241278379282,-1.718028197502641,-0.12256767020385817,-1.662235997895983,-1.7789873895575203,-1.6491284772058787,-0.12524004632526986,-1.6518638690687233,-1.7116722935683588,-1.7765902805578144,-0.1370693096997468,-1.6787008405354364,-1.711743404781244,-1.8150312885539044,-1.643569552299366,-1.6701557915398142,-0.8160072247191729,-1.6306795288201406,-1.7240169747384366,0.4131430327386201,-1.6395987202238036,-1.7307274340407977,-1.7854336289816841,-1.72883249073784,-1.724903319840763,-1.6511860249684567,-0.10242013589812349,-1.7520524136025502,-1.7142249513746237,-1.732933280558282,-0.1058160933683614,-1.7882798951928656,-1.3601940983537009,-1.6776622463767477,-1.6337601059007112,-1.6935006526583951,0.9473323616232777,-1.8172859772368375,-1.7824670034454924,-1.0005159302365187,-1.7119634416438043,-1.6811325567451998,-1.6431186217834208,-1.6236863469301923,-1.7187385939884205,-0.09570244597948808,-1.720788108176738,-0.13551169800281734,-1.6256748028171446,-1.6883364135175738,-0.11664618861721301,-1.7536279895809546,-1.6806496773653057,-1.7691210789249263,-1.7568818060599225,-1.6727305817087723,-1.8180301800617127,-0.12786863127913584,-0.11845602148305887,-1.686953251042596,-0.12129478626025153,-1.6652549272610375,-1.7614156008389492,-1.7285881467805497
