,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/22output-load,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/24output-packet-rate,HundredGigE0/0/0/19input-load,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/17output-load,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/3packets-sent,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/6input-load,HundredGigE0/0/0/12input-load,HundredGigE0/0/0/21output-packet-rate,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/11input-load,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/28output-packet-rate,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/21output-load,HundredGigE0/0/0/25output-load,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/22input-packet-rate,HundredGigE0/0/0/22input-load,HundredGigE0/0/0/5input-load,HundredGigE0/0/0/7input-load,protocol-route-memory,HundredGigE0/0/0/26input-load,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/24output-load,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/26packets-received,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/2packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/25packets-received,HundredGigE0/0/0/25packets-sent,HundredGigE0/0/0/4output-packet-rate,HundredGigE0/0/0/22packets-sent,HundredGigE0/0/0/31output-packet-rate,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/22output-packet-rate,HundredGigE0/0/0/3output-load,HundredGigE0/0/0/3packets-received,HundredGigE0/0/0/24packets-sent,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/21packets-sent,HundredGigE0/0/0/27packets-received,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/16output-packet-rate,HundredGigE0/0/0/1input-load,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/23packets-sent,HundredGigE0/0/0/5output-load,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/21packets-received,HundredGigE0/0/0/18input-load,HundredGigE0/0/0/26output-load,HundredGigE0/0/0/5output-packet-rate,HundredGigE0/0/0/26packets-sent,HundredGigE0/0/0/20output-packet-rate,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/24packets-received,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/17output-packet-rate,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/27output-load,HundredGigE0/0/0/20output-load,HundredGigE0/0/0/19output-load,HundredGigE0/0/0/25output-packet-rate,HundredGigE0/0/0/22packets-received,HundredGigE0/0/0/23packets-received,HundredGigE0/0/0/6output-load,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/29input-load,HundredGigE0/0/0/27packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/7output-packet-rate,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/20packets-sent,HundredGigE0/0/0/4output-load,HundredGigE0/0/0/16output-load,HundredGigE0/0/0/2input-load,HundredGigE0/0/0/30input-load,HundredGigE0/0/0/30output-load,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/3input-load,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/2input-packet-rate,HundredGigE0/0/0/7output-load,HundredGigE0/0/0/30output-packet-rate,HundredGigE0/0/0/8input-load,HundredGigE0/0/0/20packets-received,HundredGigE0/0/0/28output-load
0,1504285743,-1.767344000867446,0.7635493165887597,-1.734920742711301,-1.7243199767241597,-1.7067805932968598,0.8465190915055585,-1.142390331614587,-1.73324722982579,0.8369184858014991,-1.7208652794651222,-1.706602863252951,-1.7209176537843471,-1.725904656341599,-1.7198352716970617,-1.7557560559120875,-1.7172753783157126,-0.7704139038495617,1.1259567292869381,1.0803968048462858,-1.7199521517569545,0.9974803517333618,-1.7152692489656973,-1.7364926419934943,-0.948743290180205,-1.7886991710269278,-1.7235604730118004,1.1295306806928502,-0.7825037234601372,-1.6989977573783652,-1.6935218688387208,-1.7300763740854568,-1.6932176195830535,-0.4073984484085629,-0.5071709144728436,-0.8403093096432848,-0.36939134596402606,-0.40317212812727493,0.8962700033715426,-0.4955825090635316,0.9283767919182209,-1.722371653772211,-1.7528298702853145,-1.7096872839743413,-1.6849955040856766,-1.7041220784334723,-1.72349742390659,-1.7210038493635271,-1.7133263394815383,-1.7004666955322756,-0.40026100799282033,-1.7957790055692346,0.6578778646778981,-1.7553245332650835,0.7966533032520673,1.0967765839831596,-1.7244819082424954,-1.753719282987952,-1.7229603313037993,-1.750136708877812,-1.7619685775716651,-1.7279432642234627,-1.7573611934567888,-1.7099033127943597,-0.8979708346113773,1.116907633335772,-1.6593884952489935,-1.706153722478806,0.41735172313360164,-1.7267572681551662,-1.7412290144841136,-1.3797452879548684,-1.7119863834496523,-0.4757170480114977,-1.1400503092949297,0.44332161834458134,-1.700685159279834,-0.8159742413442085,-1.7469781845919485,-1.7252272100840584,-1.766958742259293,0.8370879361927209,-1.725749683309984,0.21791887390431652,-1.007091789213792,0.7641663591632638,-0.8492834509985109,-1.6887417471464454,-1.7232410423948754,0.7595524810207219,-1.7213593701738372,-1.729188253556058,-1.6695214134077445,-0.07061409478654557,-1.7273859190492062,-1.714042246277711,-1.713085366232135,-0.5082259065061389,-1.7116235889151423,-1.6907581399988703,-0.4606352529353802,-0.7714731208620883,-0.8704249828660042,-0.833566741825957,-0.8155577108408142,-1.7376777394145422,-0.7441495760376382,-1.7164256291043567,-0.8795125963438523,-0.16975006370115192,-0.8421029278968847,-0.58134279410514,-1.7218202556758466,-1.0115113681702348
1,1504285749,-1.7587491521830945,0.9308762449092184,-1.7249354123356484,-1.714701003227577,-1.6973465324668724,0.9429421214735024,-1.142390331614587,-1.7231914222502391,0.6588942602153611,-1.7115686407204072,-1.6978261055977204,-1.7109502795163516,-1.7157116975335531,-1.709974340725465,-1.7448840859318304,-1.7070886531141598,-0.7704139038495617,1.1259567292869381,1.0228923472277502,-1.7108633727505032,0.9974803517333618,-1.7048295333381638,-1.725947182989939,-0.9349848626976593,-1.777092394721432,-1.7138372995163735,1.1295306806928502,-0.7825037234601372,-1.6897749187111561,-1.6844267308448935,-1.7196781766379527,-1.6840040357705188,-0.47163846490126204,-0.5071709144728436,-0.8403093096432848,-0.36939134596402606,-0.40317212812727493,1.2063117142793924,-0.4955825090635316,0.9283767919182209,-1.7124913157014314,-1.7421199801933056,-1.7001096007517085,-1.6763109422006144,-1.6952566696106453,-1.7134203343647663,-1.7111975982932228,-1.7036676202734118,-1.6908595197290752,-0.22462774430395516,-1.7838943382500596,0.8604046707245262,-1.744829150375382,0.8468133427315397,1.0967765839831596,-1.7144302586759006,-1.7430703453844698,-1.7131791164007302,-1.7405586278649516,-1.7510275698501683,-1.7178034745493143,-1.7481640241445258,-1.700016140703635,-0.9850934242588216,1.4928107826596102,-1.6510416419159906,-1.6965153838223013,0.2164687360651464,-1.7170008745649046,-1.7307636500409551,-1.3797452879548684,-1.7027864548973846,-0.4757170480114977,-0.799795156949616,0.1612085460136656,-1.69117569087071,-0.7657643948275009,-1.737663186717512,-1.7152369126223859,-1.7560410632523324,0.809912825096799,-1.715810800215345,0.21791887390431652,-1.007091789213792,0.7641663591632638,-0.7796868964703803,-1.6794012963148715,-1.7130425789734793,0.7595524810207219,-1.7113949535502286,-1.7195175123699615,-1.6608415892106927,-0.07061409478654557,-1.7171937941497375,-1.7047066375725262,-1.7035289467052637,-0.634763753633178,-1.7019800910817158,-1.6813884485290123,-0.4606352529353802,-1.0240344059608717,-0.8704249828660042,-0.5601631356474152,-0.8155577108408142,-1.726986141149923,-0.2991941594378124,-1.7063339941781122,-0.9182969638309086,-0.449716993407318,-0.8329336173850772,-0.58134279410514,-1.7118030555061443,-1.0115113681702348
2,1504285754,-1.7503121900951923,0.7635493165887597,-1.7149699530511087,-1.7046544900063603,-1.6878133939439148,0.9662796994012276,-1.142390331614587,-1.7131715754500667,0.6588942602153611,-1.7010727829882266,-1.689428694300952,-1.7007086468345824,-1.7062315281737532,-1.7004748127409473,-1.7345115128650141,-1.6971776070526379,-0.7704139038495617,1.1259567292869381,0.9589480884373663,-1.7001118635879262,0.6833417432236696,-1.6946626544328587,-1.7155910732142514,-1.0011110874558082,-1.7657835860556301,-1.70408352040019,0.9341645391018402,-0.6077211202739193,-1.6803716908632176,-1.6753236260606563,-1.7095184110016053,-1.6754651126490039,-0.5210212088571035,-0.5071709144728436,-0.3455078887365797,-0.36939134596402606,-0.40317212812727493,1.2063117142793924,-0.4955825090635316,0.9283767919182209,-1.7027041831430503,-1.731830333676226,-1.6900003954484426,-1.6674925746664533,-1.6856156106867397,-1.703355218296215,-1.7013457951172903,-1.6937989833129319,-1.681103029463775,-0.168146809755944,-1.7727739417632054,0.8340256117076696,-1.7342218081125658,0.8048377591830255,1.0967765839831596,-1.7039786515895814,-1.7325717860902152,-1.7035160306803285,-1.7306774261820428,-1.7401984940268702,-1.7076740377281836,-1.7388573137310925,-1.6901039958594577,-1.0244863436223177,1.116907633335772,-1.6425698973884413,-1.6872078991025838,0.015585748996691181,-1.706768084751285,-1.720322560470138,-1.3797452879548684,-1.6933348452157173,-0.22564222518974322,-0.799795156949616,0.020936647976056065,-1.681494899205079,-0.710121780631177,-1.7279865315468292,-1.7050672951069235,-1.7449889218845784,0.8059112398287777,-1.7058212939261868,0.21791887390431652,-0.6465280622113232,0.7641663591632638,-0.6769124480212386,-1.6700480326750533,-1.7031528851044342,1.1216405130689557,-1.701086107449346,-1.7097086699547417,-1.6527087875861344,-0.5256827056331524,-1.7073242666359634,-1.695560481093879,-1.6940899149333115,-0.7365594187230794,-1.692091780029357,-1.671943574188269,-0.2551210631642104,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.7167259063807934,0.14576125716201344,-1.6964508215103427,-0.9288015856648302,-0.449716993407318,-0.813100889961101,-0.58134279410514,-1.7017858308555114,-1.0115113681702348
3,1504285760,-1.7424312156858646,0.7635493165887597,-1.7050431410691982,-1.69454874310781,-1.6780369496645993,0.817431948741035,-0.6785025423475195,-1.7028486484086307,0.6588942602153611,-1.6908823218452882,-1.680022756754254,-1.6902565521337916,-1.6959891578390243,-1.6907141578540321,-1.7237465640489533,-1.6875695470527061,-0.7704139038495617,1.1259567292869381,0.8534679846903468,-1.6900957085008255,0.6833417432236696,-1.6847635426589676,-1.7056615073676062,-0.9784508298918851,-1.7546345521738622,-1.6942440056839563,0.9341645391018402,-0.43293851708770137,-1.6708790470377943,-1.6658236028022957,-1.6993232063787918,-1.6668801350947062,-0.533925811289117,-0.5071709144728436,0.1492935321701253,-0.36939134596402606,-0.40317212812727493,0.8962700033715426,-0.4955825090635316,0.734802721464332,-1.6929096555365297,-1.7217735909991467,-1.6799503085318286,-1.6585791733919255,-1.6759628985747286,-1.693274441623238,-1.6915356826362122,-1.6842676773145848,-1.671160709108275,-0.11965175568872781,-1.761083701081883,0.9107490186521215,-1.7229474126791153,0.8161536591223503,1.0967765839831596,-1.6941779049236518,-1.7224061168626037,-1.6936376542354645,-1.720707976683016,-1.7295885794792518,-1.6975216029177724,-1.7295160219212409,-1.6803969065807556,-1.0826074314841665,1.116907633335772,-1.634049157446962,-1.6779944329705183,0.015585748996691181,-1.696801903885061,-1.7099838145930535,-1.3797452879548684,-1.6837253756961743,-0.22564222518974322,-0.799795156949616,-0.07145449157808265,-1.672110143295791,-0.6961073162347149,-1.7180913325650935,-1.6945753744508232,-1.733747669168715,0.8090991322707111,-1.6958743012255162,0.21791887390431652,-0.6465280622113232,0.7641663591632638,-0.5729899252752244,-1.6604889435077428,-1.6932396642714793,1.4837285451171898,-1.6906732364265478,-1.6993668145724905,-1.6439210702903122,-0.07061409478654557,-1.6973244156202236,-1.6863627760033253,-1.6846170091680626,-0.7287529231327455,-1.6820540206781627,-1.6625340350608095,-0.2551210631642104,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.706413553560915,-0.2991941594378124,-1.6864359018751949,-0.9405096009308,-0.449716993407318,-0.8028058828462814,-0.58134279410514,-1.692134698935768,-1.0115113681702348
4,1504285765,-1.7346891924584642,0.7635493165887597,-1.6949024351467936,-1.6844740366110598,-1.668660571828359,0.7638384640491749,-0.6785025423475195,-1.6929081882429289,0.6588942602153611,-1.6812256745634007,-1.6711666999325892,-1.6800670998792882,-1.6861816519443378,-1.681006765943127,-1.7137615462299267,-1.6780176932405393,-0.7704139038495617,1.1259567292869381,0.8248466461487994,-1.6804948106412185,0.6833417432236696,-1.6746076870224698,-1.6957754058665186,-0.9524871588212009,-1.7432965793572295,-1.684565412661108,0.9341645391018402,-0.43293851708770137,-1.6614596076892203,-1.6568397897379583,-1.6891865356915998,-1.656918572377926,-0.45944135163767025,-0.5071709144728436,0.1492935321701253,-0.36939134596402606,-0.40317212812727493,0.8962700033715426,-0.10002582751740875,0.734802721464332,-1.6832199797711693,-1.7115829393633186,-1.6700234524862534,-1.6496674127650326,-1.667044400498732,-1.6833417275235183,-1.6817854401485157,-1.6746184159839013,-1.661755000430003,-0.07418647360719963,-1.749836100517671,0.780980140089895,-1.7118495992064813,0.8101469801608471,1.0967765839831596,-1.6841288310715963,-1.7123252189149247,-1.6835883019788356,-1.7108794426829799,-1.7188791937212438,-1.6874422017546926,-1.720316446442997,-1.67126672069244,-1.098454343290465,1.116907633335772,-1.626112398420609,-1.6681949869306034,-0.18529723807176404,-1.6870957862715428,-1.6998771235212213,-1.3797452879548684,-1.6740886351159077,-0.22564222518974322,-0.799795156949616,-0.15699788019827243,-1.6626769457585235,-0.7647608899694825,-1.7085020958638966,-1.6846872135268416,-1.7227563332945293,0.8175258689354022,-1.6857716842454715,-0.21296617222466782,-1.007091789213792,0.7641663591632638,-0.5782361888343506,-1.6509197077480162,-1.6834643156420361,1.8458165771654238,-1.6810253421824548,-1.6891635482832121,-1.6353049179158499,0.8395231269066682,-1.6876330481763113,-1.676682079620698,-1.6745773366347658,-0.8111749928539447,-1.6722230302910905,-1.6537606033756909,-0.2551210631642104,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6964715100769696,0.14576125716201344,-1.6766641899822898,-0.9125307036356772,-0.7296839231134841,-0.8313781093518242,-0.58134279410514,-1.6822097282236328,-1.0115113681702348
5,1504285771,-1.726352121542823,0.7635493165887597,-1.6845951906986616,-1.6739851068700087,-1.6587268729658404,0.7904938236532164,-0.6785025423475195,-1.682156919660303,0.6588942602153611,-1.6711876202220814,-1.6618881486766082,-1.6694105195603115,-1.6753890074437525,-1.670828404405314,-1.7038018373001835,-1.6676150689164217,-0.7704139038495617,0.7735889758769978,0.8185639132982159,-1.6696835992262853,0.6833417432236696,-1.6643828293090466,-1.685413451621934,-0.9031909565606564,-1.731391629869865,-1.6739135488469195,0.9341645391018402,-0.6077211202739193,-1.6513856615221219,-1.6470439287929932,-1.67857427230241,-1.64581787316633,-0.39217328150412584,-0.356577503008211,0.1492935321701253,-0.8795032046762516,-0.40317212812727493,0.5862282924636928,-0.10002582751740875,0.734802721464332,-1.6727947583332088,-1.7005871497135898,-1.6601810303313893,-1.6401260149136916,-1.6570582366063986,-1.672158949824041,-1.6716664716342204,-1.6646294538048414,-1.6520508550231403,0.011357829247966944,-1.737656687110979,0.44874192619785275,-1.7004956975966818,0.8374047768700382,1.0967765839831596,-1.6741299779921426,-1.7014768219462193,-1.6729801303645495,-1.7006089979117407,-1.707444838003432,-1.6760060632746445,-1.710483009447894,-1.6615290232432938,-1.076608749518742,1.116907633335772,-1.6173241017922082,-1.6584189933780331,-0.18529723807176404,-1.6770105805627646,-1.68818763599702,-1.3797452879548684,-1.6637136850774759,-0.22564222518974322,-0.799795156949616,-0.08828854595737369,-1.6530116302165672,-0.8107836989751485,-1.6978072399765325,-1.67438194557854,-1.711175481297428,0.8212599387537508,-1.6749956631459644,-0.21296617222466782,-1.007091789213792,1.124017364560849,-0.6539800272558617,-1.6408052049379382,-1.6731036210446881,2.207904609213658,-1.670660681886055,-1.6785808925000814,-1.6260131132463318,0.8395231269066682,-1.677408267727073,-1.6668818761266284,-1.6642462911573292,-0.7808308073367002,-1.662097348622243,-1.6444328147921514,-0.04960687339304059,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6861155828241248,-0.2991941594378124,-1.6662312814171227,-0.8674285206303674,-0.7296839231134841,-0.8149020045259202,-0.58134279410514,-1.6714824390800211,-0.8489970763312497
6,1504285776,-1.7193612030914631,0.7635493165887597,-1.6750278541989634,-1.6642181545461823,-1.6495572216774723,0.9337805197991288,-0.6785025423475195,-1.6726539489996493,0.6588942602153611,-1.6627514101017302,-1.6527637368903312,-1.6596084442629384,-1.666108241473372,-1.6616274124037476,-1.6938328392289517,-1.6585617956577108,-0.7704139038495617,0.7735889758769978,0.7543578739723911,-1.659960671144435,0.9974803517333618,-1.6552338129555582,-1.6755250327933762,-0.9024491373872083,-1.7197184253784783,-1.6640899325524932,0.9341645391018402,-0.6077211202739193,-1.6418732457610312,-1.637993531432548,-1.6688936973255712,-1.6366316502077187,-0.46637474548820385,-0.5071709144728436,-0.3455078887365797,-0.36939134596402606,-0.40317212812727493,0.2761865815558429,-0.10002582751740875,0.9283767919182209,-1.663368470113785,-1.6907543578313522,-1.6510816074389405,-1.6315495294017675,-1.6481774195790047,-1.6621099698057749,-1.6624770527656274,-1.6556567963509223,-1.6429491275323806,0.0574402871043575,-1.7262053964730113,0.5220170901335652,-1.6897813321550244,0.8893867474089241,1.0967765839831596,-1.6650757724655922,-1.6911941237745116,-1.6634838850068663,-1.69084979730952,-1.6973751061774545,-1.6656672270053638,-1.7017629086112838,-1.652199983222581,-1.146774435027703,1.116907633335772,-1.609760926066932,-1.6494712860416048,-0.18529723807176404,-1.667390251848737,-1.6785991604629067,-1.3797452879548684,-1.654624816250252,0.024432597632011315,-1.1400503092949297,-0.14752872460992122,-1.6444051026414808,-0.7806785532346001,-1.6884486273738066,-1.664809294091257,-1.700442286930848,0.8412009862314392,-1.6654420275665984,0.21791887390431652,-1.007091789213792,1.124017364560849,-0.6441269339232092,-1.6319182181054661,-1.6635782000869828,2.207904609213658,-1.661104563240835,-1.668935464040428,-1.6177571889485192,1.2945917377532752,-1.6677210220031309,-1.657539089018754,-1.6549820065217475,-0.7332397129570902,-1.653081025077782,-1.6355700117976777,-0.04960687339304059,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6763242003902743,-0.7441495760376382,-1.656716704351179,-0.8604588670030876,-0.7296839231134841,-0.8520909268472463,-0.8245005974087323,-1.6620458580351836,-0.8489970763312497
7,1504285782,-1.7116133254363843,0.9308762449092184,-1.6650034586391396,-1.6538921073295556,-1.6402301614632493,0.9030156351641954,-0.6785025423475195,-1.6620746955794035,0.8369184858014991,-1.6532219460399509,-1.6434973274617368,-1.6495248798446078,-1.6562843268589151,-1.652299456012519,-1.6840315433370951,-1.6490877990003536,-0.7704139038495617,0.7735889758769978,0.7143054520499208,-1.6501614386170913,0.9974803517333618,-1.645266212246251,-1.6652200999272242,-0.8471604271161531,-1.7074034192519865,-1.6536754048287512,0.7387983975108303,-0.6077211202739193,-1.6326230497219336,-1.6282311241778755,-1.6589133068764035,-1.626949180681835,-0.6305405321287976,-0.6577643259374762,-0.3455078887365797,-0.36939134596402606,-0.40317212812727493,0.2761865815558429,-0.10002582751740875,0.734802721464332,-1.653403867300778,-1.680133568220873,-1.6414978217566407,-1.6225837305883057,-1.6390615168575615,-1.6520588017662585,-1.6524099374817218,-1.645751790439038,-1.633668673501121,0.039616998818180475,-1.7138573199474008,0.32719136013978845,-1.6790603033578935,0.9680002258553277,1.0967765839831596,-1.6557879751044442,-1.6808168465093722,-1.6537280985443883,-1.6808000045273974,-1.6866836773023561,-1.6554289568346339,-1.6925437521017852,-1.6422003626026858,-1.191788166626518,0.7410044840119335,-1.6016529657576737,-1.6398047039448214,-0.18529723807176404,-1.65757688898967,-1.6680944694390265,-1.3797452879548684,-1.6448416783321067,0.024432597632011315,-1.8205606139855566,-0.12771661188175135,-1.6356763219668669,-0.8902336008375611,-1.6783282502279826,-1.6550120507443329,-1.6889390255686032,0.8892757418330436,-1.6554448354649611,0.21791887390431652,-1.007091789213792,1.124017364560849,-0.7260035236520644,-1.622881289744426,-1.65346556638593,2.207904609213658,-1.6510942476268133,-1.6587271786282978,-1.6086901208056819,1.2945917377532752,-1.6571573479141144,-1.6477999019475453,-1.6450040125217464,-0.610047506797337,-1.6432980784080873,-1.6269194295690297,-0.04960687339304059,-1.276595691059655,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6665310418354187,-1.1891049926374642,-1.6468562097641497,-0.862439452026667,-0.7296839231134841,-0.8683418923525479,-0.8245005974087323,-1.6521037800488148,-0.8489970763312497
8,1504285787,-1.703666763141973,0.9308762449092184,-1.6550983735018572,-1.6438794054141275,-1.6305058438422146,0.8658979526604063,-0.6785025423475195,-1.652000656802296,0.8369184858014991,-1.6437618740892617,-1.6341073046266417,-1.639480781165023,-1.646504774363928,-1.6422626118469992,-1.6736352145978353,-1.6393042008945131,-0.7704139038495617,0.7735889758769978,0.676486890696547,-1.639882323389527,0.9974803517333618,-1.6352701785513888,-1.6552503566927959,-0.8533383899200258,-1.6950364337932387,-1.6436991729551895,0.7387983975108303,-0.7825037234601372,-1.6229154567101853,-1.6183417604837467,-1.6485091593737924,-1.617939159958375,-0.6988556862316063,-0.6577643259374762,-0.3455078887365797,-0.36939134596402606,-0.40317212812727493,0.2761865815558429,-0.10002582751740875,0.734802721464332,-1.6436953638126195,-1.6697583118667532,-1.6314295956560279,-1.6135359251894408,-1.6295754561672362,-1.641640657444218,-1.6425443621693174,-1.6359557776268274,-1.6241915280214196,0.062041051971513377,-1.701491459559318,0.4084549537124139,-1.6683648677651586,1.0384150145343716,0.6380286858748186,-1.646641476914183,-1.6705089429917699,-1.6439468433085913,-1.670855660681897,-1.6760647982025847,-1.6452278705044157,-1.6830846818894998,-1.6324820798146025,-1.14717592161594,0.7410044840119335,-1.5936313464051883,-1.630703469748899,-0.18529723807176404,-1.6474461652463992,-1.657273962425027,-1.3797452879548684,-1.6351957799810175,-0.22564222518974322,-1.8205606139855566,-0.10526526181445535,-1.6267178349870108,-0.9413777449806995,-1.6682174914764631,-1.6450377861306509,-1.677677075265054,0.9002438752696257,-1.6455621903500055,0.21791887390431652,-1.007091789213792,1.124017364560849,-0.7205392713023929,-1.6136765481467792,-1.64390157938575,2.5699926412618916,-1.641095995885368,-1.6482346678241417,-1.6000178619313572,1.749660348599882,-1.6469895495680158,-1.6383388188990526,-1.634689055014134,-0.4570557543475719,-1.6336715807132303,-1.6181126612814731,-0.04960687339304059,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6565356195719754,-2.0790158258371156,-1.6369395719494761,-0.845767438853498,-0.7296839231134841,-0.887478734603753,-0.8245005974087323,-1.6422071337732687,-0.8489970763312497
9,1504285793,-1.695064687898456,0.9308762449092184,-1.6451493254289946,-1.6340077416149814,-1.620472655706321,0.7521319730208087,-0.6785025423475195,-1.642130451488747,0.8369184858014991,-1.6344632263496106,-1.624938784393983,-1.6294088118625383,-1.636824734488931,-1.632361074370555,-1.6628372863135348,-1.629759798897468,-0.7704139038495617,0.42122122246705745,0.6460156363712167,-1.6294584053103849,0.9974803517333618,-1.6256590009884682,-1.6453602032045198,-0.8574415772231606,-1.6832374831667898,-1.6329245807408204,0.7387983975108303,-0.7825037234601372,-1.6136532599981046,-1.60827993009278,-1.6385487134234227,-1.6092539817705118,-0.6780272051132686,-0.6577643259374762,-0.3455078887365797,-0.36939134596402606,-0.40317212812727493,0.2761865815558429,-0.10002582751740875,0.734802721464332,-1.6337689985436328,-1.6594056709199694,-1.6216095218728908,-1.6048605364851807,-1.6201531946508296,-1.6317514369376453,-1.632643574631492,-1.6260626319799267,-1.6147299303976845,0.16260329868166437,-1.6902631904273164,0.6348895779529686,-1.65768417588534,0.9754445222933993,0.6380286858748186,-1.637064398505737,-1.6604522934021182,-1.634068972367252,-1.6609584227911909,-1.6654627926201904,-1.6352264194978134,-1.6737129497106782,-1.623146847639764,-1.1317777301141418,0.7410044840119335,-1.5856545430501425,-1.6208331176055657,-0.18529723807176404,-1.6375661547110762,-1.6469276745996406,-1.3797452879548684,-1.6250462183452785,0.024432597632011315,-1.8205606139855566,-0.11674951077659881,-1.6176413501050806,-0.9861202202019972,-1.6582433843313793,-1.6349107676686536,-1.6661850182111573,0.9441052625388844,-1.6351650943796079,0.21791887390431652,-1.007091789213792,1.124017364560849,-0.7155691268779576,-1.6042550483850329,-1.6341814474568943,2.5699926412618916,-1.6314701318777043,-1.6377841311908878,-1.5913547320080315,2.204728959446489,-1.637181546154697,-1.627999267743646,-1.6246416715756793,-0.2696998601795599,-1.6237913085132751,-1.6093367667189666,-0.04960687339304059,-1.0240344059608717,-0.8704249828660042,-0.28675952946887334,-0.8155577108408142,-1.6465272768211299,-2.0790158258371156,-1.6268402489196898,-0.8898417233022667,-0.7296839231134841,-0.9061448310027896,-0.58134279410514,-1.6322729043732183,-0.8489970763312497
