,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/26bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/26packets-received,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/26bytes-received,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/26packets-sent,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
0,1504285748,-1.705006552344034,-1.7318129653383163,-1.7074347038873314,-1.7201974919779723,-1.7385736081452043,-1.71394959472987,-1.711675863969723,-1.7929177449871414,-1.724439382627346,-1.7179109747670076,-1.7244751347679654,-1.7259831587452326,-1.7177326928330743,-1.7783231963599477,-1.7422341589614398,-1.7099010931837573,-1.7255820693978097,-1.7284796561628923,-1.7232060476886726,-1.609744948606705,-1.732856302907907,-1.7265631795904495,-1.6684907076900475,-1.746242216723395,-1.7730462947733598,-1.7274417150045267,-1.7116513002095024,-1.717952798144096,-1.7233305701156851,-1.71780724483226,-1.7171152547060018,-1.7775241396483958,-1.7536625187790167,-1.7889698752065182,-1.6487810840816433,-0.4210120581567755,-1.734997803416146,-1.7259186421961634,-1.7318749163441005,-1.7236055941752082,-1.7141982365826425,-1.6671391725884646,-1.723073564009662,-1.7093988492539713,-1.7236955847319562,-1.7307797765180912,-1.7252320762654718,-1.7176067238743524,-1.710221842649524,-1.712534537004259,-1.7253101054876105,-1.7182093655575825,-1.732221155826482,-1.7330175015575058,-1.7281202445793167,-1.7244686813045087,-1.7208558531439853,-1.75455005513091,-1.7460377094687558,-1.7331733684560133,-1.7154276114689206,-1.7268929369129482,-1.7291511237333668,-1.7290611458942393,-1.361701136054955,-1.7467521462601288,-1.674352224733514,-1.716957748985306,-1.7258751106272336,-1.73588842720766,-1.7184508812245007,-1.7262696735098138,-1.7308719931396572,-1.738710286804171,-1.8169103587987734,-1.5900815931704033,-1.7368943451984167,-1.712459822035658,-1.7009855232168383,-1.72855702089807,-1.7252075958154827,-1.7251292032742889,-1.7158638464280027,-1.6754702936939885,-1.7227004701801258,-1.6630734909998433,-1.671355835946727,-1.7416244609103568,-1.712007662409056
1,1504285753,-1.694420219787905,-1.7204651153827097,-1.697909397897872,-1.7091375783771532,-1.7274111428267294,-1.702729571473294,-1.7013269881730422,-1.7802270263738464,-1.7132886647357595,-1.7073888841981464,-1.7134789991458241,-1.715336018266667,-1.7071417944303133,-1.7665067814203443,-1.7311125172657844,-1.6994785086266195,-1.715641415737652,-1.7175770976060862,-1.712459130355412,-1.6052626911890349,-1.7222821992138606,-1.7154527469815777,-1.6595169962909213,-1.7346604648375221,-1.761038699056038,-1.7159407294004807,-1.7008388784527235,-1.7078478807728612,-1.7123007093996223,-1.7066732734240841,-1.7063956937400868,-1.764929378010214,-1.7425309918356169,-1.7768965216832329,-1.6398417662539333,-0.4210120581567755,-1.724344058756384,-1.7160139429304428,-1.7210793336955024,-1.712976840990128,-1.7029043033728581,-1.6576549885658085,-1.7123988675156847,-1.6994257962631047,-1.7130398190233784,-1.7199097080235983,-1.7146198351875805,-1.7063517500966723,-1.6995241667213146,-1.7018818506773306,-1.7133763935979014,-1.7073185011866379,-1.7206159291671161,-1.7221432250210624,-1.7172105806411584,-1.713581233700035,-1.7100258570655649,-1.7430643355493758,-1.7353272323182831,-1.7222226288644034,-1.7050331534211414,-1.7161332709908357,-1.7181468481638598,-1.718205669893117,-1.361701136054955,-1.7351836873255073,-1.6651787302132355,-1.706587880400477,-1.7152029338469168,-1.7250733608287139,-1.7073648980169716,-1.715482872692994,-1.719865522464929,-1.7269686885093056,-1.8035277517181243,-1.5852458651513004,-1.7256311595065692,-1.7018793128875567,-1.690807700450583,-1.7180217927923442,-1.7144009383534111,-1.7140846398145022,-1.705493113193963,-1.6665673641382497,-1.712217125960422,-1.6548864750449312,-1.662155137959466,-1.7311099823555431,-1.7022197738563651
2,1504285759,-1.6876975270827623,-1.713100384631133,-1.6911225779492223,-1.7019120361428552,-1.7199225178709503,-1.695229582062133,-1.6941698665719365,-1.7713608347326373,-1.7059291457624326,-1.700560691611344,-1.7064962505513617,-1.7067343546253368,-1.70025715211724,-1.7583688499752959,-1.7235448431945317,-1.6925288564670073,-1.7057794479903716,-1.7102655740718744,-1.7052632478719958,-1.6007804337713647,-1.7148966718233039,-1.7079573517505817,-1.6533881780876911,-1.7269380548846478,-1.7531081188797262,-1.7083025123719555,-1.6939123607752455,-1.701083432726837,-1.7051072739560096,-1.699324761495478,-1.6993002560726995,-1.7567231893198318,-1.7347700669404145,-1.76851269439203,-1.633887426419491,-0.4210120581567755,-1.7167988384245432,-1.7061030360941787,-1.7138593439183554,-1.7023742347993533,-1.695937983154811,-1.6513247817178782,-1.7054900263002029,-1.6925484003361604,-1.7024523821606932,-1.7127240270114354,-1.7072200438724565,-1.6988511434636768,-1.6923078202941988,-1.6949572651418303,-1.7060414544270335,-1.7003275742146728,-1.7129070635713508,-1.7149115364724323,-1.7102530083466838,-1.706435776563358,-1.7030377847934433,-1.7352971314092032,-1.7276296255887984,-1.7148109664225493,-1.6980002115820354,-1.7089242339248354,-1.7109204672280405,-1.7109252371315722,-1.361701136054955,-1.727330387590601,-1.6588384385362231,-1.6995876474671539,-1.7066648880902535,-1.7175107053349052,-1.7000759694238088,-1.7083192984152438,-1.7124063890240206,-1.7198375612315986,-1.7941893663809576,-1.5804101371321975,-1.7183479994334079,-1.6948741573187598,-1.6841660477218279,-1.7109522077922497,-1.7072615318594488,-1.706776333611969,-1.6983831149538182,-1.66058372835465,-1.7051598074624783,-1.6493952192653483,-1.656028762992972,-1.724067519236497,-1.6953177617494763
3,1504285764,-1.6779827330932224,-1.702408223396339,-1.681745402377595,-1.6920979178768538,-1.709538359555985,-1.685675999346946,-1.6839433833511996,-1.7591598688511851,-1.696027862722695,-1.6909917972780184,-1.696531191635619,-1.6967905566833106,-1.69062824331799,-1.747516366701163,-1.7130503473447634,-1.6826487145444353,-1.695838794330214,-1.7002191372040842,-1.695169803541588,-1.5962981763536945,-1.7052231454289282,-1.6977691324905426,-1.6445441690072815,-1.7162088526541965,-1.741832117537438,-1.6983475229037395,-1.6844561449605449,-1.6915473890577784,-1.6947267280577194,-1.689038576676043,-1.6894512586563721,-1.7454699423676077,-1.7245817280037026,-1.7575966236368736,-1.6260067485407,-0.4210120581567755,-1.7070406550118031,-1.6961944542476164,-1.703683420293716,-1.6918500695914942,-1.6860634475426548,-1.6429655851183111,-1.6958761802467248,-1.6831640189518864,-1.6918755480499568,-1.7031913437295156,-1.6971980743524662,-1.6891561975904428,-1.6822642042608469,-1.6854805427816684,-1.6956639300400778,-1.690637451327802,-1.7025786823494555,-1.7046524739905025,-1.700116304624322,-1.6965082244020864,-1.6935145922634023,-1.7250850105447975,-1.716598150187924,-1.7046507252525553,-1.688361941184139,-1.6987867219811383,-1.7009876948904414,-1.7007049397452785,-1.361701136054955,-1.716541313430799,-1.6496816234367857,-1.69005264869124,-1.6966736550768422,-1.7068278627602396,-1.6899093387403772,-1.6982960235556055,-1.7023936162157058,-1.7097803357937023,-1.781270314346721,-1.5755744091130945,-1.7085442340373462,-1.6851574348039504,-1.6747147508620706,-1.7010735805339703,-1.6972651118653475,-1.6962179215443334,-1.6886709497892385,-1.6521381329275802,-1.695346486782281,-1.6416531902821414,-1.6470171737533053,-1.714070908339989,-1.685405083911151
4,1504285770,-1.6681389731311347,-1.6921117461263129,-1.6724633251364454,-1.6822680297525454,-1.699208710691347,-1.6757972487691581,-1.6741738597497284,-1.7473721555729147,-1.6861278192625382,-1.68105708779445,-1.686701054907249,-1.6868525052054557,-1.680747446807251,-1.7365613486245015,-1.7027352093805648,-1.6730515479163455,-1.6858981406700564,-1.6902734922260816,-1.6850957662442128,-1.5918159189360244,-1.6953406287795223,-1.6876368843946763,-1.6357845820387231,-1.7057882463374279,-1.730505546590999,-1.688373985701647,-1.6751853142732496,-1.681995866117329,-1.6845934043590807,-1.679652628870242,-1.679705977101613,-1.73372255262,-1.7154024022665624,-1.746425430517978,-1.6178639510147221,-0.4210120581567755,-1.6969685623772426,-1.6862897473838903,-1.6940536407265534,-1.6814827863494668,-1.676763004574656,-1.6344091415914395,-1.6858482036561309,-1.673725632120903,-1.6814978100591487,-1.6931667456339157,-1.6871712916573298,-1.679199425823939,-1.6724072414806472,-1.6764000448400838,-1.6860782859543018,-1.6808131478638009,-1.692721702575808,-1.6942946866926645,-1.6901935957670655,-1.6865588909563025,-1.6837401569637365,-1.7156335906471125,-1.7061833489200717,-1.6946490073846256,-1.6789282355950657,-1.6885669962151164,-1.6913157637365421,-1.6904909685716774,-1.361701136054955,-1.7062351507386218,-1.6407948293972865,-1.680383239893533,-1.686725789431826,-1.6966653091589845,-1.6805473795161032,-1.6881977442618563,-1.692363096253732,-1.6993098780495728,-1.7688211406262517,-1.5707386810939916,-1.6986316425067087,-1.6754337253340665,-1.6654560159263148,-1.69130884886655,-1.6872645727063464,-1.6860475421189898,-1.6793633460678337,-1.6437745887451023,-1.6856227606410132,-1.6338739790925934,-1.6383550548990173,-1.7047331952579545,-1.6754834147413962
5,1504285775,-1.6520819393630157,-1.6757389302372205,-1.6565113700106258,-1.6658588745926948,-1.6816794297343003,-1.6596940327105185,-1.6575536919812146,-1.7282044134073342,-1.6696636087253225,-1.6648826411672424,-1.670137367795854,-1.6698010714251477,-1.6647469631039151,-1.718441860978066,-1.6851388724050762,-1.6569421267546753,-1.6662594482477793,-1.6740611552774247,-1.6683079630912363,-1.5748079010634952,-1.6786306155748174,-1.6709645886234343,-1.6213909137679299,-1.6878402902163192,-1.7124968289564806,-1.6724048695480564,-1.6595691925992964,-1.6652880512879258,-1.668055046270375,-1.6635659906060758,-1.6636750266883547,-1.715652881000636,-1.6986722510451018,-1.7281291134955576,-1.6047815980416245,-0.4210120581567755,-1.6796685863901752,-1.666599143669401,-1.6779726316463628,-1.6771423852947969,-1.6617828899879947,-1.6208793405646647,-1.6693382195589654,-1.6577822353124705,-1.6770540789090376,-1.6765879272192117,-1.6709118789475272,-1.6629403963733973,-1.656182773620259,-1.6606773367929848,-1.6707574001987613,-1.6640076868853972,-1.6760006514758412,-1.6777095909829205,-1.6733984954591896,-1.6701770082147405,-1.6669937089490507,-1.6991391586822104,-1.6886331481735872,-1.6783333270145357,-1.6632984294402675,-1.6718496987616982,-1.6749597412535628,-1.6739481741987328,-1.361701136054955,-1.6880961791571336,-1.6260851865355512,-1.6648050456005887,-1.669740236810412,-1.6795871900256385,-1.6645976792047543,-1.6716786820112381,-1.6758283634244153,-1.682738725583838,-1.7485600152961795,-1.5562314970366828,-1.6823472572739364,-1.6598273662447918,-1.6499571019730657,-1.6756222811679975,-1.6705818827048602,-1.6696369152163424,-1.6638686836266952,-1.6305913567504227,-1.6698910343336795,-1.6220436965443126,-1.6233772492613034,-1.6883117260248657,-1.659301041997996
6,1504285781,-1.6487726726964351,-1.6723066288707533,-1.653172453483452,-1.6624077753294249,-1.678104491806309,-1.6562094295991396,-1.6541193672558756,-1.7239723731218928,-1.6661787209671706,-1.6615782868256364,-1.6666837131193426,-1.6669727181668876,-1.6612348198379794,-1.71445746908843,-1.6815748757797344,-1.6535152191798932,-1.6660955192626183,-1.670539266713203,-1.664537554647455,-1.570325643645825,-1.675164084893377,-1.667571071538202,-1.6182308136552628,-1.684115591881099,-1.7086549474312454,-1.6688402798237536,-1.6561710292904999,-1.6617419536578877,-1.6645007274825878,-1.6602784046149612,-1.660210180350518,-1.7117248502660882,-1.6950541571475786,-1.7241194828115836,-1.601881917546806,-0.4210120581567755,-1.6762297237695696,-1.6664693773324188,-1.6744152578239142,-1.6725666612913799,-1.6584759997508602,-1.6179583531218173,-1.6658929266797218,-1.6543983936816935,-1.672508639879121,-1.673409906559801,-1.667558401172255,-1.6594711861942488,-1.6527025315298003,-1.6572145417126134,-1.6673716960559033,-1.6605529161126489,-1.6724176864801243,-1.674283969399196,-1.6698549322355392,-1.6667135970814229,-1.663544954058789,-1.6955402422722745,-1.6848607360204721,-1.6747383218355187,-1.6598204797120335,-1.6684111653196196,-1.671521392619861,-1.6704786172681831,-1.361701136054955,-1.6843768863129926,-1.6228427458972465,-1.661514459224956,-1.666971572712346,-1.6759148813589668,-1.6612324215305703,-1.6682259169811764,-1.6723113581221176,-1.679139202293624,-1.744028756387503,-1.55139576901758,-1.679090853201859,-1.6563209097278386,-1.6464741018788125,-1.672456494473666,-1.666823658598639,-1.6661337746227802,-1.660417938618779,-1.6278154311753377,-1.6666241585752688,-1.619613345141416,-1.6199942702323904,-1.6846341995324128,-1.655850339466954
7,1504285786,-1.6393365914956664,-1.6620892157232434,-1.6436130661350612,-1.6527299057052667,-1.6674905270374334,-1.6463400282239635,-1.6443678446668302,-1.7118731573960537,-1.6565491635899374,-1.6522477480475999,-1.6565491163253094,-1.657033133123441,-1.6515684675711264,-1.7031641063775265,-1.6707873644649218,-1.6439816286995022,-1.65617453708068,-1.6608632032678023,-1.6537289873967802,-1.5658433862281549,-1.6654128295662323,-1.6576791126617978,-1.6097025127862776,-1.673190225661363,-1.6971107298257808,-1.6592112087568118,-1.6465519894270884,-1.6514706107439245,-1.6543036489596685,-1.650838707405762,-1.6503351513151057,-1.6996555065155416,-1.6848427327822844,-1.7127099502243632,-1.5942285065739,-0.4210120581567755,-1.6663093232836457,-1.6565648224288039,-1.664845114055974,-1.661898687614842,-1.6492421125736336,-1.609685238555839,-1.6564321681195948,-1.644734680769025,-1.6618022165778987,-1.6631863363875357,-1.6577013472747528,-1.6494896054403958,-1.643590928110741,-1.6476531011545794,-1.658170804703877,-1.6508690389986467,-1.6625194815277122,-1.6643444594161392,-1.6596022215350381,-1.6567312448428648,-1.6539213569744502,-1.685095368208907,-1.6739555569633164,-1.6649790661324815,-1.649947509589612,-1.6583680850079727,-1.6617095548083474,-1.6606160572768411,-1.361701136054955,-1.673331194581802,-1.6139780803048243,-1.6521471423651901,-1.6569894696712282,-1.6652980632753764,-1.6518384202566072,-1.658211133850877,-1.6619701321274818,-1.6695324383165402,-1.7312148204371738,-1.546560040998477,-1.6687762165637332,-1.6466127525915735,-1.636380687630749,-1.662760236631539,-1.6558485029647676,-1.655848619335487,-1.6505738470700564,-1.6197840258406895,-1.6568670653622242,-1.6125237072392917,-1.6107277410906313,-1.6754058838710169,-1.64605918285114
8,1504285792,-1.6295445804648947,-1.6512443261822405,-1.6339238798467903,-1.6426578483019818,-1.6572748917607851,-1.6367227241364506,-1.6348500010171778,-1.6999374758267287,-1.6463430339758671,-1.6426590558919973,-1.6465203449444905,-1.6470865500852823,-1.6421160769196324,-1.6921899144850725,-1.66047201950184,-1.6343277325079801,-1.6465092841155928,-1.6509090900900254,-1.6439960762345833,-1.5613611288104847,-1.655781879549037,-1.6481643473587184,-1.6009095027639846,-1.6623418635721663,-1.685363452193762,-1.6494343994377962,-1.636798711145444,-1.6419189201462971,-1.6445318010302747,-1.6416532874503746,-1.6404720284113006,-1.6872430815949366,-1.6740695414089575,-1.701739245564372,-1.5863995285371233,-0.4210120581567755,-1.65666787738338,-1.6466498886495924,-1.6548416020969137,-1.653714678397302,-1.6399220248423745,-1.6014252889670306,-1.646643132481166,-1.6351721716618879,-1.6536579286503865,-1.653310740629168,-1.6478314542820671,-1.6398663428315765,-1.6337479628088025,-1.6378154922358272,-1.6486619032818934,-1.6409846959554528,-1.6522748777752654,-1.6542192740529205,-1.6494734759563974,-1.6467902029200898,-1.6439409409804249,-1.6742255831891548,-1.662893437152903,-1.6549427397063967,-1.6402736835482978,-1.6482046258057967,-1.6521669240754242,-1.6506663153035095,-1.361701136054955,-1.6623532838223598,-1.6051345599806668,-1.642524326311122,-1.6471085571563657,-1.6545102175345487,-1.642730679550779,-1.6480305389511716,-1.6517744875092768,-1.6594677881981528,-1.718586392095731,-1.541724312979374,-1.658592614018092,-1.6361020232260575,-1.6267437399529827,-1.65272566695469,-1.6459422597987474,-1.6461075664383609,-1.640977961730408,-1.6111396667245519,-1.6468868314784357,-1.6046982888079997,-1.601560773944285,-1.665708424715528,-1.6364894291962229
9,1504285797,-1.620065491706343,-1.6403253915944096,-1.6244990410061908,-1.6328887687513045,-1.6470062594200505,-1.6268966584859714,-1.625064791398828,-1.687791097284989,-1.6363776446258098,-1.632628654464303,-1.6358912989276395,-1.63714633046297,-1.632278032790294,-1.68141760724396,-1.6500542366785695,-1.624735521310157,-1.636942388541602,-1.640880843391643,-1.6342013971910392,-1.5488353683556257,-1.6454639529983761,-1.6383115562571893,-1.592371851215136,-1.6518928371021404,-1.6755724547269886,-1.6399239918832507,-1.6272271053301783,-1.632568589043807,-1.6343116807924136,-1.631771597324624,-1.6306032493738611,-1.6767297029814083,-1.6640236122473298,-1.6907018134663772,-1.5789985827124284,-0.4210120581567755,-1.6464077490092455,-1.6367412460189854,-1.6442478051619636,-1.6429682637378484,-1.6306043881742318,-1.593390662191765,-1.6360901937478554,-1.6258328432564897,-1.6429513090019061,-1.6426741542959062,-1.6378902609331154,-1.6298971586821718,-1.624053728292015,-1.6284938764395063,-1.6388601884632576,-1.6308654183327962,-1.6425791562180054,-1.6440421568306123,-1.6389899306681577,-1.6368569203423433,-1.633729022516296,-1.663562717905567,-1.6523435367084145,-1.6448289822497126,-1.6305486892398036,-1.6381556948912426,-1.641974628402212,-1.6405111686746419,-1.361701136054955,-1.6518162154440836,-1.5964482859523697,-1.6325073951449713,-1.6372329704586748,-1.6441568430810014,-1.63280379695098,-1.637926856336587,-1.6415106971515854,-1.647978148749071,-1.7057614360777933,-1.5320528569411684,-1.6481775522130122,-1.6252872640659626,-1.617357208284324,-1.6428975345305372,-1.6360747152386037,-1.6359054963563773,-1.6311952976593855,-1.6024394806301359,-1.6371173703928334,-1.5965015099726476,-1.5928449278919208,-1.654446837632477,-1.6273198937359334
