,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/1output-load,HundredGigE0/0/0/12output-load,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0output-drops,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/3packets-sent,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/9output-load,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/6input-load,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/11input-load,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/4input-load,HundredGigE0/0/0/14output-load,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/5input-load,HundredGigE0/0/0/7input-load,HundredGigE0/0/0/10input-packet-rate,HundredGigE0/0/0/9output-packet-rate,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/2packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/4output-packet-rate,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/3packets-received,HundredGigE0/0/0/2bytes-sent,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/1input-load,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/10input-load,HundredGigE0/0/0/5output-load,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,HundredGigE0/0/0/9input-load,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/2bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/19output-load,HundredGigE0/0/0/6output-load,HundredGigE0/0/0/3bytes-received,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/3bytes-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/31input-packet-rate,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/0input-load,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/8input-load,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent,HundredGigE0/0/0/11input-packet-rate
0,1504285744,-1.690210976139864,-1.7235626690695858,-1.7252953662137314,-1.7363075351893436,-0.8619837704039635,-0.03644355131829917,-1.7060847376120587,-1.7039015809677813,-1.725476023203274,-1.7587480986394437,-1.8660861144825764,-1.7367543883632177,-1.7229562674428789,-1.7254529904625333,-1.7215270858773732,-1.7443465036494332,-1.7341202438198235,-1.7172926397005581,-1.725542208653892,-1.723147669100249,0.24567690745599674,-1.7400014721567814,0.7441068574272393,-1.7209031542873956,-0.8459865799000774,-1.7043352812721093,-1.7327784747663169,-1.7188177157079243,-1.6948416845760608,-1.7232182785683816,-1.7253752298045313,-1.7213502120899211,-0.4670523403772007,-0.5558672632183229,-1.7059588011455906,-1.7141730739833345,-1.7292083374086675,-1.7263275377195801,-1.7244879478108923,-1.6864654268972634,0.4147366948710849,-0.17287876569712354,0.8221487664042831,0.2066485254584602,-1.7400731725831944,-1.758925943594681,-0.385034214884603,-1.697642630901863,0.6900892949989608,-1.7146123658082524,-1.7470662564531794,-1.7512258156361802,-1.7536842434434734,-1.7223783365616616,-1.6676919717243621,-1.719477964420509,1.2571597840333109,-1.7289430016562914,-1.7257941595639261,-1.7033379385404799,-1.7084169601486194,-1.7142953533771665,-1.72814784506106,-1.7396032648791757,-1.7478005805906194,-1.7157495086397034,-1.7241121643593145,-1.7271700546153992,-1.7202506757885914,-1.7199797149423497,-1.7156112568687298,-1.6979074334561548,-0.5145847143721894,-1.7086318754184482,-1.724717147502265,-1.7251106079052212,1.0306420280994852,-0.8339908875200921,-1.7162506366898405,-1.7421589464106717,-1.722773667168588,1.4108312463506325,-1.3501253561936137,-1.696561256214569,-1.7144469419359596,-1.753643555187846,-1.7267632943995301,-1.7091617635285725,-1.727970574492674,-1.715658587602652,0.4425915550238609,-0.769835829392814,-1.7274135125529941,-1.7263269440875135,-1.749769612926965,-1.71790730006213,-1.768229981624061,-1.7321514811681216,-1.7322556345722881,-1.7144015854838364,-1.7221347037080794,-1.5593209221554485,-1.7420784085617027,-1.72388563743693,-1.717781852842812,-1.7260827095317468,-1.7303820663470388,-1.7394208812123622,0.39178502184979586,-1.7380903767279894,-0.7902014600454025,-1.7221958893679705,-1.7110992298303187,-1.70718278169301,-0.9511466149480304
1,1504285749,-1.6807705227458676,-1.7134020604683236,-1.715126108412479,-1.726042990056998,-0.8619837704039635,0.4191008401604502,-1.696423166315116,-1.6948392530882062,-1.7157949700488215,-1.7486638742977352,-1.8569611330909495,-1.7264472095212888,-1.7129977537121892,-1.7150792472454304,-1.7115493224798504,-1.7341480014390938,-1.7341202438198235,-1.707483669130318,-1.7157019298055451,-1.713325560812925,0.5763958213390704,-1.7040743578122124,0.7441068574272393,-1.71041555422024,-1.0737521975654827,-1.69489148336655,-1.7225870431858559,-1.7087410531713312,-1.6860028596193022,-1.713659653227815,-1.7157801179944288,-1.711155094473893,-0.4670523403772007,-0.5558672632183229,-1.696425733012622,-1.7042910334868284,-1.7189198032248434,-1.716133158909401,-1.7146170539210626,-1.6773262166419662,0.2147947620819944,-0.4504364170457164,0.7011986123484153,0.36708097630834263,-1.7301077139234897,-1.7482033147567044,-0.385034214884603,-1.688342234516315,0.8654932552383477,-1.7046634181503615,-1.737803552731082,-1.715297970649498,-1.7432886902209883,-1.7123154935612712,-1.6591980196213372,-1.7093683193940734,1.547172298257415,-1.718883495274465,-1.715898605110058,-1.6944581656505742,-1.698621931256186,-1.704112202970533,-1.72814784506106,-1.7052762913581776,-1.7384776257065788,-1.7063387032112982,-1.7143303615790961,-1.7169668449520687,-1.710109701107982,-1.7098417634647465,-1.705980259271202,-1.6888172228062672,-0.14851835252205375,-1.698680759334265,-1.7148775877493354,-1.7151749062140478,0.8598443435186047,-0.8339908875200921,-1.706740035326214,-1.731716951605722,-1.7127756770573708,1.0000234791104325,-1.3501253561936137,-1.6875587073128777,-1.7044913335616236,-1.709716894891984,-1.7171130533991064,-1.6994380307672161,-1.7176437548894627,-1.7062902749699986,0.4425915550238609,-0.769835829392814,-1.7274135125529941,-1.7163896915808665,-1.7398257462617084,-1.7077277577015277,-1.7577114686492954,-1.7321514811681216,-1.722226783501175,-1.7041748879660044,-1.7120689208075,-1.4199502541128786,-1.7315168374371657,-1.7130380302763264,-1.707786207841588,-1.7161799665959918,-1.7207027649969588,-1.728910079658161,0.8035710808510794,-1.7281567631247003,-0.46367193110102156,-1.7120056922570568,-1.7011328965719086,-1.6978143105353267,-0.9764935424301516
2,1504285754,-1.666429353111876,-1.6980960221633399,-1.6995031049937617,-1.710642473279628,-0.47863647733993825,0.8746452316391996,-1.6815213592188443,-1.6797942735863396,-1.70048509647643,-1.7326885088571458,-1.8263347587650285,-1.710898856618469,-1.697501204684173,-1.6993149576007691,-1.6961881135796824,-1.7180585188854407,-1.7341202438198235,-1.692423450573432,-1.700485187778808,-1.6980983052015932,0.5763958213390704,-1.7040743578122124,1.4685502513063327,-1.6945462809469163,-0.8459865799000774,-1.679948930191458,-1.7056807561760214,-1.693495549583639,-1.6720674690609372,-1.698984302695554,-1.7008840548397555,-1.69567589705698,-0.26194779943363755,-0.5558672632183229,-1.681815568592221,-1.6893324490289772,-1.7029355731395612,-1.7004626867570525,-1.6997685786857473,-1.6632402237432709,0.01485282929290395,-0.4504364170457164,0.6416417432962982,0.4556298726063122,-1.7142775532541232,-1.7311141978664875,-0.385034214884603,-1.673433935743958,0.8654932552383477,-1.690107656980911,-1.7228756309186257,-1.6793701256628157,-1.7267858278692376,-1.6967413562363367,-1.6438012132115163,-1.6939782974471904,1.5423992596598461,-1.703560968113138,-1.7006919133813336,-1.6795737710476606,-1.6839129526758971,-1.6890928932709768,-1.6922003979095388,-1.7052762913581776,-1.723447763796377,-1.69167857447117,-1.6994044044136334,-1.701626173281061,-1.6948282122102893,-1.694127329134173,-1.6911182471719142,-1.6746928623250084,0.5836143711782177,-1.6827375435741168,-1.6996524163254128,-1.699906125336956,0.8598443435186047,-0.3298513182074281,-1.6911093649717375,-1.7147879682894047,-1.697578448095386,1.0000234791104325,-1.3501253561936137,-1.6733308854371154,-1.6892649051699147,-1.6777702328586301,-1.7014569345054469,-1.683784647554329,-1.70165163645278,-1.6909080853343126,0.4425915550238609,-0.769835829392814,-1.6954505864133982,-1.7011215127250612,-1.7234287774429295,-1.69258502114363,-1.7411960336045886,-1.7321514811681216,-1.7067182919344999,-1.6888657665372397,-1.6961004820739745,-1.2423993823331394,-1.715795619192619,-1.6965769564895918,-1.6929112734150311,-1.7009644332229628,-1.7056514440991932,-1.7131503349126536,1.215357139852363,-1.7127512391828588,-0.46367193110102156,-1.6956211526187783,-1.6866685881504617,-1.6836289082786589,-0.9457821858512853
3,1504285760,-1.6579180338012187,-1.6890419580139964,-1.6900764477160988,-1.701314686065258,-0.47863647733993825,0.8746452316391996,-1.6725322466350472,-1.6711185942970623,-1.6912061303047528,-1.7231225621661554,-1.8081372384035652,-1.701404770147588,-1.6885285453561856,-1.6895481071748,-1.687354149485909,-1.708381820119815,-1.7030702452094415,-1.6833140774558304,-1.6910934393173762,-1.6888574536614378,0.5763958213390704,-1.7040743578122124,1.8307719482458793,-1.6851112408268347,-1.0737521975654827,-1.6715857428171172,-1.6960861859864838,-1.6843684063935018,-1.664135720289183,-1.6898793084549564,-1.6918499104108269,-1.6865333682389025,-0.26194779943363755,-0.5558672632183229,-1.6726104106091135,-1.6805920607944556,-1.6923043875569377,-1.691071744144914,-1.6906570850959017,-1.65493524878532,-0.1850891034961865,-0.7279940683943092,0.6035836058158917,0.4518059756988266,-1.7046532092540634,-1.7203180881062474,-0.385034214884603,-1.6651709925174,0.8654932552383477,-1.6811894341490408,-1.7138729184159833,-1.6793701256628157,-1.7164735329490144,-1.6875976271218807,-1.6322627177426785,-1.6847589303177353,1.0209279864015304,-1.6944822830765325,-1.6914485378988633,-1.6711166901803445,-1.67508948744215,-1.680100721401146,-1.6922003979095388,-1.7052762913581776,-1.7145417625547401,-1.682930724487578,-1.6902928690564003,-1.6928034191852088,-1.6853671040488634,-1.6846947047824108,-1.6823397246023206,-1.6660383412968554,0.5836143711782177,-1.6731515209523808,-1.6904310473088355,-1.6906456403403052,0.8598443435186047,0.1742882511052359,-1.6820268498283997,-1.7052549402966357,-1.688780430668737,1.0000234791104325,-1.3501253561936137,-1.6653202787523265,-1.6802558534508454,-1.6777702328586301,-1.6924066341939037,-1.6744618229698829,-1.6912357569766459,-1.6819022740235503,0.027291168272246074,-0.769835829392814,-1.6954505864133982,-1.6919824347204864,-1.7134999661589172,-1.6832998570511013,-1.731357369182102,-1.7065747103822853,-1.6976112396629355,-1.6798331792070504,-1.6865968702132947,-1.1584363855045259,-1.7070291605692562,-1.686741486550516,-1.6840786343160603,-1.6917373776506672,-1.6960138276620094,-1.70430266989752,0.8035710808510794,-1.702956679583325,-0.46367193110102156,-1.6859727605281143,-1.6778347710746782,-1.6742029808653554,-1.0200795288412066
4,1504285765,-1.6533437174560717,-1.6838383022713577,-1.68468719675646,-1.6960612452657569,-0.47863647733993825,0.8746452316391996,-1.6675546494454363,-1.6661588811779788,-1.68625066561287,-1.717577384514867,-1.792719166397023,-1.6961677620625895,-1.683268530916222,-1.68424328375372,-1.6821688287583731,-1.7027741480261176,-1.679782746251655,-1.6782184670573836,-1.6860545424573172,-1.683661674016825,0.5763958213390704,-1.7040743578122124,1.8307719482458793,-1.6796959677172283,-1.0737521975654827,-1.6667083705073094,-1.6910670919567232,-1.6790726354771421,-1.659291184334162,-1.6846474720386109,-1.6867164855353496,-1.6814731756142933,-0.26194779943363755,-0.5558672632183229,-1.6673349482225883,-1.6757923177601686,-1.6870962859595071,-1.6857693917636358,-1.6854633350932002,-1.6502363184024207,-0.1850891034961865,-0.7279940683943092,0.6129873219820153,0.4807134948576546,-1.6991613954894196,-1.714590329455612,-0.385034214884603,-1.6603296737560216,0.8654932552383477,-1.6762508048051064,-1.7086626870809396,-1.6793701256628157,-1.7107410620726924,-1.682409027612492,-1.6248821292375237,-1.6794978841596946,1.0926580171565416,-1.6891706361098509,-1.6862695210608447,-1.6662236319046702,-1.6703774728561123,-1.6751492885190258,-1.6922003979095388,-1.7052762913581776,-1.7094243541652148,-1.677678228701233,-1.6850152292326785,-1.6875044612348857,-1.6802512458202286,-1.6794393625842114,-1.6770479417897588,-1.6610703558623632,0.5836143711782177,-1.6678142329727774,-1.6852220116309033,-1.6854625242867587,0.8598443435186047,0.1742882511052359,-1.6769035190842132,-1.7000288263730456,-1.683547798006342,1.0000234791104325,-1.3501253561936137,-1.6605112890650522,-1.6750645540810927,-1.6777702328586301,-1.6870443475368573,-1.669195449851381,-1.6859980932613554,-1.6767098266163696,0.027291168272246074,-0.769835829392814,-1.6954505864133982,-1.6868030421617501,-1.7072719291962,-1.6780951167458222,-1.7256786190173614,-1.679932240813706,-1.6922683814664692,-1.6747006113119642,-1.68131962537087,-1.1779598349663043,-1.7015993880231595,-1.6812921754887051,-1.6792992819753132,-1.6865507868540095,-1.690788347702421,-1.698911670400601,0.8035710808510794,-1.697683058702203,-0.46367193110102156,-1.680555341749495,-1.6729303730013794,-1.6687488618018824,-0.9857740047675209
5,1504285771,-1.6444899250279787,-1.674056271644035,-1.6750048546895704,-1.6859933510695024,-0.47863647733993825,0.8746452316391996,-1.6580178676435198,-1.6564924312101204,-1.6759799125073815,-1.7070270951548991,-1.7778255186083902,-1.6861370872477377,-1.6730844985211257,-1.6747208992867177,-1.6724159754202819,-1.692150929612462,-1.6409702479886772,-1.6684730851350285,-1.675968952190229,-1.6738026595913895,0.5763958213390704,-1.6681472434676434,2.192993645185426,-1.6696491438498473,-0.8459865799000774,-1.657306264256585,-1.6808844117416306,-1.669028335615769,-1.6499133632968657,-1.6747166061102143,-1.6764608309514055,-1.6716540620459988,-0.0568432584900744,-0.5558672632183229,-1.6575631809769082,-1.6664122275964117,-1.677321947060527,-1.6757058060260492,-1.675358712174491,-1.6413714978823346,-0.1850891034961865,-0.7279940683943092,0.631984728378225,0.440105992623684,-1.6887978494091276,-1.703366324173503,-0.385034214884603,-1.6510119277544235,0.6900892949989608,-1.6666250967923286,-1.6982264167139152,-1.6793701256628157,-1.7000192170006347,-1.6728045835895728,-1.614230276052081,-1.6697860457471152,1.0084239697938153,-1.6791905233939293,-1.6764212721411893,-1.6566758905226526,-1.6614652930740612,-1.6658335748641482,-1.6922003979095388,-1.6661314969921273,-1.6995306128807273,-1.6682702605026343,-1.6747693997285826,-1.6773720532674892,-1.670675292291024,-1.669496309194994,-1.6676159692311303,-1.651530203305962,0.5836143711782177,-1.6583362975489175,-1.6753562793552796,-1.6755627348330888,0.8598443435186047,0.1742882511052359,-1.6672658409619339,-1.6895627495427783,-1.6735221991247549,1.0000234791104325,-1.3501253561936137,-1.650937673760109,-1.6652456082083444,-1.6777702328586301,-1.676995786033966,-1.6598108291190132,-1.6757435910072849,-1.666812142490925,0.4425915550238609,-0.769835829392814,-1.6954505864133982,-1.6769048225734762,-1.6971567544076323,-1.6686930254684527,-1.7149636725267812,-1.6422065039045977,-1.682258218680033,-1.6648359296771853,-1.6719441191982587,-1.1638342239460613,-1.6915286661454,-1.670865273025731,-1.6699536873051672,-1.676681992622073,-1.6812846987858496,-1.6889132482531508,0.39178502184979586,-1.6881746833470974,-0.7902014600454025,-1.6711024620150634,-1.663364320104937,-1.6587153342044636,-0.8929425592483448
6,1504285776,-1.6354485935342162,-1.6638836737695875,-1.664810035001867,-1.675687578715311,-0.6703101238719509,0.4191008401604502,-1.6484171440960564,-1.6468653659198371,-1.6659962887532664,-1.696252581429651,-1.7710604461973563,-1.6759829221849596,-1.663097844317015,-1.6649686818440974,-1.6623906378113185,-1.6814788173212294,-1.6099202493782951,-1.6586645700335743,-1.6659333590294052,-1.6639635489102556,0.5763958213390704,-1.6681472434676434,2.192993645185426,-1.6593505457973823,-1.0737521975654827,-1.6474629737903326,-1.6708495715198681,-1.65896378632867,-1.6409410240447218,-1.6646830688280698,-1.6665569772145794,-1.6616315467799099,-0.0568432584900744,-0.5558672632183229,-1.6478304373602435,-1.6564691722885978,-1.6672501763372174,-1.6654651775182865,-1.6651842107156116,-1.6324223142719885,-0.1850891034961865,-0.7279940683943092,0.6766602957533112,0.47166741038248333,-1.6784200227898127,-1.692030150165711,-0.385034214884603,-1.641116892137043,0.6900892949989608,-1.6566284315257525,-1.6883354567382198,-1.6793701256628157,-1.6889735856535053,-1.6630544671459826,-1.6055662829631996,-1.6596476605329404,1.1367582047622469,-1.6692741088565226,-1.6664822535003658,-1.6472919779341486,-1.6521838950139283,-1.6559567355255054,-1.6562529507580175,-1.6661314969921273,-1.689907816831532,-1.6583947492977102,-1.6650336885993022,-1.6678200767978633,-1.660896174314301,-1.6594468126559956,-1.657587183340997,-1.64185948560102,0.5836143711782177,-1.6488011580676243,-1.6654868840350925,-1.6656247167271176,0.8598443435186047,-0.3298513182074281,-1.6576514033231815,-1.6792822917919963,-1.6638876164408947,1.0000234791104325,-1.3501253561936137,-1.6420655591260547,-1.6554266976519458,-1.6777702328586301,-1.6670929051359817,-1.6502976338491526,-1.6656476282058816,-1.657009049510311,0.027291168272246074,-0.769835829392814,-1.651501562971454,-1.6669734933183284,-1.6872492077863943,-1.65907083438028,-1.7040357301415607,-1.6166297331187616,-1.6723047327112865,-1.6550169585280805,-1.6622442054167235,-1.1577369472839327,-1.6811582930216062,-1.6603047138464522,-1.6598158975504074,-1.6667396498633371,-1.6711000124308153,-1.6786047905599388,0.39178502184979586,-1.6782990638592645,-0.7902014600454025,-1.6614384762307872,-1.6534210558059048,-1.6488971467647702,-0.9101891987943806
7,1504285782,-1.626639227866427,-1.6538723348465372,-1.654927415334885,-1.6657265660570242,-0.47863647733993825,0.4191008401604502,-1.6388738643984901,-1.6379183816818563,-1.6562873086380274,-1.685657192704371,-1.7634038526158762,-1.6659855421285177,-1.6531468113124501,-1.6553214775760972,-1.652400391724673,-1.6711867502641324,-1.6021577497256996,-1.6489529162254932,-1.6562795613746597,-1.654192990238037,0.5763958213390704,-1.6322201291230747,2.192993645185426,-1.649661201779633,-0.8459865799000774,-1.6376767094492997,-1.660901990437808,-1.6491412124387428,-1.6315843026764785,-1.6547758591940178,-1.6567064105098455,-1.6519852489519558,-0.0568432584900744,-0.5558672632183229,-1.6383559400978704,-1.6464573711690422,-1.6567597854974316,-1.6553179621905485,-1.6552598814626303,-1.6232875727441727,-0.1850891034961865,-0.7279940683943092,0.6927764288460957,0.2990783917520869,-1.6685350313247158,-1.6810098353032465,-0.385034214884603,-1.6316366201048456,0.6900892949989608,-1.64650500959949,-1.6783091640398753,-1.6434422806761335,-1.6784110240446821,-1.6533744970365605,-1.5960561335399366,-1.6497178549764342,1.2974280955818132,-1.6589693113201136,-1.6566318107770674,-1.6382838414213263,-1.6430453196186707,-1.6466200337337116,-1.6562529507580175,-1.6318045234711291,-1.6798238114073185,-1.6490863876271253,-1.655037734591787,-1.6580637202147734,-1.6512342094363346,-1.6495640437688193,-1.6485237246611546,-1.6319501171502073,0.5836143711782177,-1.6393181421903567,-1.6556577899038099,-1.6557395337002392,0.8598443435186047,-0.3298513182074281,-1.647803184581211,-1.6689756871048298,-1.6540890299873408,1.0000234791104325,-1.3501253561936137,-1.6327829981377047,-1.645749601860166,-1.6458235708252762,-1.6570703357704701,-1.640772952914305,-1.655362604937021,-1.6470465237317167,0.027291168272246074,-0.769835829392814,-1.651501562971454,-1.6570275031975918,-1.6771633782324553,-1.6493009290024996,-1.6934096459878278,-1.6102355404223025,-1.6620127428815512,-1.6452953449323708,-1.6522611403399885,-1.1444172107352428,-1.6708331770781482,-1.650586194644322,-1.6496716078454343,-1.656866746516314,-1.6609715068717317,-1.668305954431469,-0.020001037151487776,-1.6679346666936572,-0.7902014600454025,-1.651303014903485,-1.6435728189113328,-1.6398099336986018,-0.835623634349622
8,1504285787,-1.6101022757084815,-1.6346401284369922,-1.6355277040466223,-1.6461518450697923,-0.6703101238719509,0.4191008401604502,-1.6199155336715367,-1.6196008253796574,-1.638460825864112,-1.664937241571855,-1.7390705689048704,-1.6462688999223094,-1.6339903828407254,-1.6363847662021034,-1.6336235107683381,-1.6514487211162305,-1.6021577497256996,-1.6299137952289944,-1.6381678711552896,-1.6351138595251593,0.5763958213390704,-1.6322201291230747,2.555215342124973,-1.6296834373902793,-0.8459865799000774,-1.6188927353178861,-1.6418697220354104,-1.6296075744016714,-1.613802771861556,-1.6352284640320651,-1.6377288129942758,-1.6326257604861065,-0.0568432584900744,-0.5558672632183229,-1.620261948211692,-1.6280734463585127,-1.637717497448678,-1.6360015981112654,-1.6357492877575037,-1.6047531871886453,-0.1850891034961865,-0.7279940683943092,0.6663700339553643,0.37880949592757096,-1.649212499144378,-1.6595716011813253,-0.385034214884603,-1.6132361992348878,0.6900892949989608,-1.6277426132792323,-1.6588213368291362,-1.6434422806761335,-1.658145176474281,-1.634791672700793,-1.5822706679008516,-1.6302229224746168,1.1278171606287732,-1.6392769770234843,-1.6374708726960605,-1.620092947560847,-1.6258429092815765,-1.6280311920506012,-1.6203055036064964,-1.6318045234711291,-1.6604509231380051,-1.6308120127626153,-1.6359789935195257,-1.6387016725009071,-1.6324116405445626,-1.6307115160743604,-1.6299308865667474,-1.6124606094120346,0.21754800932808196,-1.620304661152324,-1.6366522979802312,-1.6364916154837428,0.6890466589377242,-0.3298513182074281,-1.6294089276450487,-1.6493925116864239,-1.634911485913408,1.0000234791104325,-1.3501253561936137,-1.6145272504965469,-1.6267914282030065,-1.6458235708252762,-1.6382051299136187,-1.6217152963926738,-1.6363651876985628,-1.6285529467924322,0.027291168272246074,-0.769835829392814,-1.619538636831858,-1.637864295603955,-1.6573736749973325,-1.63094057390984,-1.6727785088551301,-1.6102355404223025,-1.6423553941016449,-1.6262034724954664,-1.6329183652670018,-0.8935469672228752,-1.651939938662684,-1.6301816393483044,-1.6313903291417757,-1.6376825492898275,-1.641390077896827,-1.6491860111345646,-0.020001037151487776,-1.6484518814310902,-0.7902014600454025,-1.6319762133262359,-1.625154320434702,-1.6223229599217939,-0.7865391081144032
9,1504285793,-1.6096663050905082,-1.6340450543392278,-1.6349653222601728,-1.6456093458616396,-0.8619837704039635,-0.03644355131829917,-1.619365847980953,-1.6190365126544242,-1.6380278443744536,-1.664373426495385,-1.7390705689048704,-1.6457122032627929,-1.633430765295036,-1.635836061038874,-1.6330922148543052,-1.650865507067018,-1.6021577497256996,-1.6293653795784884,-1.6377253121856707,-1.634576802193573,0.5763958213390704,-1.6322201291230747,2.555215342124973,-1.6291586256220234,-0.8459865799000774,-1.6182979647768052,-1.6413646423018633,-1.628965365326538,-1.613283039309577,-1.6346476479777534,-1.6372193584413532,-1.6321471156555671,-0.0568432584900744,-0.5558672632183229,-1.6197395264282375,-1.6274883984257298,-1.6371105032504665,-1.6354167514349187,-1.63515135610993,-1.6042096165346407,-0.1850891034961865,-0.7279940683943092,0.7427079453241333,0.4211291908066844,-1.6486343481043684,-1.658879319584007,-0.385034214884603,-1.6125956966701926,0.6900892949989608,-1.6272270978761334,-1.65826193272626,-1.6434422806761335,-1.6575176987752225,-1.6342720478784174,-1.5822706679008516,-1.6296580327438794,0.8792157981807582,-1.638729708114243,-1.636923230951249,-1.6195434588636781,-1.6253569147486642,-1.6275880298573024,-1.6203055036064964,-1.6318045234711291,-1.659897741527154,-1.6303011455394536,-1.635473853647775,-1.6381158503900348,-1.6318871490937183,-1.6301121018950016,-1.6293817978142258,-1.6118806425310388,0.21754800932808196,-1.6196928829924968,-1.6361132807417573,-1.6359443794054338,0.6890466589377242,-0.3298513182074281,-1.6288771125755563,-1.6488646007467416,-1.6343373114726183,0.5892157118702326,-1.3501253561936137,-1.6139912707382564,-1.6261774220695202,-1.6458235708252762,-1.6376549549180555,-1.621126088715838,-1.6357874885568917,-1.6280225710973901,0.027291168272246074,-0.769835829392814,-1.619538636831858,-1.6373347454661373,-1.6573736749973325,-1.6304182219778742,-1.6722082453023854,-1.6102355404223025,-1.6418169746265612,-1.6256312601435756,-1.6323753366831404,-0.8887117203935563,-1.6512962253301344,-1.6296781952016024,-1.6307794500423285,-1.637134761391196,-1.6408609277156159,-1.648555993085816,-0.4317870961527714,-1.647901428843884,-1.1167309889897834,-1.6314203003156162,-1.6246261530234676,-1.621807752722953,-0.8027396839865738
