,Time,HundredGigE0/0/0/0input-packet-rate,HundredGigE0/0/0/1input-packet-rate,HundredGigE0/0/0/13input-data-rate,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/16output-data-rate,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/16output-packet-rate,HundredGigE0/0/0/15input-data-rate,HundredGigE0/0/0/12output-packet-rate,HundredGigE0/0/0/8input-data-rate,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/19output-data-rate,protocol-route-memory,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/9output-data-rate,HundredGigE0/0/0/7output-data-rate,HundredGigE0/0/0/8output-packet-rate,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/7input-data-rate,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/14input-data-rate,HundredGigE0/0/0/11output-data-rate,HundredGigE0/0/0/6input-data-rate,HundredGigE0/0/0/19packets-sent,HundredGigE0/0/0/19input-data-rate,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/31input-data-rate,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/15output-data-rate,HundredGigE0/0/0/9input-data-rate,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/6output-data-rate,HundredGigE0/0/0/11input-data-rate,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/4output-packet-rate,HundredGigE0/0/0/5input-data-rate,HundredGigE0/0/0/17input-data-rate,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/18input-data-rate,HundredGigE0/0/0/30output-packet-rate,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/10packets-sent,0/RP0/CPU0free-physical-memory,HundredGigE0/0/0/15packets-sent,backup-routes-count
0,1519068860,-0.6186191503455414,0.844150388261331,-0.11468180249936309,-2.4175671241385785,-1.7031624370444267,0.9350895636177243,-1.7520435846631308,-1.7294199361331937,0.9279919425564925,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.3254960956334453,-0.1336407303429265,0.06263052281851665,-0.9113708443367518,-1.7231693205845895,-0.13866439748835666,-0.11418503344573858,-0.006843157097603083,-1.9462443452620746,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.7054188450124035,-0.12244668372119594,-1.6879486199327198,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6832946840242151,-1.49796898853065,-0.11418503344573858,-0.12399219137595385,-1.7252475257520858,-1.7538790421083092,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.733232097954776,-1.7529409406336522,-1.7033597704515553,-0.12799296400640015,-0.09509304773161323,-1.7357417301298783,-1.7233892325435596,-1.721104227405162,0.1366388094160877,-1.6840626265132503,0.03704975361665093
1,1519068866,-0.8221055584863356,1.255453775045526,-0.11468180249936309,-2.4080055314950743,-1.6992551095261146,1.2647912863565258,-1.7481602116266113,-1.7243644901781505,1.2648337545783117,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,-0.3810872831879608,-0.1336407303429265,0.06263052281851665,-0.910570769980904,-1.719159744700146,-0.13866439748835666,-0.11418503344573858,1.457220551077491,-1.945554359480525,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.7008612859984895,-0.12244668372119594,-1.6840588855866288,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6787838771877845,-1.4972696915660593,-0.11418503344573858,-0.12399219137595385,-1.7212229769893828,-1.7493368082994012,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.733232097954776,-1.7490520255054434,-1.6994504288021177,-0.12799296400640015,-0.09509304773161323,-1.733396471405294,-1.718714176875689,-1.7171058654495774,0.13843545925736772,-1.6801813860018555,0.03704975361665093
2,1519068871,-0.7542767557727376,0.8730137838251342,-0.11468180249936309,-2.4079472882911546,-1.6973014457669586,0.9570696784669778,-1.7468657539477714,-1.7243178962062147,0.9628376472484048,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.37108212007353597,-0.1336407303429265,0.06263052281851665,-0.9102707420974612,-1.7171549567579245,-0.13866439748835666,-0.11418503344573858,-0.006843157097603083,-1.9453243642200084,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.698908046421098,-0.12244668372119594,-1.6821140184135832,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6768506742578857,-1.4968700933005787,-0.11418503344573858,-0.12399219137595385,-1.719210702608031,-1.748039027211142,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.733232097954776,-1.747755720462707,-1.6981473149189716,-0.12799296400640015,-0.09509304773161323,-1.731034978195396,-1.7167105815894588,-1.714440290812521,0.14674496477328783,-1.678240765746158,0.03704975361665093
3,1519068877,-0.8492370795717749,1.1760794372450671,-0.11468180249936309,-2.3981090404290315,-1.6940453395016986,1.220831056658019,-1.7442768385900917,-1.7192391532652036,1.218372814989095,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,-1.0192916253492308,-0.1336407303429265,0.06263052281851665,-0.9095706770360945,-1.7144819061682954,-0.13866439748835666,-0.11418503344573858,1.0776484785876517,-1.9448643736989752,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6956526471254452,-0.12244668372119594,-1.6795208621828557,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.674273070351354,-1.4964704950350982,-0.11418503344573858,-0.12399219137595385,-1.7161922910360037,-1.745443465034623,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.716149917275301,-1.744514957855866,-1.694889530211107,-0.12799296400640015,-0.09509304773161323,-1.728614791077055,-1.7147069863032285,-1.7124411098347285,0.14607122108280782,-1.6763001454904607,0.03704975361665093
4,1519068882,-0.6050533898028218,0.9235247260617897,-0.11468180249936309,-2.398089626027725,-1.6920916757425426,1.023010023014738,-1.742335152071832,-1.7192313876032144,1.0209138217349254,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.5078401933938081,-0.1336407303429265,0.06263052281851665,-0.9091706398581707,-1.7124771182260738,-0.13866439748835666,-0.11418503344573858,0.1016060064709224,-1.944289385547684,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6936994075480534,-0.12244668372119594,-1.6775759950098101,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6723398674214551,-1.4961707963359878,-0.11418503344573858,-0.12399219137595385,-1.7141800166546521,-1.7434967934022338,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.716149917275301,-1.7425705002917617,-1.6929348593863882,-0.12799296400640015,-0.09509304773161323,-1.726227072929342,-1.7127033910169982,-1.7104419288569364,0.158198607511448,-1.6743595252347632,0.03704975361665093
5,1519068888,-0.5643561081746629,0.9451722727346421,-0.11468180249936309,-2.3932700009033594,-1.6888355694772825,1.0449901378639914,-1.7397462367141525,-1.7166764848087301,1.0325290566322294,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.4622541689537174,-0.1336407303429265,0.06263052281851665,-0.9087706026802468,-1.710472330283852,-0.13866439748835666,-0.11418503344573858,0.2100551700394479,-1.943944392656909,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6910950881115312,-0.12244668372119594,-1.6756311278367646,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6704066644915563,-1.4956712985041372,-0.11418503344573858,-0.12399219137595385,-1.7121677422733004,-1.740901231225715,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.716149917275301,-1.7406260427276572,-1.6903286316200965,-0.12799296400640015,-0.09509304773161323,-1.7238249935061591,-1.7106997957307681,-1.708442747879144,0.15774944505112798,-1.6711251581419342,0.03704975361665093
6,1519068893,-0.5100930660037843,0.9884673660803468,-0.11468180249936309,-2.3883533037724614,-1.6868819057181266,1.066970252713245,-1.7371573213564728,-1.71400250853041,1.0673747613241418,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.4622541689537174,-0.1336407303429265,0.06263052281851665,-0.908370565502323,-1.7084675423416302,-0.13866439748835666,-0.11418503344573858,0.3727289153922361,-1.9435993997661343,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.688490768675009,-0.12244668372119594,-1.673037971606037,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6684734615616574,-1.4953715998050268,-0.11418503344573858,-0.12399219137595385,-1.7101554678919488,-1.7389545595933258,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.716149917275301,-1.7386815851635526,-1.6877224038538046,-0.12799296400640015,-0.09509304773161323,-1.721414796840319,-1.7086962004445378,-1.7057771732420874,0.16156732596384804,-1.6691845378862367,0.03704975361665093
7,1519068899,-0.4558300238329059,1.0245466105351007,-0.11468180249936309,-2.3832133410265373,-1.6849282419589706,1.1109304824117519,-1.735215634838213,-1.7113466521300646,1.1022204660160542,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.43946115673367203,-0.1336407303429265,0.06263052281851665,-0.9079705283243992,-1.7064627543994086,-0.13866439748835666,-0.11418503344573858,0.4811780789607616,-1.943139409245101,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6865375290976172,-0.12244668372119594,-1.6710931044329915,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6658958576551257,-1.4950719011059164,-0.11418503344573858,-0.12399219137595385,-1.7076401249152593,-1.7370078879609367,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.716149917275301,-1.736737127599448,-1.6851161760875129,-0.12799296400640015,-0.09509304773161323,-1.7190039757711977,-1.7053568749674874,-1.7031115986050311,0.1523594955272879,-1.6672439176305394,0.03704975361665093
8,1519068904,-0.700013713601859,1.1183526461174609,-0.11468180249936309,-2.373161534750041,-1.6810209144406585,1.176870826959512,-1.7313322618016935,-1.7061074188412746,1.183527110297183,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,-1.2016357231095938,-0.1336407303429265,0.06263052281851665,-0.9070704446740705,-1.7011166532201507,-0.13866439748835666,-0.11418503344573858,0.806525569666338,-1.9424494234635514,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6819799700837033,-0.12244668372119594,-1.6665550810292185,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6607406498420623,-1.4944725037076956,-0.11418503344573858,-0.12399219137595385,-1.703615576152556,-1.7331145446961584,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.7076088269355636,-1.732200059949871,-1.6812068344380753,-0.12799296400640015,-0.09509304773161323,-1.7157901720823172,-1.7006818192996167,-1.6977804493309183,0.15685112013048796,-1.6627158037005787,0.03704975361665093
9,1519068910,-0.48296154491834514,1.0678417038808055,-0.11468180249936309,-2.373161534750041,-1.6810209144406585,1.1329105972610052,-1.7313322618016935,-1.7061074188412746,1.1486814056052705,-0.10949788931401172,-0.16001144819600066,-0.116669144247025,0.4166681445136267,-0.1336407303429265,0.06263052281851665,-0.9070704446740705,-1.7011166532201507,-0.13866439748835666,-0.11418503344573858,0.6438518243135498,-1.9423344258332933,-0.12439013470890069,-0.6808357193029275,-0.12131224523906776,-0.13290979030796396,-0.1277795260946103,-1.6819799700837033,-0.12244668372119594,-1.6665550810292185,-0.13364073034292626,-1.319617128843019,-0.13866439748835646,-0.12121039831803751,-1.6607406498420623,-1.4944725037076956,-0.11418503344573858,-0.12399219137595385,-1.703615576152556,-1.7331145446961584,-0.1691982878453864,-0.1277795260946103,-0.11837366383728277,-1.7076088269355636,-1.732200059949871,-1.6812068344380753,-0.12799296400640015,-0.09509304773161323,-1.7142197978298335,-1.7006818192996167,-1.6977804493309183,0.15550363274952794,-1.6627158037005787,0.03704975361665093
