,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/31packets-received,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/0output-drops,HundredGigE0/0/0/0bytes-sent,HundredGigE0/0/0/15packets-received,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/29packets-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/31bytes-received,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/28packets-received,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/29bytes-received,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/28bytes-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,global__established-neighbors-count-total,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/29bytes-sent,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/28bytes-received,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/1output-drops,HundredGigE0/0/0/31output-drops,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/31bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/4bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/30output-drops,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/29packets-received,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/30bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,vrf__path-count,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/19bytes-received,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent
0,1519089519,-1.7431095084666188,-1.7406128959707199,-1.7214573256189547,-1.7369159172246507,-1.74359898753452,-1.7525323962743051,-1.740293115559013,-1.738006945190635,-1.3601290407620867,-1.7339823482169274,-1.7542698961008774,-0.9094522118205681,-1.7126623322113843,-1.7368243253493687,-1.7415782209644317,-1.748799408665704,-1.7382626971923218,-1.7472287606185644,-1.7518726075790099,-1.74260802723996,-1.585588442572296,-1.7453838502655363,-1.588602158172855,-1.7319937874408111,-1.721372263875777,-1.7345489973970498,-1.77392294829811,0.12396004182524502,-1.732093824304418,-1.734565783919364,-1.7478289821395656,-1.7381564009605581,-1.7521411286096045,-1.7290031258648288,-1.734096057358737,-1.7424260666906788,-1.729686989838966,-1.7362545484336074,-1.750937202036851,-1.7159572825765477,0.085792531671132,-1.7324778535095815,-1.7027558216008956,-1.7249906632692804,-1.7023853365513475,-1.7221818343738962,-1.7455979027784512,-1.6120906754155107,-1.5842371394572679,-1.727093160269199,-1.7281979322036654,-1.727124546377882,-1.7529107323901758,-1.7438041365364088,-1.7470970506944956,-1.6907243944567274,-1.7401562862915425,-1.7431538301559732,-1.7025140301545507,-1.7142519226875246,-1.7353345570021113,-1.7363774840925932,-1.7378042694437976,-1.7328074751582978,-1.7380018244980877,-1.7451274863936372,-1.7388670893425962,-1.7250581271104062,-1.705451488774057,-1.3310780310463362,-1.7716835892360028,-1.73203041407618,-1.7431497848631614,-1.7370105283405137,-1.7281301269991671,-1.7386086852301483,-1.7328313055023061,-1.7137141893305372,-1.7417493250802512,-1.7331234466428955,-1.570546103920427,-1.5957721963305798,-1.7311209817092306,-1.7456277849766122,-1.7432816313412822,-1.7432153441196752,-1.7397635093174326,-1.7514674224712943,-1.740057697914275,-1.7372431193487605,-1.7432970999476898,0.16050025755435732,-1.7355161256668308,-1.7384068080970436,-1.719627506521403,-1.738644832020448
1,1519089525,-1.7406304837167696,-1.7381236050552302,-1.7192887451446626,-1.7345304148618377,-1.7411840715946183,-1.7500753013681896,-1.7379225922080574,-1.7356831247763673,-1.359298854919663,-1.7316188844265417,-1.7518223861747821,-0.9094522118205681,-1.7102847763634677,-1.734448458994665,-1.739105322881495,-1.7463522059848926,-1.7358470353496795,-1.7448247374946257,-1.7497580673015103,-1.740171981801367,-1.5848362920092363,-1.7429701004691784,-1.586088071110904,-1.7296479566658765,-1.7190839697573914,-1.732169603882444,-1.7713687524162387,0.12396004182524502,-1.7296773286749592,-1.732240474790937,-1.745347819516642,-1.7354055892559517,-1.7496482253889103,-1.7266406588601253,-1.7317148483008271,-1.7399990701966666,-1.7273289977617345,-1.7338282651403312,-1.7485019365469183,-1.713763081273166,0.085792531671132,-1.7301247855359019,-1.7010645613500206,-1.7226773113156484,-1.700139113943426,-1.7199648815350543,-1.7431342899016096,-1.6106418178879824,-1.58381044061492,-1.7248662928223284,-1.7258890200409787,-1.724728501560413,-1.750460245383823,-1.7413095037037853,-1.7446743241226583,-1.688484619893046,-1.7378260394695386,-1.7407635641698571,-1.7000557208469063,-1.711871910682194,-1.732936338420549,-1.7340582108035625,-1.7354093960261283,-1.7304290597176353,-1.7355772685577602,-1.7427005275600362,-1.7364763449121896,-1.7227561910374065,-1.7030165449909018,-1.3310780310463362,-1.7691001062836451,-1.7296371431802642,-1.740758011855506,-1.7346436874906932,-1.7257798826208195,-1.7362124026057797,-1.73043655082002,-1.7113857438268996,-1.7393061414333375,-1.7308238033034145,-1.5697472732887159,-1.593757171353029,-1.7287913991988804,-1.743166396325517,-1.7408529743852885,-1.7408102771170524,-1.737365593129307,-1.748974849709233,-1.7376488613309624,-1.7348423287790202,-1.740895904700761,0.16050025755435732,-1.7331071473468862,-1.7360266817911363,-1.7173730011687935,-1.7358332990977476
2,1519089531,-1.7382395863779019,-1.735696209141373,-1.7170948937652661,-1.7321389418862096,-1.7387588341460087,-1.7476020986010037,-1.7355369930452451,-1.7333436095539292,-1.3588641653369347,-1.7292453253102296,-1.7493985511267476,-0.9094522118205681,-1.7079164388582995,-1.732032619360821,-1.7366358474014645,-1.7439005763325044,-1.7334228344309064,-1.7423975020723104,-1.746586256885261,-1.7377520599246739,-1.5824561991316095,-1.7405350586798807,-1.5851928108400628,-1.727282214760356,-1.7167285338739364,-1.7298050210558378,-1.768886760684173,0.12396004182524502,-1.727257551395136,-1.7298020609867095,-1.742827977472978,-1.7327157395782162,-1.7471639824024192,-1.7242822744781237,-1.7293339909919516,-1.737579873081727,-1.7249579977883343,-1.73140414747115,-1.7460452856304434,-1.7114640722140118,0.085792531671132,-1.7277832439894498,-1.6973641347860764,-1.7203430448054347,-1.697855493231138,-1.7176934356019404,-1.740671935525976,-1.609009774830499,-1.5834785637375384,-1.7226304308144988,-1.723553018073314,-1.72234999299526,-1.7479928303580203,-1.7389137731783844,-1.7421743140806232,-1.6862186932809784,-1.7355484209681507,-1.7383178578459981,-1.6975601089520616,-1.7094929538306203,-1.7305273365651224,-1.7317883495169961,-1.733060436334313,-1.7280633560230407,-1.7331776683250257,-1.740283798354595,-1.734065773935176,-1.7203951929037482,-1.7005588751052518,-1.3310780310463362,-1.7666128070197507,-1.7272688511758414,-1.7383877907355596,-1.7322689446048434,-1.723427615553234,-1.7338120295912396,-1.7280569371423546,-1.7090177893901557,-1.736871678705031,-1.7285240546855054,-1.5681496120252938,-1.5927496588642536,-1.7264540895410592,-1.7407504999586225,-1.738460072414814,-1.7384481590093273,-1.7349307055990024,-1.7464763099407459,-1.7352375119677883,-1.7324605710417926,-1.738528453763236,0.16050025755435732,-1.7307343574547105,-1.7336552473974411,-1.7150517631288507,-1.7330983976836847
3,1519089536,-1.7354886718003903,-1.732977994998708,-1.7145123026544826,-1.7294005436193072,-1.7360112373023804,-1.7449540925542235,-1.7328015974650108,-1.7306403834056254,-1.3584301883600798,-1.72653175079743,-1.7466137825184063,-0.9094522118205681,-1.7051997584127132,-1.7296044243497886,-1.7338473794474192,-1.7411704789969016,-1.7306892942691716,-1.739625043576044,-1.7434144464690116,-1.7350418864986301,-1.5809518980054904,-1.737682357100654,-1.5834022902983804,-1.724612562677251,-1.7141828530920906,-1.7271072039469177,-1.7660639437630887,0.12396004182524502,-1.7245238741975215,-1.7270374080150732,-1.73996211336884,-1.7297089818957663,-1.7444376290896273,-1.7216158159066963,-1.7266323695535184,-1.7348253529690043,-1.7222732897392372,-1.728965161412913,-1.743319070357363,-1.7089243323599599,0.085792531671132,-1.7251397823574615,-1.6947445888335937,-1.7177448918899898,-1.6953334964076505,-1.7151486574210641,-1.7378519600619957,-1.6069229766118687,-1.5827318407634297,-1.7200036814618065,-1.7209227270755068,-1.7196811864828967,-1.745337289358346,-1.7361405619067358,-1.7393542658123873,-1.6837129102771242,-1.7328151475523954,-1.7355248434513983,-1.6948004429621726,-1.7067778274812955,-1.7278103015799895,-1.7290637435812504,-1.7303656215157586,-1.7253103533706329,-1.7304886476436536,-1.7375249760784728,-1.731331528996986,-1.7177883604106634,-1.6978150469594897,-1.3310780310463362,-1.7638057324597074,-1.7245705892427483,-1.7356658871594721,-1.7295149994315917,-1.7207644879310957,-1.7310821854803309,-1.7253537759112436,-1.7063915677514903,-1.7340605733357195,-1.725852901383368,-1.5665519507618717,-1.5907346338867026,-1.723808966663086,-1.7380361260602193,-1.735719729688682,-1.7356787974459327,-1.7320773924605188,-1.7437660041784462,-1.732497061506331,-1.7297854384577467,-1.7357637208353192,0.16050025755435732,-1.728046970998453,-1.7310049050034388,-1.712479528486769,-1.730060770406168
4,1519089542,-1.7333475736813506,-1.730875622936086,-1.7124890568270292,-1.7272786074010258,-1.7338933122156208,-1.7427874688026967,-1.7306879496148166,-1.728569150769597,-1.35784941457332,-1.7244235422895353,-1.7444556741926647,-0.9094522118205681,-1.7031295004768057,-1.7271827704207972,-1.7316780095449644,-1.7390066385325926,-1.728577285426413,-1.7374827745101034,-1.7423571763302617,-1.732921943266114,-1.5809518980054904,-1.7355761882130807,-1.5814646036847788,-1.7225372507518357,-1.7121651929267399,-1.7250316880681642,-1.7638418824699198,0.12396004182524502,-1.7223560700204867,-1.7249312202208804,-1.7377564840785429,-1.7272818544239126,-1.7422636157052958,-1.719563416089339,-1.7245347576249594,-1.7326604304510314,-1.7201898497752555,-1.7265551980621396,-1.74114472526711,-1.706926016800728,0.085792531671132,-1.7230824462595633,-1.693981614284327,-1.7157019392035069,-1.6933432649139053,-1.7131572036136653,-1.735683943516242,-1.6056081537197138,-1.5807168740078983,-1.717960899615563,-1.7189011263666147,-1.717577163550979,-1.7431722002317696,-1.7339876903753724,-1.737178282040494,-1.681746050658808,-1.7307403345548675,-1.7333667854102228,-1.6927840647697643,-1.7047007026860763,-1.7257166711766345,-1.7269933412197227,-1.7282571241044367,-1.7232624539048151,-1.7283804782786714,-1.7353827679848648,-1.729210073155009,-1.7157668378312672,-1.6957888569029698,-1.3310780310463362,-1.7616034524462616,-1.7224977808730606,-1.733546822283421,-1.727449340310598,-1.7187210974911633,-1.7289647757814923,-1.7232458901349281,-1.7046372364320466,-1.7318799593631382,-1.7237844379936003,-1.5665519507618717,-1.5897271213979272,-1.7217656933003982,-1.7359237327486885,-1.7335768269949412,-1.7335276290483936,-1.7300119092450261,-1.7415861568061748,-1.7303743080505871,-1.7276632479494485,-1.7336200879367698,0.16050025755435732,-1.725940750008422,-1.7288824668596772,-1.7104803291407298,-1.7276009628705853
5,1519089547,-1.730925207116759,-1.7284194583065418,-1.710260514981074,-1.724858294887596,-1.7314557827906394,-1.740376748635798,-1.7282989691290136,-1.7261440606500353,-1.357347740038499,-1.7220211911501744,-1.7419936037248163,-0.9094522118205681,-1.7007115456654585,-1.724764750426273,-1.7291817248290573,-1.7365881571136537,-1.7261640080901846,-1.7350437315317941,-1.7381280957752625,-1.7304804247493613,-1.5780875438064417,-1.7330956547627685,-1.5796740831430967,-1.7201514299960727,-1.7098613410067887,-1.7226484714694608,-1.7613679769982924,0.12396004182524502,-1.7199364362159357,-1.7225053813052456,-1.7352036992768853,-1.7245496347795404,-1.73980281723348,-1.7171566100370326,-1.7221320953192691,-1.7302252805751714,-1.7178150739487579,-1.724131110494297,-1.7387314449228177,-1.7046246268709713,0.085792531671132,-1.720703445691564,-1.6905990937825772,-1.7132941372523496,-1.6911140620697143,-1.7108679201809698,-1.7331997216303578,-1.6042338246999939,-1.5796145686651664,-1.7156709906668128,-1.7164659432214566,-1.715182802997356,-1.7407545728862515,-1.7315483841931936,-1.7346481040735287,-1.6795295996466246,-1.728367943949567,-1.7308939724810224,-1.690392814391125,-1.702294415554425,-1.7233137010560577,-1.7246396203034091,-1.7258532795712243,-1.7208641646102636,-1.7259457664751994,-1.7329355685866927,-1.7267845502686885,-1.7134412119872187,-1.693394237006151,-1.3310780310463362,-1.7591278398878418,-1.7201030573214917,-1.7311143304708887,-1.7250489623590202,-1.7162950734481557,-1.7265434479798043,-1.7208432826575106,-1.702253455973803,-1.729406396121661,-1.721367479753111,-1.5641554588667386,-1.5877120964203761,-1.7193262438520174,-1.7334764569731984,-1.7311204647145617,-1.7311687899780754,-1.7275480934008496,-1.7391273815010917,-1.7279423580092037,-1.7252395865165595,-1.731256200258659,0.16050025755435732,-1.7234907803119222,-1.7264425023066852,-1.7080731721324436,-1.7248328886868791
6,1519089553,-1.7276290218103278,-1.7252226529549393,-1.7072157340184309,-1.7215939740675337,-1.7281852902708852,-1.7371350805547077,-1.725043457944276,-1.7229470623395025,-1.3563600682980705,-1.718785380556669,-1.738647969435973,-0.9094522118205681,-1.6975174912893605,-1.7223125714477565,-1.7258569363261709,-1.7332342982216284,-1.7229042717475795,-1.7317165829472905,-1.736013555497763,-1.7272052790304078,-1.5748625694744192,-1.729869881714659,-1.5787788228722555,-1.716863872783586,-1.7067080451206218,-1.7194240603841235,-1.7580017363733311,0.12396004182524502,-1.7167598482682753,-1.7192313811028626,-1.7318561322967965,-1.7209055904513646,-1.7364499879766884,-1.7138002697794297,-1.7189011805806054,-1.7270250036896484,-1.7146463827870149,-1.721692020753671,-1.7353527579309465,-1.7015779881825759,0.085792531671132,-1.717393090170191,-1.6889078335317025,-1.710183490202513,-1.6880914970809469,-1.7078169810611696,-1.7297613286492657,-1.6021866972330736,-1.573889692530333,-1.7125619464868198,-1.7132884123637397,-1.7120101960318737,-1.7375060317423867,-1.7282396747040512,-1.7313629138161588,-1.6765630132522449,-1.7251909130163623,-1.7275982734018824,-1.6871409084366906,-1.6991056302687217,-1.7200432537406625,-1.7214699008833476,-1.7226601189613069,-1.7176940452668592,-1.7226867942080621,-1.729663570075374,-1.7235152319933429,-1.7102752760394297,-1.690154659386119,-1.3310780310463362,-1.7557797106544046,-1.7168652694677038,-1.7278212427347845,-1.7218623163833933,-1.7129693071936534,-1.7232710183435416,-1.717636834307152,-1.6990170906977415,-1.7259759184116863,-1.7181996700985986,-1.5601613057081833,-1.5867045839316007,-1.7161344908251033,-1.7302654954402603,-1.7278262427791173,-1.7279756297372737,-1.7243667850655182,-1.7357736866159443,-1.7246872961956574,-1.7219705431801693,-1.7280563964035411,0.16050025755435732,-1.7202226574223225,-1.723207500523272,-1.7050167466595607,-1.7211305890476936
7,1519089558,-1.7260503861592793,-1.723622099063178,-1.7056998776006322,-1.7200008955018002,-1.7265732603896329,-1.7355044606569316,-1.7234730565935727,-1.721390732629641,-1.3550994685081588,-1.717202418548664,-1.7370514658699276,-0.9094522118205681,-1.6958797884257955,-1.7198930978794453,-1.724214621316273,-1.7316076519295762,-1.7213158844117904,-1.730120279840261,-1.7328417450815135,-1.7255972676282656,-1.5741104189113595,-1.728294721938114,-1.5778835626014143,-1.7152365033502877,-1.7052066392525216,-1.717844591880479,-1.756402968085113,0.12396004182524502,-1.715222905237126,-1.7176204972719844,-1.7302012887645133,-1.7191692303286592,-1.7347850633823223,-1.7122048577051394,-1.717348320368808,-1.725448909140499,-1.7130523408028875,-1.7192815590585113,-1.733718537222184,-1.7000523138647807,0.085792531671132,-1.7157564686851532,-1.6855380292724405,-1.708633570063035,-1.6865708723894344,-1.7062893854184085,-1.7280897854211634,-1.6009058570069055,-1.5709739171076227,-1.7110170831537432,-1.7117918714625897,-1.710402658939049,-1.7358669938067848,-1.7266591426685003,-1.7297412240942338,-1.6750706588869644,-1.723630718740077,-1.7259719411372434,-1.6856464170587848,-1.6974833590253933,-1.7184939554145608,-1.7199154566645356,-1.7210627135591483,-1.7161623944308726,-1.7210909093700855,-1.7280446248491554,-1.7219260382838915,-1.7087549342965758,-1.6886522348854982,-1.3310780310463362,-1.7542069596901795,-1.7152724396074908,-1.726262951496499,-1.7203184817091426,-1.7113798638954283,-1.7216823718249599,-1.7160233210798312,-1.6972208933781603,-1.7243078096977378,-1.716662160129446,-1.5593624750764723,-1.5856970714428253,-1.7146258129969287,-1.7286537779422206,-1.7262284886691455,-1.7263934485886085,-1.7228360121215827,-1.7341040054629426,-1.7230814514877117,-1.7204008272380864,-1.7264644267180587,0.16050025755435732,-1.71864760273847,-1.7216429337139978,-1.703482711817049,-1.7193850559794872
8,1519089564,-1.7223599829296719,-1.7201072424890613,-1.7021771363626603,-1.716332871955462,-1.722831457909836,-1.7318624226732842,-1.7198523326515929,-1.7178517585642674,-1.3544944661217058,-1.7135757694387377,-1.7332692675307477,-0.9094522118205681,-1.6921789762933526,-1.7174641760815195,-1.7204232286208823,-1.7278276866630493,-1.7176019875890118,-1.7263848619471676,-1.7286126645265143,-1.7219066252740125,-1.570978175470673,-1.7246351821832975,-1.5760930420597319,-1.7116884638340957,-1.7016427580429905,-1.7142840176656318,-1.752667273276713,0.12396004182524502,-1.711728292147249,-1.7139016244903356,-1.7263460719848351,-1.7151157809683977,-1.7308921166150262,-1.7085487926424696,-1.713725881937839,-1.721862385046315,-1.709434730729996,-1.7168424024260216,-1.7299305862291587,-1.6966703515393275,0.085792531671132,-1.712263586036864,-1.6809093170068885,-1.7051773573396847,-1.6831780532939522,-1.7028383881304292,-1.7242511211424365,-1.5987945562651602,-1.566303935333038,-1.7074353509228162,-1.7080968114013821,-1.70675064661087,-1.7322121982564451,-1.7229465001726239,-1.7259271303650434,-1.6717307096402751,-1.7200090140289903,-1.7222369296556415,-1.6820190717376373,-1.6938002611711218,-1.714865661310453,-1.716298850289447,-1.7174138452532206,-1.7126174485247705,-1.717425917928989,-1.7243125205642242,-1.718253971280549,-1.705140649279504,-1.6850486522806345,-1.3310780310463362,-1.7505093151274385,-1.7117054747424685,-1.722559009726182,-1.7167680978569435,-1.707726090037889,-1.718007506531824,-1.712346649139016,-1.6936684566372522,-1.7204674061398875,-1.713181273095103,-1.5569659831813392,-1.5836820464652743,-1.7109253725939895,-1.7250373319229249,-1.7225903344251126,-1.722688768556353,-1.7192211852627068,-1.7301944459637506,-1.7193776781891077,-1.716741227922619,-1.7227574810242057,0.16050025755435732,-1.7149616915333707,-1.7180850743695113,-1.7001020740969723,-1.7152930062825977
9,1519089569,-1.7211681294188568,-1.71896540522723,-1.701109954865672,-1.7151774560248974,-1.7216921083211598,-1.7306881057186194,-1.7187473278469807,-1.7167500332125627,-1.3540505126626243,-1.7124307261519196,-1.7321315607636047,-0.9094522118205681,-1.6909864411385371,-1.715043975726315,-1.719219110026332,-1.7266587995021843,-1.7164698332240025,-1.7252697203551615,-1.7275553943877646,-1.7207640733724627,-1.570978175470673,-1.7234810002644028,-1.5760930420597319,-1.7105265617974819,-1.7005552859988113,-1.7131126239898493,-1.7514899661544427,0.12396004182524502,-1.7105757347602268,-1.712712315937303,-1.7251075238131781,-1.7138197712095984,-1.7296702164888575,-1.7073442910974486,-1.7125731587668818,-1.7206895782550247,-1.7082279760570784,-1.7144309172853438,-1.7287663933903474,-1.6955587723052965,0.085792531671132,-1.7111105992061006,-1.6801463424576215,-1.704075144708168,-1.682085302378082,-1.7017157156937732,-1.7230524287916833,-1.597714840916228,-1.5659602057100355,-1.706345770497814,-1.7069258805217167,-1.7056192719819845,-1.7310409192626406,-1.7217476566706804,-1.7246905050805563,-1.6706600580701705,-1.7188557554911579,-1.7210520922677652,-1.6809050510828814,-1.6926183928516583,-1.7137145493370503,-1.715144973712897,-1.7162144510241537,-1.7114540744257396,-1.7162875263560646,-1.723174573959876,-1.7170905807891796,-1.7040300822386387,-1.6839378046802995,-1.3310780310463362,-1.7493414094898352,-1.7105234224793773,-1.7214500691591825,-1.7156029246321047,-1.706528295757626,-1.7168512072959703,-1.7112047359830789,-1.692588358730214,-1.7192681488129533,-1.7121024817114578,-1.5569659831813392,-1.5836820464652743,-1.709756152306096,-1.7238914531940799,-1.7214297437920103,-1.7215010904939614,-1.7180993194246594,-1.7289662969595019,-1.718245185216318,-1.7155923254733714,-1.7215696053059832,0.16050025755435732,-1.713812360132986,-1.7169448534837153,-1.6990373698597467,-1.713987520502326
