,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/13bytes-received,HundredGigE0/0/0/0output-packet-rate,HundredGigE0/0/0/13bytes-sent,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/6bytes-sent,HundredGigE0/0/0/14bytes-received,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/5output-data-rate,HundredGigE0/0/0/8output-data-rate,HundredGigE0/0/0/15packets-received,performance-statistics__global__configuration-items-processed,HundredGigE0/0/0/11output-data-rate,HundredGigE0/0/0/16bytes-sent,HundredGigE0/0/0/0packets-received,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/9input-data-rate,HundredGigE0/0/0/3packets-sent,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/12bytes-sent,HundredGigE0/0/0/5input-packet-rate,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/8bytes-sent,HundredGigE0/0/0/18bytes-received,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/0input-packet-rate,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/17bytes-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/30input-data-rate,HundredGigE0/0/0/7bytes-received,HundredGigE0/0/0/9bytes-received,HundredGigE0/0/0/6bytes-received,HundredGigE0/0/0/19output-data-rate,protocol-route-memory,HundredGigE0/0/0/10bytes-sent,HundredGigE0/0/0/7output-data-rate,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/15output-data-rate,HundredGigE0/0/0/2packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/6output-data-rate,HundredGigE0/0/0/11input-data-rate,HundredGigE0/0/0/5input-data-rate,HundredGigE0/0/0/11bytes-sent,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/8bytes-received,HundredGigE0/0/0/30bytes-received,HundredGigE0/0/0/17bytes-received,HundredGigE0/0/0/3packets-received,HundredGigE0/0/0/2bytes-sent,0/RP0/CPU0free-physical-memory,HundredGigE0/0/0/5bytes-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/19bytes-sent,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/1bytes-received,HundredGigE0/0/0/15bytes-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/15input-data-rate,HundredGigE0/0/0/5bytes-sent,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/1bytes-sent,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/14input-data-rate,HundredGigE0/0/0/19packets-sent,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/11bytes-received,HundredGigE0/0/0/2bytes-received,HundredGigE0/0/0/15bytes-received,HundredGigE0/0/0/30input-packet-rate,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/13output-data-rate,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/30packets-received,HundredGigE0/0/0/3bytes-received,HundredGigE0/0/0/13input-data-rate,HundredGigE0/0/0/16bytes-received,HundredGigE0/0/0/10bytes-received,HundredGigE0/0/0/3bytes-sent,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/9output-data-rate,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4bytes-sent,HundredGigE0/0/0/9bytes-sent,HundredGigE0/0/0/7bytes-sent,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,vrf__path-count,HundredGigE0/0/0/12input-packet-rate,HundredGigE0/0/0/18output-data-rate,HundredGigE0/0/0/17input-data-rate,HundredGigE0/0/0/12bytes-received,HundredGigE0/0/0/30output-packet-rate,HundredGigE0/0/0/4input-packet-rate,HundredGigE0/0/0/14bytes-sent,HundredGigE0/0/0/18bytes-sent,HundredGigE0/0/0/19bytes-received
0,1519068858,-1.62153328462577,-1.662803834737459,-0.11197738820201042,-1.8071214402635811,-0.9813581056243106,-1.7481818295712912,-1.66413563445332,-1.6316681638734178,-0.11795106898380656,-0.13152919223498694,-1.6285145948333837,-0.31791639761372475,-0.12890693924118035,-1.7752546409565728,-1.7309034565476045,-1.6315723546652088,-0.12442591980753763,-1.7320667529345268,-1.6304537938605388,-1.7301540730011027,-1.8335682385433203,-1.8342702800264041,-1.8053965901694848,-0.06988146558126072,-1.6305444972569338,-1.580588532154089,-1.7699760711788293,-1.645254919894083,-1.6519986265525015,-0.9909316874920985,-1.8369316968763505,-1.783646840141645,-1.7763464181232382,-1.737577744815718,-1.8339695551188484,-0.09392383295145909,-1.7012992383478323,-1.6230846746726983,-1.5823948841153619,-0.12624044226476552,0.07030409756829685,-1.7696152142160706,-0.12076515837871127,-1.828723410227371,-1.7081303434206951,-0.12985638918951975,-1.731462912314109,-1.7295222856066272,-1.6513081312908415,-1.8279115415990044,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7675292596931385,-1.784637316308388,-1.4904324658397763,-0.9355890636458475,-1.6442792256248688,-1.7325525073950758,-1.7302807138761425,-0.19966359438559048,-0.9811638176030854,-1.8285566878851183,-1.6529414788314536,-1.7745902909441518,-1.8360987454659718,-1.696527781293547,-1.8088626187663395,-1.7307698011956592,-0.11588170546250143,-1.7473088547751277,-0.9108544890177711,-1.7335541450303547,-1.8247620002919895,-0.11588170546250143,-1.8345943530707913,-1.3788147549680563,-1.6225056181903648,-1.7315717692097665,-1.6624860270552282,-0.09385113719264739,-1.7839469873211413,-0.1207651583787118,-1.8361816329558918,-1.7336766009887203,-0.9995189032955597,-1.7324570980807572,-0.11588170546250143,-1.6437196433733328,-1.6232109135073605,-1.7311457143054165,0.2607953589993508,-1.832445730567606,-0.12985638918951828,-1.6295177144188462,-1.6521599409714347,-1.7478166064716025,-1.76870221087631,-1.74686219665807,-1.6305368998710439,-1.784092582706542,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6647177487636824,-0.0893124125649763,-0.08075530505562963,-1.8083779981778485,-1.7766084775130484,-1.6442716710764376
1,1519068864,-1.6195747032193009,-1.661044704310534,-0.11197738820201042,-1.804108360864451,-0.9810793121164147,-1.7437110185331706,-1.6612058584927942,-1.6291913749673654,-0.11795106898380656,-0.13152919223498694,-1.6265229444710096,-0.31791639761372475,-0.12890693924118035,-1.7715102801480263,-1.7282334961246708,-1.6295918649536083,-0.12442591980753763,-1.7227211781323388,-1.6279665015246618,-1.7301540730011027,-1.828694955975739,-1.8280041149783826,-1.8016286649708,-0.06988146558126072,-1.6280702896624746,-1.5772306973983767,-1.7639743441063054,-1.6416713530502849,-1.6499319039190123,-1.6332597289591264,-1.8313363361987376,-1.779531527826701,-1.7726069468784058,-1.7322105083154773,-1.8277074443743893,-0.09392383295145909,-1.6978721222468511,-1.621346639472946,-1.579348369180577,-0.12624044226476552,0.07030409756829685,-1.7636198859850845,-0.12076515837871127,-1.8238731127513728,-1.7043269809393604,-0.12985638918951975,-1.731462912314109,-1.7256415064764083,-1.6492421087229776,-1.823754800606961,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7630376160639927,-1.7805206501710162,-1.488946023426661,-0.9355890636458475,-1.6418942325237966,-1.7325525073950758,-1.7302807138761425,-0.19676182121308192,-0.9797985799582729,-1.8243981576172033,-1.6498331379491196,-1.7708561190182845,-1.8312063795614937,-1.6899147167092494,-1.8050985034371687,-1.7268839157969018,-0.11588170546250143,-1.7435777137389965,-0.9093232105794793,-1.7311443766411148,-1.819909288035316,-0.11588170546250143,-1.8297164797047698,-1.3788147549680563,-1.6201911499428037,-1.7315717692097665,-1.6601401361295114,-0.09385113719264739,-1.7798260873530156,-0.1207651583787118,-1.8312979174434922,-1.7312459164869565,-0.9992635878391544,-1.7324570980807572,-0.11588170546250143,-1.6419298171381147,-1.6208948743029925,-1.7237086474881371,-0.8345679855193767,-1.8268821617394264,-0.12985638918951828,-1.627527613592955,-1.650093140630968,-1.743346480723569,-1.764949561772734,-1.7423931833034856,-1.6280495960556616,-1.779979798222127,0.14837957284543185,0.26933707428919357,-0.12716573015695715,-0.12442591980753763,-1.6623723597834614,-0.0893124125649763,-0.08075530505562963,-1.8046138259026803,-1.7721142555688219,-1.6424845131505932
2,1519068869,-1.6190850578676836,-1.661044704310534,-0.11197738820201042,-1.8026018211648858,-0.9810793121164147,-1.7414756130141102,-1.6612058584927942,-1.6291913749673654,-0.11795106898380656,-0.13152919223498694,-1.6265229444710096,-0.31791639761372475,-0.12890693924118035,-1.770761407986317,-1.7259383123341916,-1.6295918649536083,-0.12442591980753763,-1.7227211781323388,-1.6279665015246618,-1.7301540730011027,-1.8279987727517988,-1.8273078744174913,-1.800121494891326,-0.06988146558126072,-1.627575448143583,-1.5772306973983767,-1.7624739123381745,-1.6416713530502849,-1.6499319039190123,-0.2568424972440666,-1.8306369161140361,-1.778159757055053,-1.7703632641315061,-1.7322105083154773,-1.8263158642089539,-0.09392383295145909,-1.6973009362300209,-1.621346639472946,-1.5788406166914462,-0.12624044226476552,0.07030409756829685,-1.7636198859850845,-0.12076515837871127,-1.8231802131119443,-1.7043269809393604,-0.12985638918951975,-1.731462912314109,-1.7251564090851308,-1.6492421087229776,-1.82236922027628,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7630376160639927,-1.7784623171023302,-1.4884505426222892,-0.9355633077328895,-1.6418942325237966,-1.7240145709047172,-1.7302807138761425,-0.19800543828701417,-0.9797985799582729,-1.8223188924832459,-1.6498331379491196,-1.7701092846331112,-1.8305074701465682,-1.6899147167092494,-1.802840034239666,-1.7263981801220574,-0.11588170546250143,-1.7428314855317704,-0.9089403909699063,-1.7287584629978634,-1.8185227988191237,-0.11588170546250143,-1.829019640652481,-1.3788147549680563,-1.6190339158190232,-1.7315717692097665,-1.6601401361295114,-0.09385113719264739,-1.7791392706916613,-0.1207651583787118,-1.829902570154235,-1.7288619395035334,-0.9991906405658957,-1.7248556227921639,-0.11588170546250143,-1.6419298171381147,-1.6208948743029925,-1.7237086474881371,0.4261332223229323,-1.826186715635904,-0.12985638918951828,-1.627527613592955,-1.650093140630968,-1.7426014597655635,-1.7641990319520187,-1.7416483477443883,-1.6280495960556616,-1.7792943341413912,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6623723597834614,-0.0893124125649763,-0.08075530505562963,-1.8038609914476467,-1.7713652185781175,-1.6424845131505932
3,1519068875,-1.618105767164449,-1.659871950692584,-0.11197738820201042,-1.8003420116155382,-0.9809050661739798,-1.73924020749505,-1.6606199033006892,-1.6282006594049445,-0.11795106898380656,-0.13152919223498694,-1.6250292066992293,-0.31791639761372475,-0.12890693924118035,-1.768514791501189,-1.7233820772342097,-1.6281064976699078,-0.12442591980753763,-1.7227211781323388,-1.626971584590311,-1.7301540730011027,-1.8252140398560381,-1.8245229121739261,-1.7978607397721151,-0.06988146558126072,-1.626585765105799,-1.5751320506760564,-1.7602232646859781,-1.6410740919096518,-1.6488985426022678,0.018440949098945367,-1.8278392357752298,-1.7761021008975808,-1.7681195813846067,-1.729825069870926,-1.823532703878083,-0.09392383295145909,-1.6950161921627,-1.6196086042731936,-1.576301854245792,-0.12624044226476552,0.07030409756829685,-1.7613716378984647,-0.12076515837871127,-1.8204086145542309,-1.7024252996986933,-0.12985638918951975,-1.7295871658994382,-1.722730922128744,-1.6476925917970795,-1.8195980596149177,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7592945797063715,-1.7764039840336443,-1.4874595810135456,-0.9355633077328895,-1.6412979842485285,-1.7240145709047172,-1.7302807138761425,-0.20142538524032783,-0.9791159611358666,-1.8195465389713024,-1.648797024321675,-1.7678687814775909,-1.8277118324868666,-1.6899147167092494,-1.8005815650421635,-1.723969501747834,-0.11588170546250143,-1.7398465727028654,-0.907983341945974,-1.7263604024594155,-1.8157498203867388,-0.11588170546250143,-1.8262322844433259,-1.3788147549680563,-1.618455298757133,-1.7286270720701344,-1.6583807179352237,-0.09385113719264739,-1.7763920040462442,-0.1207651583787118,-1.827111875575721,-1.7264533463955793,-0.999008272382749,-1.7248556227921639,-0.11588170546250143,-1.6401399909028966,-1.6197368547008086,-1.7237086474881371,0.40546598940748463,-1.8227094851182915,-0.12985638918951828,-1.6265325631800094,-1.648543040375618,-1.739621375933541,-1.7619474424898731,-1.739413841067096,-1.6265572137664324,-1.7765524778184478,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6600269708032405,-0.0893124125649763,-0.08075530505562963,-1.8016024880825459,-1.7691181076060043,-1.6401016359161342
4,1519068880,-1.6166368311095973,-1.6581128202656592,-0.11197738820201042,-1.7980822020661906,-0.980695971043058,-1.7377499371490097,-1.6582760825322684,-1.626714586061313,-0.11795106898380656,-0.13152919223498694,-1.6230375563368553,-0.31791639761372475,-0.12890693924118035,-1.766268175016061,-1.7207896568041978,-1.6271162528141077,-0.12442591980753763,-1.720852063171901,-1.6254792091887849,-1.7216171479555922,-1.8224293069602773,-1.821737949930361,-1.7948463996131674,-0.06988146558126072,-1.6255960820680155,-1.5734531332982002,-1.7579726170337815,-1.6398795696283859,-1.6473485006271509,0.29372439544195733,-1.8250415554364232,-1.7740444447401087,-1.7658758986377072,-1.7256505525929613,-1.8207495435472123,-0.09392383295145909,-1.6933026341122095,-1.6184499141400255,-1.5747785967783998,-0.12624044226476552,0.07030409756829685,-1.7591233898118448,-0.12076515837871127,-1.8176370159965176,-1.700048198147859,-0.12985638918951975,-1.7277114194847674,-1.7207905325636346,-1.6466595805131474,-1.8168268989535554,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7570487578917986,-1.7743456509649584,-1.4859731386004302,-0.9355375518199316,-1.6389129911474563,-1.7240145709047172,-1.7226800408890335,-0.1931346047474462,-0.9782058027059916,-1.8160810970813732,-1.6477609106942304,-1.764881443936897,-1.8249161948271648,-1.6833016521249518,-1.797570272778827,-1.7220265590484554,-0.11588170546250143,-1.738354116288413,-0.9072177027268281,-1.7239630736616418,-1.8122835973462579,-0.11588170546250143,-1.822748089181882,-1.3788147549680563,-1.6172980646333524,-1.7252726779371623,-1.6560348270095069,-0.09385113719264739,-1.7743315540621813,-0.1207651583787118,-1.8243211809972069,-1.7240447532876253,-0.9988623778362318,-1.7248556227921639,-0.11588170546250143,-1.6389467734127512,-1.6179998252975327,-1.7204859185339827,0.38479875649203693,-1.8199277007042016,-0.12985638918951828,-1.625039987560591,-1.6475096402053848,-1.7381313340175297,-1.7596958530277274,-1.7379241699489012,-1.6255622922402795,-1.7744960855762402,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6594406235581851,-0.0893124125649763,-0.08075530505562963,-1.799343984717445,-1.7668709966338911,-1.6395059166075197
5,1519068886,-1.6146782497031282,-1.6551809362207843,-0.11197738820201042,-1.7935625829674953,-0.980486875912136,-1.7347693964569293,-1.655932261763848,-1.6242377971552606,-0.11795106898380656,-0.13152919223498694,-1.6210459059744813,-0.31791639761372475,-0.12890693924118035,-1.7617749420458049,-1.7197144355690184,-1.6251357631025072,-0.12442591980753763,-1.720852063171901,-1.6229919168529077,-1.7130802229100817,-1.8175560243926958,-1.8175605065650133,-1.7910784744144825,-0.06988146558126072,-1.6231218744735565,-1.570095298542488,-1.7549717534975198,-1.636893263925221,-1.6447650973352894,-1.3579762826161144,-1.8194461947588105,-1.7699291324251645,-1.7606406388949416,-1.7220723949261343,-1.816574803050906,-0.09392383295145909,-1.6898755180112282,-1.6167118789402732,-1.571732081843615,-0.12624044226476552,0.07030409756829685,-1.7553763096674786,-0.12076515837871127,-1.812093818881091,-1.6957694153563576,-0.12985638918951975,-1.7277114194847674,-1.7169097534334155,-1.6445935579452833,-1.8119773677961717,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7533057215341772,-1.770915095850482,-1.4844866961873149,-0.9355375518199316,-1.6365279980463838,-1.7154766344143586,-1.712261140839289,-0.393460588406698,-0.9766130254537103,-1.8119225668134582,-1.6451706266256187,-1.7596536032406829,-1.8200238289226867,-1.6833016521249518,-1.7945589805154902,-1.718140673649698,-0.11588170546250143,-1.734622975252282,-0.9058778340933228,-1.7215654521675987,-1.8081241296976807,-0.11588170546250143,-1.8178702158158602,-1.3788147549680563,-1.614404979323901,-1.7252726779371623,-1.6542754088152192,-0.09385113719264739,-1.7702106540940556,-0.1207651583787118,-1.8187397918401786,-1.7217371494085163,-0.9986070623798264,-1.7144356229583617,-0.11588170546250143,-1.6371569471775334,-1.615104776292073,-1.7204859185339827,0.2401281260839031,-1.8157550240830669,-0.12985638918951828,-1.622552361528227,-1.6454428398649181,-1.7351512501855073,-1.755192674103436,-1.7334551565943168,-1.6230749884248972,-1.771068765172561,0.14837957284543185,0.26933707428919357,-0.12716573015695715,-0.12442591980753763,-1.656508887332909,-0.0893124125649763,-0.08075530505562963,-1.7940741435322096,-1.7608787007082558,-1.6377187586816753
6,1519068892,-1.6112507322418073,-1.6528354289848843,-0.11197738820201042,-1.7890429638688,-0.9802080824042402,-1.7302985854188089,-1.653002485803322,-1.6222563660304186,-0.11795106898380656,-0.13152919223498694,-1.6190542556121073,-0.31791639761372475,-0.12890693924118035,-1.7557839647521303,-1.7171659544683284,-1.6226601509630065,-0.12442591980753763,-1.720852063171901,-1.6200071660498554,-1.7130802229100817,-1.811290375377234,-1.8105981009561005,-1.7865569641760608,-0.06988146558126072,-1.6211425083979891,-1.5667374637867757,-1.7482198105409303,-1.633906958222056,-1.6426983747018002,-3.009676960674186,-1.8131514139964962,-1.7658138201102203,-1.7561532734011427,-1.7167051584258939,-1.8089211121410114,-0.09392383295145909,-1.6853060298765867,-1.6138151536073526,-1.5681778144196992,-0.12624044226476552,0.07030409756829685,-1.7493809814364922,-0.12076515837871127,-1.8051648224868073,-1.691966052875023,-0.12985638918951975,-1.7277114194847674,-1.712543876911919,-1.6425275353774194,-1.806435046473447,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7488140779050316,-1.766112318690215,-1.4810183305567122,-0.9355117959069736,-1.6347392532205798,-1.7154766344143586,-1.712261140839289,-0.39698417011617265,-0.9752477878088979,-1.8049916830335997,-1.642580342557007,-1.7544257625444686,-1.8130347347734324,-1.676688587540654,-1.7877835729229827,-1.7137690525760962,-0.11588170546250143,-1.7293993778016983,-0.903963736045458,-1.7191536349044703,-1.802578172832911,-0.11588170546250143,-1.8109018252929723,-1.3788147549680563,-1.6126691281382302,-1.7252726779371623,-1.6519295178895022,-0.09385113719264739,-1.7654029374645759,-0.1207651583787118,-1.812460729038522,-1.719312145550875,-0.9982787996501625,-1.7144356229583617,-0.11588170546250143,-1.6353671209423153,-1.613367746888797,-1.7204859185339827,-1.8472623983763135,-1.8094960091513648,-0.12985638918951828,-1.6205622607023356,-1.6423426393542182,-1.729936103479468,-1.7499389653584294,-1.7297309787988298,-1.6210851453725914,-1.7662705166074102,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6547498455977432,-0.0893124125649763,-0.08075530505562963,-1.7888043023469744,-1.7556354417733249,-1.634144442829987
7,1519068897,-1.6112507322418073,-1.6528354289848843,-0.11197738820201042,-1.7882896940190174,-0.9801383840272663,-1.7295534502457888,-1.653002485803322,-1.6222563660304186,-0.11795106898380656,-0.13152919223498694,-1.6190542556121073,-0.31791639761372475,-0.12890693924118035,-1.755035092590421,-1.7145890420369008,-1.6226601509630065,-0.12442591980753763,-1.720852063171901,-1.6200071660498554,-1.7130802229100817,-1.810594192153294,-1.8099018603952093,-1.785803379136324,-0.06988146558126072,-1.6211425083979891,-1.5667374637867757,-1.747469594656865,-1.633906958222056,-1.6426983747018002,-0.34860364602507055,-1.8124519939117947,-1.7651279347243962,-1.7539095906542432,-1.7167051584258939,-1.8082253220582936,-0.09392383295145909,-1.6853060298765867,-1.6138151536073526,-1.5681778144196992,-0.12624044226476552,0.07030409756829685,-1.748631565407619,-0.12076515837871127,-1.8037790232079507,-1.691966052875023,-0.12985638918951975,-1.7277114194847674,-1.712543876911919,-1.6425275353774194,-1.805049466142766,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7480654706335073,-1.7654262076673197,-1.4810183305567122,-0.9355117959069736,-1.6347392532205798,-1.7154766344143586,-1.712261140839289,-0.3955332835299184,-0.9752477878088979,-1.803605506277628,-1.642580342557007,-1.7536789281592953,-1.812335825358507,-1.676688587540654,-1.7862779267913143,-1.7137690525760962,-0.11588170546250143,-1.7293993778016983,-0.903580916435885,-1.7167666968242745,-1.8011916836167188,-0.11588170546250143,-1.8102049862406835,-1.3788147549680563,-1.6126691281382302,-1.7252726779371623,-1.6519295178895022,-0.09385113719264739,-1.7647161208032216,-0.1207651583787118,-1.811065381749265,-1.7169098642697238,-0.9982058523769038,-1.7144356229583617,-0.11588170546250143,-1.6353671209423153,-1.613367746888797,-1.7204859185339827,0.36413152357658923,-1.8088005630478423,-0.12985638918951828,-1.6205622607023356,-1.6423426393542182,-1.729936103479468,-1.7491884355377143,-1.7297309787988298,-1.6210851453725914,-1.7655850525266743,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6547498455977432,-0.0893124125649763,-0.08075530505562963,-1.7865457989818734,-1.7556354417733249,-1.634144442829987
8,1519068903,-1.6102714415385728,-1.6522490521759094,-0.11197738820201042,-1.7845233447701045,-0.9799989872733184,-1.7273180447267285,-1.6518305754191118,-1.6212656504679976,-0.11795106898380656,-0.13152919223498694,-1.6180584304309202,-0.31791639761372475,-0.12890693924118035,-1.7520396039435837,-1.7120741615998105,-1.6216699061072062,-0.12442591980753763,-1.7189829482114636,-1.6190122491155046,-1.7130802229100817,-1.8078094592575331,-1.8071168981516441,-1.783542624017113,-0.06988146558126072,-1.6196579838413137,-1.5642190877199915,-1.7452189470046684,-1.6333096970814232,-1.6411483327266834,-0.07332019968205862,-1.8096543135729883,-1.763070278566924,-1.7516659079073438,-1.7143197199813425,-1.8054421617274228,-0.09392383295145909,-1.683592471826096,-1.6126564634741845,-1.5656390519740453,-0.12624044226476552,0.07030409756829685,-1.7463833173209993,-0.12076515837871127,-1.8010074246502374,-1.6895889513241888,-0.12985638918951975,-1.7277114194847674,-1.7101183899555321,-1.6399450071675892,-1.8015855153160631,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7443224342758858,-1.7633678745986339,-1.4800273689479686,-0.9354860399940157,-1.6329505083947755,-1.706938697924,-1.712261140839289,-0.39594782255456246,-0.9741100897715541,-1.8008331527656847,-1.6415442289295623,-1.751438425003775,-1.8088412782838799,-1.676688587540654,-1.7840194575938118,-1.7118261098767176,-0.11588170546250143,-1.7271606931800196,-0.9028152772167392,-1.7143684899376916,-1.798418705184334,-0.11588170546250143,-1.8074176300315283,-1.3788147549680563,-1.6103546598906693,-1.7252726779371623,-1.651343045158073,-0.09385113719264739,-1.7626556708191587,-0.1207651583787118,-1.808274687170751,-1.7145025335271302,-0.9979870105571279,-1.7068341476697684,-0.11588170546250143,-1.6317874684718792,-1.6122097272866132,-1.7172383993571039,0.36413152357658923,-1.80532333253023,-0.12985638918951828,-1.6195672102893899,-1.6413092391839847,-1.7269560196474456,-1.7469368460755685,-1.7274964721215376,-1.619592763083362,-1.762843196203731,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6524044566175222,-0.0893124125649763,-0.08075530505562963,-1.7842872956167726,-1.7533883308012117,-1.6329530042127574
9,1519068908,-1.608802505483721,-1.6510762985579595,-0.11197738820201042,-1.7822635352207568,-0.9798247413308834,-1.7258277743806882,-1.6506586650349016,-1.6197795771243662,-0.11795106898380656,-0.13152919223498694,-1.6170626052497332,-0.31791639761372475,-0.12890693924118035,-1.7497929874584557,-1.7097091918157017,-1.6201845388235059,-0.12442591980753763,-1.7171138332510258,-1.6180173321811537,-1.7045432978645711,-1.8050247263617725,-1.804331935908079,-1.7790211137786913,-0.06988146558126072,-1.61866830080353,-1.5621204409976712,-1.742968299352472,-1.632115174800157,-1.6395982907515665,-0.07332019968205862,-1.8068566332341818,-1.760326737023628,-1.749422225160444,-1.7113379219256533,-1.802659001396552,-0.09392383295145909,-1.6801653557251148,-1.6109184282744322,-1.5641157945066528,-0.12624044226476552,0.07030409756829685,-1.7441350692343793,-0.12076515837871127,-1.798235826092524,-1.6872118497733548,-0.12985638918951975,-1.7258356730700966,-1.7081780003904226,-1.638911995883657,-1.798814354654701,-0.11795106898380656,-0.12716573015695715,-0.08561433735712642,-1.7413280051897888,-1.761309541529948,-1.4785409265348533,-0.9354860399940157,-1.630565515293703,-1.706938697924,-1.7046604678521802,-0.39853869145858795,-0.9731999313416791,-1.7980607992537412,-1.6405081153021177,-1.7491979218482545,-1.806045640624178,-1.6700755229563564,-1.7817609883963093,-1.7089116958276496,-0.11588170546250143,-1.7256682367655671,-0.9020496379975932,-1.7119711611399182,-1.794259237535757,-0.11588170546250143,-1.804630273822373,-1.3788147549680563,-1.6097760428287788,-1.7223279807975302,-1.6501700996952147,-0.09385113719264739,-1.760595220835096,-0.1207651583787118,-1.8054839925922368,-1.7121027769767003,-0.9978411160106107,-1.7068341476697684,-0.11588170546250143,-1.630594250981734,-1.6104726978833372,-1.7140156704029494,0.32279705774569384,-1.8018461020126177,-0.12985638918951828,-1.6185721598764442,-1.6392424388435183,-1.7254659777314345,-1.744685256613423,-1.7252619654442454,-1.6181003807941328,-1.7607868039615235,0.14837957284543185,-3.7102556152082777,-0.12716573015695715,-0.12442591980753763,-1.6506454148823566,-0.0893124125649763,-0.08075530505562963,-1.7820287922516718,-1.7511412198290985,-1.6305701269782984
