,Time,HundredGigE0/0/0/8packets-received,HundredGigE0/0/0/0packets-sent,HundredGigE0/0/0/12output-load,HundredGigE0/0/0/10packets-received,HundredGigE0/0/0/8output-data-rate,HundredGigE0/0/0/15packets-received,HundredGigE0/0/0/17output-load,HundredGigE0/0/0/9packets-received,HundredGigE0/0/0/9input-data-rate,HundredGigE0/0/0/3packets-sent,HundredGigE0/0/0/14packets-received,HundredGigE0/0/0/11output-load,HundredGigE0/0/0/15output-load,HundredGigE0/0/0/9output-load,HundredGigE0/0/0/2packets-sent,HundredGigE0/0/0/12input-load,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/11input-load,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/4packets-received,HundredGigE0/0/0/11packets-received,HundredGigE0/0/0/13output-packet-rate,HundredGigE0/0/0/17packets-received,HundredGigE0/0/0/14output-load,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/1packets-received,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/12output-packet-rate,HundredGigE0/0/0/8input-data-rate,HundredGigE0/0/0/10input-packet-rate,HundredGigE0/0/0/12output-data-rate,protocol-route-memory,HundredGigE0/0/0/8output-packet-rate,HundredGigE0/0/0/17output-data-rate,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/5packets-received,HundredGigE0/0/0/18output-load,HundredGigE0/0/0/2packets-received,HundredGigE0/0/0/6packets-received,HundredGigE0/0/0/16packets-received,HundredGigE0/0/0/8input-packet-rate,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/14output-packet-rate,HundredGigE0/0/0/3packets-received,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/9input-packet-rate,HundredGigE0/0/0/18packets-received,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/7packets-received,HundredGigE0/0/0/16output-packet-rate,HundredGigE0/0/0/1input-load,HundredGigE0/0/0/10output-load,HundredGigE0/0/0/10input-load,HundredGigE0/0/0/18output-packet-rate,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/8output-load,HundredGigE0/0/0/19packets-sent,HundredGigE0/0/0/9input-load,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/18input-load,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/13output-data-rate,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/17output-packet-rate,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/11output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/13packets-received,HundredGigE0/0/0/19packets-received,HundredGigE0/0/0/4output-load,HundredGigE0/0/0/16output-load,HundredGigE0/0/0/12packets-received,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/12input-packet-rate,HundredGigE0/0/0/18output-data-rate,HundredGigE0/0/0/7output-load,HundredGigE0/0/0/13output-load,HundredGigE0/0/0/8input-load
0,1504285744,-1.9949654445538743,-1.734753965651707,-0.8636111902716566,-1.6332117700842101,0.919585606137947,-1.7165595598691359,-0.9013531278269025,-1.8714616965642181,0.822921629435375,-1.7324855339716807,-1.7101890824390362,0.9087212805047103,-0.5126325357299865,0.6007772566376549,-1.7278252363166657,-0.2173213894163733,-1.7182428041749516,0.6689607667446457,-1.7206463436804134,-1.6975914254106987,-1.747445599724715,0.8606340436743701,-1.701481280541632,1.1508222600734064,-1.5938989186941823,-1.7792634345613905,-1.7266256303638325,-1.9740917785075471,-0.9053908286574647,0.9036889116291538,-0.8169035189446965,-0.8975547471483363,0.7907033193645379,0.9302741102067539,-0.9051679816827278,1.0501508032789177,-1.8389395210468227,-1.7199739437255261,-0.8313575628479698,-1.7352017717816814,-1.7178481219657713,-1.7147655964229795,0.9244333538198902,-1.8572048672219132,-1.7098027041651258,1.1251721382779298,-1.7174405622315612,-1.726083008212422,0.809962222422066,-1.702132461809562,-1.6138594525453371,-1.7140732291369933,-0.9488675503594147,-1.0890458477546106,-0.07814977553542474,-0.9565469521201044,-0.8858224193311195,-1.5543874284298183,0.9013973381294579,-1.7388600644017231,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.717177216340369,0.8589513810420162,-1.5450482119063091,-0.9013149810034873,-1.7250574420347602,0.9164761050479302,-1.8533576016097835,-1.7048051356941485,-1.7231711621367218,-0.5751410304250983,-0.9587587391484304,-1.705113469317613,-1.7957541697516204,-0.2396289699200391,-0.8758595674757038,0.9968187111364788,0.8335860869270149,0.9409009151514786
1,1504285750,-1.977992530398021,-1.72462068874374,-0.8636111902716566,-1.6261327590831034,0.911653305984026,-1.7065353209876475,-0.9013531278269025,-1.85727419000345,0.8597825898822344,-1.7012502271729633,-1.7010667296734694,0.9087212805047103,-0.5126325357299865,0.6007772566376549,-1.7278252363166657,-0.2173213894163733,-1.7090368022026705,0.6689607667446457,-1.7124324590300841,-1.6884786791132471,-1.7370172835109818,0.8790123458654125,-1.6930380423350253,1.2603795346957791,-1.5875675464151056,-1.7677877829694633,-1.717045945207009,-1.9575569555424186,-0.9071088418934941,0.8810207623072829,-0.8445410092570486,-0.8963596608161379,0.7907033193645379,0.9194431842888248,-0.905114153929914,1.0501508032789177,-1.82440109294977,-1.7107333520879826,-0.9265178742398823,-1.7352017717816814,-1.7072597967272065,-1.70447133001027,0.9237417937059273,-1.843270622124999,-1.700292131880932,1.228735347519485,-1.7174405622315612,-1.7168977091471636,0.8598080648534618,-1.6929416410415736,-1.6069645163625264,-1.7048647549905716,-0.9584691573460655,-1.0890458477546106,-0.4569591041724116,-0.9565469521201044,-0.9155603250974493,-1.548858024419278,0.9013973381294579,-1.7283177273305301,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.7081979820094844,0.8785503555739527,-1.540295541320342,-0.9028128073156452,-1.7151496902775263,0.9490321481767791,-1.8393654828045467,-1.6953765510895653,-1.7133293779997913,-0.5751410304250983,-0.9587587391484304,-1.6950412232482255,-1.7872956408644314,-0.12326462103614923,-0.9195161128648285,0.9968187111364788,0.8858349275048755,0.8573875836693153
2,1504285755,-1.9615277835509475,-1.7144574459043638,-0.9428020219597302,-1.6179258104956238,0.9119794419148273,-1.6978113860430535,-0.9013531278269025,-1.843401689281498,0.8332258041294316,-1.6622060936745662,-1.6922911633150317,0.9087212805047103,-0.5126325357299865,0.27316590887743436,-1.7278252363166657,-0.2173213894163733,-1.6994937425495735,0.6689607667446457,-1.7037342441343042,-1.6798763950516216,-1.7273319219774308,0.8647306386412896,-1.6841313926142447,1.3699368093181519,-1.579635561302925,-1.7568673646266346,-1.7074838709217233,-1.9410689925695939,-0.9232362067444918,0.8776033895251514,-0.7934911845254199,-0.9130711193049322,0.7907033193645379,0.9070541456445556,-0.900508719751873,0.8366955730259517,-1.8105825792113632,-1.7001463368341092,-0.8313575628479698,-1.7352017717816814,-1.6970414291010627,-1.694481139494859,0.9079742231075744,-1.829900010984922,-1.6909340969804731,1.2584289631059622,-1.7174405622315612,-1.707546877147625,0.881639329936619,-1.6840091016062317,-1.599550946078816,-1.6956049471890582,-0.9352857094352721,-1.1688604216450682,-0.8357684328093984,-0.9565469521201044,-0.8483568151367443,-1.543648212903632,0.9013973381294579,-1.7179377370464743,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.6994191358240136,0.8623180326226464,-1.5354000750013257,-0.8999326333639222,-1.7055360089403089,0.9584920008770299,-1.8256314253909924,-1.685662034972391,-1.7036146434133534,-0.5751410304250983,-0.9587587391484304,-1.6853237715671092,-1.77897640831003,-0.1595313972118015,-0.8483881259827211,0.6848099845116976,0.8858349275048755,0.8573875836693153
3,1504285761,-1.9450282423102896,-1.704635224887174,-0.9428020219597302,-1.609445369120141,0.9035068237840984,-1.6882685757188447,-0.9013531278269025,-1.83114777149047,0.7621247905474995,-1.6309707868758487,-1.6830273206438058,0.9087212805047103,-0.5126325357299865,0.27316590887743436,-1.6919424033815504,-0.2173213894163733,-1.689766947979272,0.6689607667446457,-1.6942689339083132,-1.6708923425485522,-1.7175368854190551,0.8416685002323357,-1.6756182056758335,1.3699368093181519,-1.5730324868158543,-1.7457623384199366,-1.697788987865254,-1.9248008964055963,-0.9210919195476431,0.8653906223582775,-0.7335933862765274,-0.9080874279206266,0.7907033193645379,0.8914204977274586,-0.9014990649627682,0.6232403427729853,-1.7971484230267478,-1.6902897715860494,-0.8313575628479698,-1.719689651535472,-1.686850376867392,-1.6859607070482616,0.8960542415069056,-1.8167804126720553,-1.6809164836317159,1.2560340367757845,-1.6815017952199933,-1.6977168665102071,0.8208873385714129,-1.6750605256848468,-1.5917920820206164,-1.6861705728683414,-0.8942666634775666,-1.1688604216450682,-0.8357684328093984,-0.9565469521201044,-0.87114647332512,-1.5380742733737187,0.9013973381294579,-1.7080920953038328,0.7221467409763992,-1.349313904396951,-0.7425791667278627,-1.6896812749005823,0.8385513825255908,-1.5306499518662446,-0.9026837429168652,-1.6956652975856557,0.9896558823298467,-1.8114406298300394,-1.676052154949404,-1.6932982650597956,-0.5751410304250983,-0.8648998892289907,-1.6752138214649803,-1.770895797382314,-0.0632927453490371,-0.8772917463615391,0.6848099845116976,0.8335860869270149,0.8573875836693153
4,1504285766,-1.927894292138371,-1.6942870718231744,-0.8636111902716566,-1.6012104229927804,0.8804406493541704,-1.6783096805222582,-0.9013531278269025,-1.8176149717577068,0.7601439481755081,-1.6231619601761693,-1.6731876506730448,0.9087212805047103,-0.5126325357299865,0.27316590887743436,-1.6919424033815504,-0.2173213894163733,-1.6800346122773087,0.6689607667446457,-1.6845033212443778,-1.660602796705575,-1.707192291256505,0.8532160121918404,-1.6666961278709878,1.2603795346957791,-1.565791037096035,-1.734781943556083,-1.688085839885256,-1.9088018803571976,-0.9129862555956999,0.8600678631036304,-0.7018053016456836,-0.8974068224657337,0.7907033193645379,0.8711125116313415,-0.9003106677978694,0.4097851125200191,-1.7836018635774522,-1.6806514902746694,-0.8313575628479698,-1.6809093509199486,-1.6766486608659699,-1.6769083534729314,0.9016747391603854,-1.8029771657788076,-1.6712390189329296,1.2605115077408993,-1.6815017952199933,-1.688044492278467,0.8323625039713348,-1.6658487563540094,-1.5843498544509729,-1.6766736193588179,-0.8817128924567098,-1.0890458477546106,-0.4569591041724116,-0.9565469521201044,-0.8531003303101554,-1.5323416197726392,0.9013973381294579,-1.6982225440173297,0.7221467409763992,-1.349313904396951,-0.7425791667278627,-1.6805670042338694,0.856047819365375,-1.5257376936269749,-0.8994843043997388,-1.6858463425086516,0.9939122454868957,-1.7976428346719884,-1.6670779739010384,-1.682933549939145,-0.5751410304250983,-0.8648998892289907,-1.6656746451992523,-1.7629394799590898,-0.17249828925225819,-0.8579861305200175,0.6848099845116976,0.8335860869270149,0.8573875836693153
5,1504285772,-1.9096672208654344,-1.6840604182468302,-0.8636111902716566,-1.5934202328921359,0.897699053914986,-1.6692855495222128,-0.9013531278269025,-1.804355310245375,0.771616910062836,-1.6231619601761693,-1.6635496906646716,0.9087212805047103,-0.5126325357299865,0.27316590887743436,-1.6919424033815504,-0.2173213894163733,-1.6697382111173098,0.6689607667446457,-1.673568200253593,-1.6497037493524622,-1.6975433772070572,0.8836398069232287,-1.6575315008098253,1.2603795346957791,-1.559339381416862,-1.7231001427717658,-1.6780658534575037,-1.8913957579917142,-0.9183728083733259,0.8679341724965517,-0.7118462603562863,-0.8982907429805772,0.7907033193645379,0.8856899108463129,-0.9027043794214085,0.4097851125200191,-1.7709946987176732,-1.6699470158256924,-0.9265178742398823,-1.642129050304425,-1.6668064181206625,-1.6679969104705015,0.9291485364150914,-1.7885664392679892,-1.661284570148886,1.1887504905286945,-1.6815017952199933,-1.6791506247592194,0.8212477156666171,-1.656330141142927,-1.5763612844112493,-1.667123553768538,-0.8413729385452114,-1.0890458477546106,-0.07814977553542474,-0.9565469521201044,-0.8891183829257902,-1.526832559652842,0.9013973381294579,-1.6880301646728153,0.7221467409763992,-1.349313904396951,-0.7425791667278627,-1.6710481059726339,0.8917826787434318,-1.5209030247514845,-0.9014780097177358,-1.6757696815740233,0.9934101543906219,-1.7837701248691604,-1.6579414185220527,-1.6726212648610073,-0.5751410304250983,-0.8648998892289907,-1.6562611210515457,-1.754339136016115,-0.3369481961195082,-0.8951204657005627,0.6848099845116976,0.8858349275048755,0.8573875836693153
6,1504285777,-1.8916816041092737,-1.673980491755445,-0.8636111902716566,-1.5864525148641078,0.9064669017882426,-1.6598999710572737,-0.9013531278269025,-1.7904654814137075,0.8223282164591212,-1.6231619601761693,-1.6543104561581923,0.9087212805047103,-0.6465462744798107,0.6007772566376549,-1.6560595704464351,-0.6003777778321007,-1.6599879550771404,0.6689607667446457,-1.6628950295623717,-1.6402738556384087,-1.6870960920424898,0.9030140702759535,-1.6487826205049327,1.1508222600734064,-1.55293244350728,-1.7114136328503955,-1.668462454554575,-1.874656861402838,-0.916073512463452,0.883178958141748,-0.7563595203827455,-0.8962333000859039,0.7907033193645379,0.8961590278165525,-0.9034733473187475,0.6232403427729853,-1.7588571831491788,-1.6600373608131616,-0.9265178742398823,-1.6033487496889014,-1.6572404465739374,-1.6593772544001517,0.9612620733434755,-1.7747746601735477,-1.6518510073830253,1.1315065448758632,-1.6815017952199933,-1.6704840191493002,0.8666172952312667,-1.6470060947388598,-1.5686994969699768,-1.657471917341041,-0.8121719805583049,-1.0890458477546106,0.3006595531015621,-0.9565469521201044,-0.9063256883592281,-1.521367717818709,0.9013973381294579,-1.6781374209881497,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.661628820076776,0.9098234165231512,-1.5161406571053173,-0.8994401507896298,-1.6660206505216673,0.9951902955501383,-1.7703570797968309,-1.6490229761890525,-1.6622744277227062,-0.8184431148109884,-0.8648998892289907,-1.6468746363215285,-1.74706982766816,-0.36504312887383106,-0.9162735995957274,0.9968187111364788,0.8858349275048755,0.8573875836693153
7,1504285783,-1.872560028349984,-1.6636270551033345,-0.8636111902716566,-1.5788057983950947,0.909985884707597,-1.650437103887173,-0.9013531278269025,-1.7759088575816888,0.8623154804894724,-1.6075443067768105,-1.6453062714054079,0.9087212805047103,-0.6465462744798107,0.27316590887743436,-1.6560595704464351,-0.6003777778321007,-1.6500988678664654,0.6689607667446457,-1.6517305625367145,-1.6305061635580724,-1.676767104153126,0.8824794182112687,-1.6393538597941486,1.1508222600734064,-1.5469693173035761,-1.6989874139714474,-1.6584877237425766,-1.8572372456823232,-0.9007922368377168,0.8968329927514948,-0.7702279732553106,-0.8775157894300435,0.7907033193645379,0.9029225208870697,-0.903848432770894,0.4097851125200191,-1.7457680759345948,-1.6499694545276298,-1.021678185631795,-1.6033487496889014,-1.6467861528978638,-1.6493398186757067,0.9966825249986273,-1.7611593208191654,-1.6420117146079443,1.1097352761714592,-1.6815017952199933,-1.6615564741765771,0.9069795298941322,-1.637745161298108,-1.5603966019055822,-1.647600571800022,-0.7684082709138456,-1.0890458477546106,0.6794688817385489,-0.9565469521201044,-0.9642648682159941,-1.5153358411968418,0.9013973381294579,-1.6680328052780722,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.651945439053539,0.8908816102426211,-1.5113141684134566,-0.9031184861548611,-1.6559159313185745,0.9774915844064843,-1.7567004665370647,-1.6391576201685705,-1.65190646205981,-0.8184431148109884,-0.8648998892289907,-1.637889810105111,-1.7389336953247811,-0.6569332715761944,-0.9843411030722141,0.9968187111364788,0.8858349275048755,0.8573875836693153
8,1504285789,-1.845564869401097,-1.6484310947528338,-0.8636111902716566,-1.567053962516958,0.9241679348356592,-1.6367229155250322,-0.9013531278269025,-1.7552332839168427,0.8776446936831781,-1.6075443067768105,-1.6314057566426123,1.0325088397928228,-0.7804600132296351,0.6007772566376549,-1.6201767375113199,-0.6003777778321007,-1.6352235543049547,0.6689607667446457,-1.636584538149751,-1.6175743682996566,-1.66150503120176,0.8401886522798362,-1.6259890441152571,1.0412649854510334,-1.5376578386859214,-1.681905052350856,-1.6444326168912575,-1.8322059718478216,-0.8865378939357736,0.9038710021243603,-0.728970568652339,-0.8672031818912711,0.7907033193645379,0.9179317565879931,-0.9099752272133816,0.8366955730259517,-1.7281682784704695,-1.6348733418245562,-1.021678185631795,-1.6033487496889014,-1.6328333248347096,-1.6346583916803608,1.0308330208081382,-1.742332444900888,-1.6277372152303378,1.0221382424644208,-1.6455630282084253,-1.6491750896320454,0.9492574533262409,-1.6243337107709621,-1.5490248176042143,-1.6332526881714982,-0.7461774382345372,-1.1688604216450682,0.6794688817385489,-0.9565469521201044,-0.9810713132122424,-1.5068186738337122,0.9013973381294579,-1.6534441212476831,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.6379655275803506,0.8448660748535367,-1.5046915819223337,-0.9145440818784417,-1.6415605116173426,1.0206714186860373,-1.7360249731444028,-1.6240587738920258,-1.638960778774337,-0.8184431148109884,-0.8648998892289907,-1.6240764184752163,-1.72713013803102,-0.650449825555966,-1.0161914685707931,0.9968187111364788,0.8335860869270149,0.9409009151514786
9,1504285794,-1.8347049885562197,-1.6422804298985314,-0.8636111902716566,-1.5626963270698946,0.9125930270092903,-1.6311958661692618,-0.9013531278269025,-1.7473327942889711,0.8754324575720186,-1.6075443067768105,-1.6256255794700958,1.0325088397928228,-0.7804600132296351,0.6007772566376549,-1.6201767375113199,-0.9834341662478281,-1.629233909389547,0.6689607667446457,-1.6308564960153666,-1.6121959837943014,-1.6551449390669848,0.8302760199630929,-1.6208173619162247,1.0412649854510334,-1.5334609227219367,-1.675055975934717,-1.6386448216498763,-1.8225680030084186,-0.8884302919739564,0.9068414062607,-0.745398968918944,-0.8734395978356011,0.7907033193645379,0.9075093246432617,-0.910608344115524,0.8366955730259517,-1.720580319268474,-1.6290114377710445,-1.021678185631795,-1.6033487496889014,-1.626951937343337,-1.6287983465077243,1.037836638689544,-1.734537035605486,-1.6216478524324154,1.020897392952771,-1.6096242611968574,-1.6435207890592307,0.9370425665203737,-1.6188842166441406,-1.5445767240963857,-1.6270933047699543,-0.7518648341215219,-1.0092312738641531,0.6794688817385489,-0.9565469521201044,-0.9634557240001853,-1.5034976615867333,0.9013973381294579,-1.6472811726608754,0.8446099152236117,-1.349313904396951,-0.7425791667278627,-1.6323981872640794,0.8349792990810045,-1.5018810898243082,-0.914690128434956,-1.6358130431149858,0.995007716969675,-1.7283441116794769,-1.6173428288018559,-1.6334263694302726,-0.5751410304250983,-0.8648998892289907,-1.6184610717860937,-1.7207182905995162,-0.6595671715219121,-0.9892452160430724,0.9968187111364788,0.8335860869270149,0.9409009151514786
