,Time,HundredGigE0/0/0/0output-packet-rate,HundredGigE0/0/0/1output-load,HundredGigE0/0/0/13input-load,HundredGigE0/0/0/19input-load,HundredGigE0/0/0/17output-load,HundredGigE0/0/0/9input-data-rate,HundredGigE0/0/0/6output-packet-rate,HundredGigE0/0/0/31packets-sent,HundredGigE0/0/0/11output-load,HundredGigE0/0/0/15output-load,HundredGigE0/0/0/9output-load,HundredGigE0/0/0/6input-load,HundredGigE0/0/0/13input-packet-rate,HundredGigE0/0/0/12input-load,HundredGigE0/0/0/9packets-sent,HundredGigE0/0/0/11input-load,HundredGigE0/0/0/10packets-sent,HundredGigE0/0/0/5input-packet-rate,HundredGigE0/0/0/13output-packet-rate,HundredGigE0/0/0/7input-packet-rate,HundredGigE0/0/0/4input-load,HundredGigE0/0/0/18packets-sent,HundredGigE0/0/0/7packets-sent,HundredGigE0/0/0/8packets-sent,HundredGigE0/0/0/5input-load,HundredGigE0/0/0/7input-load,HundredGigE0/0/0/8input-data-rate,HundredGigE0/0/0/9output-packet-rate,protocol-route-memory,HundredGigE0/0/0/8output-packet-rate,HundredGigE0/0/0/0output-load,HundredGigE0/0/0/19input-data-rate,HundredGigE0/0/0/14packets-sent,HundredGigE0/0/0/19input-packet-rate,HundredGigE0/0/0/8input-packet-rate,HundredGigE0/0/0/13packets-sent,HundredGigE0/0/0/11input-data-rate,HundredGigE0/0/0/16input-data-rate,HundredGigE0/0/0/4output-packet-rate,HundredGigE0/0/0/15input-packet-rate,HundredGigE0/0/0/31output-packet-rate,HundredGigE0/0/0/5input-data-rate,HundredGigE0/0/0/6packets-sent,HundredGigE0/0/0/14output-packet-rate,HundredGigE0/0/0/17input-packet-rate,HundredGigE0/0/0/15packets-sent,HundredGigE0/0/0/9input-packet-rate,HundredGigE0/0/0/18input-packet-rate,HundredGigE0/0/0/16packets-sent,HundredGigE0/0/0/16output-packet-rate,HundredGigE0/0/0/15input-data-rate,HundredGigE0/0/0/30packets-sent,HundredGigE0/0/0/10output-load,HundredGigE0/0/0/10input-load,HundredGigE0/0/0/5output-load,HundredGigE0/0/0/16input-packet-rate,HundredGigE0/0/0/12packets-sent,HundredGigE0/0/0/16input-load,HundredGigE0/0/0/14input-data-rate,HundredGigE0/0/0/19packets-sent,HundredGigE0/0/0/9input-load,performance-statistics__vrf__inbound-update-messages,HundredGigE0/0/0/31output-data-rate,HundredGigE0/0/0/18input-load,HundredGigE0/0/0/5output-packet-rate,HundredGigE0/0/0/31input-load,HundredGigE0/0/0/30input-packet-rate,HundredGigE0/0/0/5packets-sent,HundredGigE0/0/0/17packets-sent,HundredGigE0/0/0/17output-packet-rate,HundredGigE0/0/0/1packets-sent,HundredGigE0/0/0/19output-load,HundredGigE0/0/0/14input-load,HundredGigE0/0/0/6output-load,HundredGigE0/0/0/10output-packet-rate,HundredGigE0/0/0/31output-load,HundredGigE0/0/0/17input-load,HundredGigE0/0/0/13input-data-rate,HundredGigE0/0/0/15output-packet-rate,HundredGigE0/0/0/15input-load,HundredGigE0/0/0/11output-packet-rate,HundredGigE0/0/0/28packets-sent,HundredGigE0/0/0/1output-packet-rate,HundredGigE0/0/0/11packets-sent,HundredGigE0/0/0/9output-data-rate,HundredGigE0/0/0/7output-packet-rate,HundredGigE0/0/0/4output-load,HundredGigE0/0/0/16output-load,HundredGigE0/0/0/30input-load,HundredGigE0/0/0/30output-load,HundredGigE0/0/0/4packets-sent,HundredGigE0/0/0/14input-packet-rate,HundredGigE0/0/0/12input-packet-rate,HundredGigE0/0/0/0input-load,HundredGigE0/0/0/7output-load,HundredGigE0/0/0/18input-data-rate,HundredGigE0/0/0/30output-packet-rate,HundredGigE0/0/0/13output-load,HundredGigE0/0/0/8input-load,HundredGigE0/0/0/4input-packet-rate,HundredGigE0/0/0/12input-data-rate,HundredGigE0/0/0/11input-packet-rate
0,1504285744,0.09073598176679787,0.884612261226368,0.9014184350576694,-0.6877586975397018,-2.16836488110752,-0.7351066857369208,-0.5373354122511287,-1.731692696655246,1.560858328373317,0.6898873320770029,-0.5397174125395693,0.28674086900281137,0.8412935594003108,1.1290689413007633,-1.7164445044021477,-0.8731308557850445,-1.7172275240407897,0.8468043422231866,-0.4255248061675931,0.9928181046189781,-1.0333343090820697,-1.7228261483574558,-1.7131103999506179,-1.7094868865513153,0.6539352664509999,0.7588291994260047,-0.9013334016543271,-0.3364539676896523,-0.36403504753792226,-1.1226231946374112,0.3258364117165254,-0.752012883624837,-1.7109939697045768,-0.8182231688958804,-0.8856969532792087,-1.7259501817606053,-0.7754076016693634,0.74273774369561,0.61183140505301,0.19136416139223564,0.8455860263178473,0.7113774732972837,-1.7541967759932982,-1.1202382851087327,-0.9260450416323169,-1.7362390987773835,-1.1953265341621961,-0.7607653149503715,-1.7321103247522749,0.5510024939765693,0.3491294315723164,-1.7311859698667174,0.9647978836870184,-0.584053941278684,0.943060592733762,0.7347425947742695,-1.722990127746551,0.833028139519526,1.1762801587411835,-1.720310582998551,-0.6038486305982939,-1.3485881990731083,0.725581844472111,-0.7552628121448678,0.8495135138431297,0.25705329190732074,-0.6021069546234663,-1.7241791315782384,-1.7116608530291104,-2.3001659526306035,-1.7274504154002597,-0.30670593696870596,1.2008570448191902,-0.46879472377457315,-0.6725426544480942,0.7812786603283144,-1.046625467245754,0.8358241645187524,0.4832103684223871,0.38370459659829653,1.3426496926397156,-1.7990815584279607,0.5288727588795616,-1.7412216278678607,-0.3176322158590217,-0.9721409461919859,0.6524185136205336,0.2710252744805952,-0.8139862827811861,1.0820792393778715,-1.7205259191342661,1.463799155648602,1.1049583284776943,1.113874939676783,-1.121887614146619,-0.7720305665729009,1.4290961553296775,0.5274356358405249,-0.9784770618417858,-0.9415656798482208,1.144713840592826,-0.7590135861835969
1,1504285750,0.13316401066142391,0.6730348956547013,0.9014184350576694,-0.6877586975397018,-1.0215700807649404,-0.6293864740862963,-0.6283062900926673,-1.7215913935776144,1.560858328373317,0.6898873320770029,-0.032091305610460384,0.28674086900281137,0.7718501096967776,1.1926372945725099,-1.7064214658218244,-0.6478902792000217,-1.7073741842463932,0.8349863202451229,-0.44136242315557694,0.9857070326898519,-1.0333343090820697,-1.712670180813929,-1.703547188726359,-1.7002959299676148,0.6539352664509999,0.7588291994260047,-0.9093427648811245,-0.22144511648867726,-0.36403504753792226,-1.3931034155303066,0.3258364117165254,-0.7500859815754928,-1.7013878787361867,-0.8365882738478165,-0.8869347276960221,-1.7161837815000156,-0.7439651579306421,0.8374941898333166,0.47749826852474775,0.13781370273797744,0.8444259038694528,0.6857453191418016,-1.7447806602935767,-1.0916476591266124,-0.9892740322671686,-1.726371792722149,-0.8979952568737195,-0.712567975916054,-1.7220775774282442,0.5702311287522414,0.3381342829880882,-1.7208251310225515,0.9647978836870184,-0.584053941278684,0.943060592733762,0.8019781050456355,-1.7131112751998512,0.833028139519526,1.164360491927578,-1.7105602197155367,-0.6038486305982939,-1.3485881990731083,0.7822826558777737,-0.7552628121448678,0.6235363515598619,-0.08051103105021207,-0.5737832979790545,-1.7143564608595623,-1.7020494933376649,-2.0777236192789177,-1.7175518247138246,-0.30670593696870596,1.2008570448191902,-0.46879472377457315,-0.5559838537497612,0.7812786603283144,-1.6833836186470161,0.8120824285157493,0.3556251158020796,0.38370459659829653,1.292727788302934,-1.7796119173002696,0.440089215496155,-1.7309648221093643,-0.2162407835255959,-1.036047130286733,0.6524185136205336,0.2710252744805952,-0.5871910654810639,1.3961439393807893,-1.71069685178939,1.4946851415686044,1.1493455014432865,1.113874939676783,-1.121887614146619,-0.7139030086355251,1.5799650820973201,0.5274356358405249,-0.9784770618417858,-1.012888342285034,1.2081830345812727,-0.7344034315880913
2,1504285756,0.10955293243475349,0.884612261226368,0.651662371841054,-0.6877586975397018,-1.0215700807649404,-0.4710849933983975,-0.39310522047327134,-1.7113327127731572,1.560858328373317,0.6898873320770029,-0.5397174125395693,-0.3180216910758438,0.7265874971477924,1.2562056478442565,-1.6971268056758868,-0.6478902792000217,-1.697589713403866,0.8519903910194332,-0.5193322298656515,1.0181019159225377,-1.0333343090820697,-1.7025592043198405,-1.6935761946406358,-1.6908584520245253,0.6539352664509999,0.7588291994260047,-0.9520531747648694,-0.41707021984727355,-0.36403504753792226,-1.5472097620247995,0.3258364117165254,-0.7759860781354565,-1.690874700460056,-0.8425164441650804,-0.9108758907580708,-1.7063531632147328,-0.7344815244370565,1.0366580693406187,0.5575015877418175,0.2509051225288305,0.8412770000809535,0.6868037066148197,-1.7344356288517848,-0.5874554755945072,-1.0676856680696594,-1.7160298568836696,-0.6649148762866608,-0.675874725761136,-1.711972413917383,0.5116233035798163,0.45367578799470537,-1.7102710104772556,0.9647978836870184,-0.584053941278684,0.943060592733762,0.9583336250100275,-1.7035288906279717,1.0196951018844937,1.1056355019663533,-1.7004323759336968,-0.6038486305982939,-1.3485881990731083,0.7972366112623176,-0.7552628121448678,0.2771981615945702,0.25705329190732074,-0.6955258698682129,-1.7045806410099418,-1.6922128241145975,-1.837192175083013,-1.7072982266766465,-0.30670593696870596,1.2008570448191902,-0.21857913501145676,-0.5548108928456665,0.7812786603283144,-1.6833836186470161,0.7513479626165134,0.5896732596325406,0.38370459659829653,1.4746252533370625,-1.765009686454501,0.6269476033147202,-1.720138059102447,-0.4273177461135539,-0.9140254789089532,0.6524185136205336,0.2710252744805952,-0.8139862827811861,1.3961439393807893,-1.700390448856064,1.4312126020514566,1.1583371152594677,1.113874939676783,-1.121887614146619,-0.644703708083245,1.7311294737712566,-0.4701056754230732,-0.9784770618417858,-1.0779571434238404,1.2344123066124684,-0.7339488105056621
3,1504285761,0.0763336235591588,0.6730348956547013,0.9014184350576694,-0.8850711680622214,-1.0215700807649404,-0.25427678180029617,-0.39314932756555815,-1.7012956753232822,1.560858328373317,0.6898873320770029,-0.5397174125395693,0.28674086900281137,0.7559062524835766,1.1926372945725099,-1.687838198342717,-0.6478902792000217,-1.688029495441742,0.8592971289145166,-0.2764380077903217,0.9585796101454078,-1.0333343090820697,-1.6927116552768022,-1.6836831219725186,-1.681437853699424,0.6539352664509999,0.7588291994260047,-0.9797047500625821,-0.5144242035393269,-0.36403504753792226,-1.5505787327476648,0.3258364117165254,-0.8703635693550937,-1.6813720542809465,-0.9196743310263759,-0.905827074057911,-1.6962909047701504,-0.7225623540009356,0.8566723482169455,0.4230619221600039,0.3952398259844671,0.8258002017034708,0.6822220567638239,-1.7247677912215333,-0.6950403651893522,-1.217013709781756,-1.7059884030501797,-0.4779721076926415,-0.5537156819730127,-1.7021632690638753,0.3835421575569326,0.5896864323187518,-1.6999392319124667,0.9647978836870184,-0.584053941278684,0.22493130111155513,0.847012713494064,-1.6940244750869353,0.833028139519526,1.1434327987377917,-1.6906720063510576,-0.05374568963440476,-1.3485881990731083,0.8169983768666886,-0.5178360202510881,0.10626415221466706,0.25705329190732074,-0.8125990319851906,-1.6948649825163655,-1.6822320077588944,-1.3846957538164804,-1.6974725195800129,-0.30670593696870596,1.2008570448191902,-0.21857913501145676,-0.5663394228744838,0.7812786603283144,-1.6833836186470161,0.7991980654322879,0.6755553884430568,0.5523020708611844,1.413810301891707,-1.7504074556087328,0.48180174958298805,-1.7099026400450907,-0.5872259869504388,-0.73409665941403,0.6524185136205336,-0.8130758234417855,-1.0407815000813083,1.7102086393837073,-1.6906221009306743,1.4258810925771706,1.1339924737707596,1.8508112115541928,-0.660401928894818,-0.4364087460953444,1.8409969627731824,0.5274356358405249,-0.9784770618417858,-1.0984373456898329,1.2074898062393036,-0.7848966798099045
4,1504285767,0.28361971387909024,0.6730348956547013,0.9014184350576694,-0.8850711680622214,-1.0215700807649404,-0.16984615519603344,-0.29801032950291645,-1.6911933172309557,0.8724189135774805,1.572537301057877,-0.5397174125395693,-0.3180216910758438,0.7107659713198589,1.1926372945725099,-1.6783815147898753,-0.6478902792000217,-1.6781400560053858,0.860704495316472,-0.11197044676125822,0.9953991603562165,-1.0333343090820697,-1.6830212127487094,-1.6737009721706908,-1.6722484529043307,0.6539352664509999,0.7588291994260047,-0.9766854441716369,-0.5710114931653251,-0.36403504753792226,-1.7825564310935287,0.513569973433993,-0.88027047942204,-1.6720757919575686,-0.9231578950272422,-0.8926675776265264,-1.6861762546610026,-0.7321577619599942,0.8638698721991209,0.6033090807689013,0.49078999541267687,0.7846604748796352,0.6782775298141468,-1.7147619993978522,-0.9773630588111615,-1.2302360640543328,-1.6955817692057442,-0.4019874479411419,-0.6392054424580502,-1.6925904293933072,-0.011961885123499258,0.6474685527529832,-1.6895560422573233,0.9647978836870184,-0.584053941278684,0.22493130111155513,0.9000892163082835,-1.6838652365292561,0.833028139519526,1.2012222743337635,-1.680647923327472,-0.05374568963440476,-1.3485881990731083,0.8149057204062564,-0.5178360202510881,0.0732382604726483,0.25705329190732074,-0.8935457079700335,-1.684911405458942,-1.6728493515425873,-1.5474082013607688,-1.6874219128775627,-0.30670593696870596,1.2008570448191902,-0.21857913501145676,-0.4776970916936066,0.7812786603283144,-1.6833836186470161,0.7957479101076673,1.0267436611195733,0.7208995451240724,1.1492570522648808,-1.7406726350448871,0.5252103148141886,-1.6999527883282908,-0.6385797697098935,-0.5938696609375512,0.6524185136205336,-0.8130758234417855,-1.0407815000813083,1.7102086393837073,-1.6802647981651502,1.405933893337169,1.1578885540260073,1.8508112115541928,-0.660401928894818,-0.5408386880582285,1.882884795257781,0.5274356358405249,-0.9784770618417858,-1.0468310551314692,1.2064675414957127,-0.7983231557776496
5,1504285772,0.42169058757007666,0.46145753008303453,0.9014184350576694,-0.8850711680622214,-1.0215700807649404,0.050896032791438894,-0.284094541886429,-1.6793775250053506,0.8724189135774805,1.572537301057877,-0.5397174125395693,0.28674086900281137,0.8739560392667407,1.1290689413007633,-1.6677321801632505,-0.6478902792000217,-1.66709382336396,0.8437004245421617,-0.27422987849872776,1.1629044102422985,-1.0333343090820697,-1.6714251778097315,-1.6623374188999447,-1.6605902221099724,0.6539352664509999,1.1195840647268918,-1.035577040083907,-0.7598497903126995,-0.36403504753792226,-1.3821301966044026,0.513569973433993,-0.8582302179530942,-1.6607468909127867,-0.9000563653372861,-0.9310060115367731,-1.6747881954453132,-0.7053817588541698,0.7484980487166761,1.0224476419667188,0.37677186805549545,0.7375544040354849,0.680902367102319,-1.703238521222515,-0.9645868662741921,-1.1279550038237307,-1.6832495089340205,-0.16913490741330806,-0.6728788692821258,-1.680931451405623,-0.004586518360227802,0.5557735349941778,-1.6773145580112976,0.9647978836870184,0.6942527981237263,0.943060592733762,0.802769111048828,-1.6721248796433974,0.833028139519526,1.1473584064856566,-1.6692621024181082,-0.05374568963440476,-1.3485881990731083,0.7808080102492848,-0.5178360202510881,0.5733636837012799,0.9321819378223863,-0.9920333904016868,-1.6725659003719582,-1.6612638116704095,-1.2484901221627307,-1.6758409624032693,-0.30670593696870596,1.2008570448191902,-0.21857913501145676,-0.6161399915454794,0.7812786603283144,-1.6833836186470161,0.9264546630747039,1.5097726072133146,0.5523020708611844,1.0572956495392305,-1.7309378144810414,0.3254473422015235,-1.688012746081565,-0.7807376833372456,-0.6803554746146665,0.6524185136205336,-0.8130758234417855,-1.0407815000813083,1.7102086393837073,-1.6677093910604002,1.4020731450971686,1.1051826090944243,1.8508112115541928,-0.660401928894818,-0.5938304267042386,1.9963660473443792,0.5274356358405249,-0.9784770618417858,-1.1487069330699964,1.1546134458894763,-0.743586777453163
6,1504285778,0.37568693853790913,0.46145753008303453,0.9014184350576694,-0.8850711680622214,0.1252247195776393,0.12265579698114512,-0.06843291415008847,-1.6708204813516736,0.8724189135774805,1.572537301057877,-0.5397174125395693,0.28674086900281137,1.050398673950938,1.1290689413007633,-1.659616909886217,-0.6478902792000217,-1.6592417185050254,0.8699198534005087,-0.17950874612828566,1.04475526700504,-1.0333343090820697,-1.663386423163356,-1.6542787993381372,-1.6521439008327898,0.6539352664509999,1.1195840647268918,-0.989912095773732,-0.7161941179270024,-0.36403504753792226,-1.1010617820110737,0.513569973433993,-0.826749443157367,-1.652819787506168,-0.8602092823800072,-0.9123416762516657,-1.6663425310725757,-0.6618871617255342,0.7147081642284363,0.9744563033418321,0.2657655402888811,0.7626691427534757,0.7346329136340088,-1.6944412369965152,-1.0908686229963094,-1.0044182403584339,-1.6744916210742282,-0.042000154365821475,-0.7141018544333073,-1.6724475462662811,0.09531019038872576,0.435970557316353,-1.6685635521719375,0.9647978836870184,0.6942527981237263,0.943060592733762,0.7650381246965439,-1.6639980113625155,0.6463611771545583,1.0827627678336205,-1.660985195624037,-0.05374568963440476,-1.3485881990731083,0.7747229589498288,-0.5178360202510881,0.7408283064739407,0.9321819378223863,-1.0116019037232598,-1.6638535077631311,-1.6525024770174543,-0.7393085169140656,-1.6674362799177174,-0.30670593696870596,1.2008570448191902,0.03163645375165967,-0.7312577259902103,0.7812786603283144,-1.6833836186470161,1.0157678411906876,1.6826974341425975,0.38370459659829653,0.917985072195909,-1.716335583635273,0.32338260863446755,-1.6795940956882807,-0.7640252507341612,-0.8005440933326229,0.6524185136205336,-0.8130758234417855,-1.0407815000813083,1.7102086393837073,-1.6591784332452875,1.3505965018971646,1.105692337768811,1.8508112115541928,-0.660401928894818,-0.6311473999926757,2.0245488537908805,0.5274356358405249,-0.9784770618417858,-1.1591141221002677,1.1234466837488641,-0.6933966099529694
7,1504285783,0.4372115755414158,0.46145753008303453,0.9014184350576694,-0.8850711680622214,0.1252247195776393,-0.057312815205135655,-0.0761516553002796,-1.660891625221457,0.8724189135774805,1.572537301057877,-0.5397174125395693,0.28674086900281137,1.070175581235855,1.1290689413007633,-1.6501881512809646,-0.6478902792000217,-1.6497570275282765,0.9384373902847479,0.023106151972796668,1.0188393604188914,-1.0333343090820697,-1.6539277484599377,-1.6444287712402992,-1.642893755441806,0.8317239170173654,1.1195840647268918,-0.9531553514889071,-0.6774909798035483,-0.36403504753792226,-1.227735081190807,0.513569973433993,-0.8493138983763038,-1.6434536457071736,-0.8824246422802693,-0.8780097226905781,-1.6563632634432888,-0.7432389105062617,0.5358477407870367,0.9386625413485759,0.26083413216806256,0.7672841353503856,0.7927933275280779,-1.684757725299743,-1.1237439476950961,-0.9917340051550898,-1.6646725604535302,-0.18257747090757634,-0.8399757602554034,-1.6623465761317346,0.3917077421876974,0.4121686838351817,-1.658803582558842,0.9647978836870184,-0.584053941278684,0.943060592733762,0.6214178013835516,-1.6551265162571027,0.4596942147895906,1.1405433619640994,-1.6513529473444495,-0.05374568963440476,-1.3485881990731083,0.719646248605244,-0.7552628121448678,0.8986853971034687,1.269746260779919,-0.936061912737784,-1.6537260819977122,-1.642618089961655,-0.47513585854551793,-1.6577649047654146,-0.30670593696870596,1.2008570448191902,0.03163645375165967,-0.6961024120360553,0.6712037721525034,-1.6833836186470161,0.9589872494677542,1.4571601319059715,0.38370459659829653,0.8067008271118333,-1.7066007630714275,0.1806210305694548,-1.669752524540005,-0.7638971315745122,-0.5944528986020405,0.6524185136205336,0.2710252744805952,-0.8139862827811861,1.3961439393807893,-1.6492341875323142,1.4606278267371733,1.1041529571721633,1.8508112115541928,-0.198916243643017,-0.8140536063051198,1.674627492459964,0.5274356358405249,-0.9784770618417858,-1.1948709321171171,1.117299972712956,-0.7646508876057201
8,1504285789,0.42322870349516434,0.46145753008303453,0.9014184350576694,-0.8850711680622214,0.1252247195776393,-0.030809630680113026,-0.0747402283471018,-1.643426297005733,0.1839794987816438,1.572537301057877,-0.5397174125395693,0.28674086900281137,1.0070933635662334,1.0655005880290167,-1.6341739137457605,-0.8731308557850445,-1.6336111489635012,0.9766869100310424,0.4751635176346252,1.1118100415663552,-1.0333343090820697,-1.637129454450385,-1.628063565247879,-1.6271224922723269,0.8317239170173654,1.1195840647268918,-0.959334124472698,-0.6521780269076399,-0.36403504753792226,-1.4138947777057034,0.513569973433993,-0.8557374077901451,-1.6272460487525393,-0.8916224735457148,-0.8557949292098744,-1.6389771660284742,-0.8112006515257224,0.48377879314332384,0.7970854291788213,0.3581715233313341,0.6931510360381439,0.8877664481747378,-1.6681693732720384,-1.069211418573886,-1.224163005987277,-1.6472040674795256,-0.0874542461811863,-0.9308101286989954,-1.6452797005298974,0.6121785272183478,0.4901312410392561,-1.6412619055845725,0.9647978836870184,0.6942527981237263,1.661189884355969,0.5800218205498088,-1.6388466980258785,0.4596942147895906,1.177414025835778,-1.635362923219752,-0.05374568963440476,-1.3485881990731083,0.645172858910004,-0.9926896040386474,1.4071506919841252,1.269746260779919,-0.9951360903160964,-1.6360397425861992,-1.6264713744547845,-0.6550419163971831,-1.6410835569175732,-0.30670593696870596,1.2008570448191902,0.03163645375165967,-0.6780388141129956,0.6712037721525034,-1.6833836186470161,0.8627718478461304,1.8088900035930047,0.5523020708611844,0.5739508959276278,-1.6871311219437362,0.1700024007960241,-1.6530916158096658,-0.6994143702833638,-0.6255311341526801,0.6524185136205336,0.2710252744805952,-1.0407815000813083,1.3961439393807893,-1.632362254259975,1.432085866534314,1.0307928063544318,1.8508112115541928,-0.660401928894818,-0.9621807450736031,1.397481410356223,0.5274356358405249,-0.9784770618417858,-1.2027001935894315,1.0484234680514775,-0.8470585358140695
9,1504285794,0.4590248559335682,0.46145753008303453,0.9014184350576694,-0.8850711680622214,0.1252247195776393,-0.038294272938865066,-0.019429934619446407,-1.6406242626027234,0.1839794987816438,1.572537301057877,-0.5397174125395693,0.28674086900281137,0.9914757233804122,1.0655005880290167,-1.631074589373307,-0.8731308557850445,-1.6303572225173777,0.9683969435537709,0.503107774531693,1.1833421577126757,-1.0333343090820697,-1.6340247682936617,-1.6249399545822396,-1.6240502595287938,0.8317239170173654,1.1195840647268918,-0.9463394821328401,-0.6865706259509937,-0.36403504753792226,-1.507359651188622,0.513569973433993,-0.8616311950443597,-1.6241132181703721,-0.8976117590208886,-0.8585962081531889,-1.6355574201659715,-0.8012332352174746,0.5342843246673145,0.9336024113048864,0.318687161665988,0.700481480080197,0.8928407094558547,-1.6647049748665377,-1.1316901162241868,-1.2019848129196118,-1.643932466776393,-0.0798216041971526,-0.9095994648276025,-1.6419358200235812,0.5795161886952884,0.4348496364295133,-1.6384645642747855,0.9647978836870184,0.6942527981237263,1.661189884355969,0.6193084520417049,-1.6354545828322289,0.4596942147895906,1.1902359015190378,-1.6321526557825674,-0.05374568963440476,-1.3485881990731083,0.6443526766579922,-0.9926896040386474,1.3018014332757462,1.269746260779919,-1.027576200312299,-1.6327187647205548,-1.6231163463383218,-0.5955806807508388,-1.6377018397599412,-0.30670593696870596,1.2008570448191902,0.03163645375165967,-0.6683535083620415,0.6712037721525034,-1.6833836186470161,0.8707267799899054,1.6224252014008027,0.38370459659829653,0.6013750999547415,-1.6871311219437362,0.21729463154621084,-1.6496365659688121,-0.6949301996956537,-0.738929200062655,0.6524185136205336,0.2710252744805952,-1.0407815000813083,1.3961439393807893,-1.628721647484911,1.4534578657200299,1.0304563854293367,1.113874939676783,-0.660401928894818,-0.9623201571398151,1.372071428414942,0.5274356358405249,-0.9784770618417858,-1.0901306902253045,1.0557936566378767,-0.8312377221455302
